gene_symbol,type,soc,auroc,wt_pvalue,ttest_statistic,ttest_pvalue
CYP3A7-CYP3A51P,enzyme,Musculoskeletal and connective tissue disorders,0.556134259259259,0.256735950382674,5.86614328038355,2.78637157866184e-09
CYP3A43,enzyme,Endocrine disorders,0.497093023255814,0.515345263306054,-5.37936163550802,0.999999942071495
CYP1B1,enzyme,Endocrine disorders,0.571403133903134,0.134893623832734,8.74356140021345,1.75534109907375e-18
CYP2A13,enzyme,Endocrine disorders,0.450581395348837,0.635448967393678,-5.6154884087052,0.999999983457576
CYP3A7,enzyme,Reproductive system and breast disorders,0.296875,0.99941720667814,-25.678121358319,1
CYP3A7-CYP3A51P,enzyme,Reproductive system and breast disorders,0.413329725829726,0.955455002476644,-9.00981696758881,1
CYP3A43,enzyme,Reproductive system and breast disorders,0.291666666666667,0.922873384075281,-16.3084033137096,1
CYP1B1,enzyme,Reproductive system and breast disorders,0.443272005772006,0.870452052397993,-7.08864815423107,0.999999999999262
CYP2A13,enzyme,Reproductive system and breast disorders,0.273148148148148,0.937796613502136,-16.0893162997584,1
CYP1B1,enzyme,General disorders and administration site conditions,0.487617135207497,0.54314158991609,-3.75485396089021,0.99990528599812
CYP2B6,enzyme,General disorders and administration site conditions,0.466596343178622,0.683072819803806,-5.00637504634394,0.999999701065541
CYP3A7,enzyme,"Injury, poisoning and procedural complications",0.492138364779874,0.528452819824737,-4.29571878923393,0.999990212233697
CYP3A7-CYP3A51P,enzyme,"Injury, poisoning and procedural complications",0.552061495457722,0.300420703848513,6.03201164672478,1.13866401311523e-09
CYP2A13,enzyme,"Injury, poisoning and procedural complications",0.518518518518519,0.472478942932348,4.55191279114858,4.33338694122963e-06
CYP2B6,enzyme,"Injury, poisoning and procedural complications",0.532879818594104,0.313528496203042,4.05626275367298,2.56050820418601e-05
CYP3A43,enzyme,Skin and subcutaneous tissue disorders,0.441176470588235,0.620351452704319,20.2623389668265,8.40488835788798e-58
CYP1B1,enzyme,Skin and subcutaneous tissue disorders,0.520833333333333,0.402589492156604,1.03867728322687,0.149573843692648
CYP2A13,enzyme,Skin and subcutaneous tissue disorders,0.593137254901961,0.32468902507389,15.6388936074981,3.04409770067667e-39
CYP1B1,enzyme,Investigations,0.473214285714286,0.59133911571704,-4.23765841518404,0.999987247929002
CYP2B6,enzyme,Investigations,0.326474622770919,0.956843386123735,-9.84497611520921,1
CYP1A1,enzyme,Gastrointestinal disorders,0.235294117647059,0.976341987718548,-28.5398204358099,1
CYP1B1,enzyme,Gastrointestinal disorders,0.424382716049383,0.73888850477359,-7.13839468869019,0.99999999999879
CYP1B1,enzyme,Renal and urinary disorders,0.418021680216802,0.754188612245036,-8.17498157871667,1
CYP3A5,enzyme,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.572777777777778,0.190503506290844,5.60915966509545,1.10610961241498e-08
CYP3A7,enzyme,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.39875,0.841982421875102,-12.0582217422735,1
CYP3A7-CYP3A51P,enzyme,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.511666666666667,0.447074733988383,2.3434161643792,0.00959674368328331
CYP1B1,enzyme,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.374338624338624,0.919253510195839,-10.1369509368389,1
CYP2C19,enzyme,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.305555555555556,0.936573968467868,-10.4426093445986,1
