drugA,drugB,meddra,N,type
21601390,21603929,36718418,35,negativo
21604348,21603356,35809054,14,negativo
21602485,21603967,36918947,36,negativo
21601003,21600448,35809155,13,negativo
21602732,21603756,37219965,10,negativo
21604348,21603448,35708156,11,negativo
21601431,21603896,35104883,12,negativo
21602338,21602735,37019321,29,negativo
21602338,21601392,42890355,17,negativo
21604344,21604348,35708050,10,negativo
21604590,21604711,36919235,12,negativo
21602898,21604433,35205345,10,negativo
21602085,21603131,37622529,23,negativo
21601200,21604434,35809310,10,negativo
21601274,21604393,37320109,10,negativo
21601390,21603718,36516812,15,negativo
21601431,21603787,42890355,10,negativo
21601392,21601394,35104397,12,negativo
21601394,21601435,36110736,10,negativo
21603897,21603925,35104177,15,negativo
21601423,21604272,35104877,11,negativo
21604562,40252237,37522220,21,negativo
21602256,21603909,36516779,36,negativo
21601423,21603909,36009711,10,negativo
21602896,21603718,36110597,12,negativo
21601390,21601399,36110320,12,negativo
21604422,21604436,36718540,61,negativo
21604431,21604543,35205025,12,negativo
21600098,21601161,35306246,11,negativo
21600493,21601747,35809054,15,negativo
21603285,21603356,37219907,31,negativo
21600816,21602256,36416532,11,negativo
21602485,21603965,35809243,14,negativo
21604272,21603448,35809054,11,negativo
21604544,21604757,37522220,15,negativo
21603911,21603929,36009783,12,negativo
21602256,21603911,36316366,30,negativo
21603718,21604131,37622499,16,negativo
21601003,21600448,35809120,11,negativo
21601129,21601423,37320212,39,negativo
21600575,21600816,35809076,15,negativo
21603718,21603749,35607008,10,negativo
21603296,21603362,36009700,13,negativo
21603905,21603909,35506459,45,negativo
21603905,21603909,42889847,41,negativo
21600083,21600604,35104877,10,negativo
21600096,21604714,36919230,14,negativo
21602823,21602978,36918858,13,negativo
21603980,21604272,35104165,10,negativo
21601435,21603800,35104304,25,negativo
21602732,21603895,788256,13,negativo
21600493,21603795,35104768,13,negativo
21601423,21603929,35809014,72,negativo
21604436,21604570,36516876,11,negativo
21603967,21603980,35205025,102,negativo
21600448,21601518,37219867,25,negativo
21600658,21603756,36110201,10,negativo
21604422,21604431,36313594,10,negativo
21603718,21604344,35104877,33,negativo
21600493,21602737,35104868,11,negativo
21603911,21603929,35808981,38,negativo
21600718,21600732,35809083,19,negativo
21603911,21603968,36517125,30,negativo
21600493,21604210,37622499,12,negativo
21602338,21603925,35104281,13,negativo
21601419,21603761,36313534,10,negativo
21600083,21601161,37522181,12,negativo
21601399,21603929,37219868,12,negativo
21603896,21603925,35809121,15,negativo
21600493,21604571,36918858,14,negativo
21601423,21603929,36313968,13,negativo
21602102,21603497,35708208,17,negativo
21601423,21603929,35708278,11,negativo
21600819,21602040,37522220,13,negativo
21603756,21603929,35205038,11,negativo
21600083,21601518,35708151,11,negativo
21602732,21603929,36776613,39,negativo
21601392,21603895,35809054,14,negativo
21601129,21601699,35104884,12,negativo
21604415,21604422,36416501,24,negativo
21604415,21604543,36774644,10,negativo
21602734,21603929,35708093,44,negativo
21601423,21601428,35204948,10,negativo
21602338,21603925,45885677,12,negativo
21601435,21603929,35506636,13,negativo
21602730,21601423,36316176,10,negativo
21602256,21603911,36313968,10,negativo
21601129,21601423,35104853,10,negativo
21602734,21603924,35809115,14,negativo
21602730,21603718,35104113,29,negativo
21603908,21603917,35708208,52,negativo
21600816,21601161,36110597,22,negativo
21602256,21603864,36718326,15,negativo
21604210,21604348,35909625,11,negativo
21600098,21601518,36416600,10,negativo
21603009,43534853,42889536,10,negativo
21602737,21603929,36313371,16,negativo
21601423,21603929,36718354,28,negativo
21602096,21604857,35104877,20,negativo
21601390,21601435,36110234,20,negativo
21602735,21603895,36009901,13,negativo
21602256,21603927,37320212,13,negativo
21600083,21601911,35104691,11,negativo
21603909,21603921,36516802,18,negativo
21600100,21602485,35909449,46,negativo
21600658,21603897,45885904,10,negativo
21602485,21603497,35909452,24,negativo
21602898,21603980,35708208,18,negativo
21603021,21603615,35809054,15,negativo
21602338,21603925,36717962,14,negativo
21602737,21604643,37622449,10,negativo
21603718,21603748,35104351,22,negativo
21603921,21603929,36315261,46,negativo
21602735,21601423,35104691,22,negativo
21604571,21604888,42889647,12,negativo
21603312,21603356,36718551,16,negativo
21604418,21604433,36919098,12,negativo
21604131,21603462,35909437,15,negativo
21602734,21603980,35708208,10,negativo
21602338,21603086,37320192,11,negativo
21600816,21601423,35708154,26,negativo
21602256,21603909,36516781,35,negativo
21602338,21603929,36110922,17,negativo
21602737,21601428,35707920,10,negativo
21601394,21603929,35809207,29,negativo
21602734,21603929,42889647,30,negativo
21602734,21603927,35809131,10,negativo
21600663,21603908,37320205,25,negativo
21600575,21604260,35708154,13,negativo
21600493,21604571,37320212,12,negativo
21602732,21601390,36416501,24,negativo
21603929,21603968,35708202,46,negativo
21603967,21604422,35708563,13,negativo
21601392,21603749,35607398,21,negativo
21601390,21601431,36110229,10,negativo
21602735,21603909,35707936,12,negativo
21604122,21604440,35204981,11,negativo
21602820,21604272,36416500,13,negativo
21604712,21604741,35809327,12,negativo
43534761,21601031,35809327,19,negativo
21600098,21600816,36110697,10,negativo
21601423,21601435,35909518,11,negativo
21601435,21603929,36718301,29,negativo
21603131,21601390,37622449,16,negativo
21602485,21603514,36918858,19,negativo
21603925,21605269,35104877,10,negativo
21603896,21603925,36211179,30,negativo
21604344,21604348,42889640,10,negativo
21603967,21603980,37219885,22,negativo
21603909,21603921,35809323,14,negativo
21602102,21601390,35708038,19,negativo
21603080,21603607,35708208,11,negativo
21601435,21603929,37019261,12,negativo
21601161,21604272,35809054,10,negativo
21602737,21604344,36516812,11,negativo
21604711,21604712,36919127,11,negativo
21604577,21604655,36918858,11,negativo
21603929,21603968,35809115,35,negativo
21601399,21601431,36110015,13,negativo
21604544,21604740,42889647,12,negativo
21601431,21603925,35104883,10,negativo
21602820,21604571,37220005,13,negativo
21600493,21603009,35809243,13,negativo
21601423,21603718,36110888,15,negativo
21602102,21602754,36718132,13,negativo
21600449,21602648,35808924,18,negativo
21602737,21603718,36110642,31,negativo
21602338,21603925,36110649,47,negativo
21603256,21603312,37522220,11,negativo
21600084,21600494,35708093,11,negativo
21600399,21604422,35809327,12,negativo
21602102,21602732,36416501,10,negativo
21604712,21604741,36919230,43,negativo
21602485,21604348,37219871,36,negativo
21600718,21600732,36211297,10,negativo
21601467,21601518,35205038,21,negativo
21601399,21601423,35104177,24,negativo
21603312,21603497,35809327,29,negativo
21602338,21602732,37622449,15,negativo
21601518,21602648,35205185,13,negativo
21603967,21604714,35809076,10,negativo
21603166,21603194,42889636,11,negativo
21602734,21603756,35809054,21,negativo
21602732,21603924,35707864,16,negativo
21604714,21604718,36918942,10,negativo
21601003,21600448,35809079,14,negativo
21602338,21603896,35205230,13,negativo
21604543,21604571,35708202,11,negativo
21602735,21601390,36110649,19,negativo
21601423,21603895,36009895,10,negativo
21601423,21603929,36211473,17,negativo
21604348,21604433,43053854,11,negativo
21603756,21603924,36110874,13,negativo
21602730,21603929,35708202,33,negativo
21601435,21603718,36311824,11,negativo
21602256,21601423,35606985,13,negativo
21600083,21603082,35809054,17,negativo
21600096,21601394,35104877,14,negativo
21600098,21603392,36110933,11,negativo
21603080,21601399,36009891,11,negativo
21603921,21603929,35809323,18,negativo
21603131,21603897,35104177,10,negativo
21604888,21603448,35809115,12,negativo
21601129,21603908,36516779,21,negativo
21601003,21600449,36111047,11,negativo
21601390,21601435,36718500,24,negativo
21602085,21603718,35809054,11,negativo
21603896,21603929,42889647,13,negativo
21601390,21604857,35708202,10,negativo
21602734,21601431,35809054,14,negativo
21600083,21603718,36313476,13,negativo
21603917,21604399,36416500,13,negativo
21600484,21601423,36718119,16,negativo
21604431,21604544,35204908,10,negativo
21602978,21603967,35809243,24,negativo
21603732,21604857,35104236,11,negativo
21604115,21603497,36516876,10,negativo
21600448,21602648,36416606,25,negativo
21601423,21603929,36416527,14,negativo
21601274,21604393,37420527,10,negativo
21603909,21603929,36009833,49,negativo
21601390,21603718,36313605,19,negativo
21602256,21604344,35809243,11,negativo
21600493,21601423,36416606,19,negativo
21604714,21604757,37522220,15,negativo
21604344,21604348,35909445,26,negativo
21603917,21604272,37220005,13,negativo
21600448,21602653,35708208,30,negativo
21601390,21601435,36313176,44,negativo
21600083,21601518,35205038,17,negativo
21601423,21603896,35104691,10,negativo
21604460,21604571,36918912,10,negativo
21601423,21603718,36416514,13,negativo
21603074,21601423,36009891,10,negativo
21601518,21603718,35809054,18,negativo
21603800,21603929,35708093,30,negativo
21603967,21604431,37219850,13,negativo
21602730,21604434,35104877,16,negativo
21601161,21605129,36718132,49,negativo
21602096,21602485,36918858,17,negativo
21601518,21603929,37320158,14,negativo
21602735,21603911,37320158,13,negativo
21602732,21602734,37622449,11,negativo
21601423,21603925,37622499,20,negativo
21603256,21605129,42889536,10,negativo
21603908,21603921,36315261,47,negativo
21604344,21604348,36918937,26,negativo
21602338,21603080,788256,14,negativo
21602136,21603288,35506460,26,negativo
21602085,21603131,35104103,11,negativo
21601423,21603929,36110960,13,negativo
21604410,21604431,35809327,15,negativo
21604543,21604757,37522220,15,negativo
21604544,21604559,36315381,81,negativo
21602096,21604348,35708208,15,negativo
21602737,21603929,36718500,25,negativo
21604348,21604741,36919230,15,negativo
21603157,21603175,36314766,19,negativo
21602730,21601394,37219863,11,negativo
21603908,21603921,35809329,50,negativo
21603756,21603896,36009957,17,negativo
21601129,21603929,35809022,14,negativo
21603156,21603160,36314766,19,negativo
21602735,21605270,36110062,10,negativo
21602735,21603929,37219905,11,negativo
21601390,21603924,35104883,18,negativo
21600994,21602648,35808850,10,negativo
21602735,21603929,35707991,12,negativo
21602256,21603968,36517125,30,negativo
21604566,21604577,37219893,10,negativo
21600493,21601394,35809207,26,negativo
21603908,21603909,35708164,16,negativo
21602823,21601431,35104074,11,negativo
21602730,21601423,36313534,34,negativo
21602102,21603800,35506609,10,negativo
21602102,21602737,36110708,17,negativo
21601390,21603748,36416568,10,negativo
21601467,21604344,37622449,11,negativo
21602732,21604433,35809327,11,negativo
21602919,21603356,42889536,29,negativo
21602338,21603925,35809131,15,negativo
21604543,21604544,35809115,14,negativo
21603356,21603362,35205184,30,negativo
21601423,21603732,37219850,11,negativo
21604086,21604272,35204928,11,negativo
21602102,21602737,36110116,15,negativo
21601435,21603718,36009711,10,negativo
21603911,21603929,36110597,16,negativo
21603911,21603921,35809323,16,negativo
21603929,21605260,36110380,13,negativo
21602256,21603929,35809181,14,negativo
21601390,21603925,45885904,15,negativo
21603911,21603929,36313594,11,negativo
21601161,21603019,35306246,16,negativo
21602730,21601435,36416606,29,negativo
21601435,21603800,35809315,11,negativo
21603161,21603173,35104883,13,negativo
21601390,21604399,35909571,10,negativo
21604422,21604574,36718220,13,negativo
21601435,21604348,35104074,12,negativo
21602256,21602735,35708093,92,negativo
21603756,21603929,35809327,75,negativo
21601394,21603718,36110552,13,negativo
21602102,21603718,36110597,17,negativo
21602338,21603925,35809072,20,negativo
21604417,21604529,36919235,11,negativo
21603131,21601435,35104883,13,negativo
21602734,21603732,35122884,10,negativo
21600493,21603925,35809054,15,negativo
21602895,21604415,37220005,12,negativo
21603909,21603921,36313153,24,negativo
21603074,21603929,36416595,10,negativo
21604544,21604757,36718199,14,negativo
21602730,21603929,35708100,25,negativo
21601431,21603718,36009891,12,negativo
21600098,1588697,42889536,38,negativo
21602485,21602735,37521342,10,negativo
21602732,21604677,36416500,16,negativo
21601428,21601435,36416606,15,negativo
21601161,21605129,36312568,12,negativo
21602919,21603312,35205038,14,negativo
21602730,21602735,36416637,24,negativo
21603905,21603929,36516817,12,negativo
21602896,21603009,35809054,12,negativo
21601129,21603911,43053808,14,negativo
21602735,21603896,36110597,44,negativo
21600083,21602732,35809115,10,negativo
21602734,21601390,35104243,16,negativo
21602732,21601423,37622529,108,negativo
21600303,21605129,35305505,22,negativo
21604712,21604741,36211496,17,negativo
21602338,21602735,37019358,10,negativo
21602338,21603925,35909505,35,negativo
21603392,1588697,37420588,14,negativo
21601423,21603621,36516749,24,negativo
21603082,21604344,36313524,13,negativo
21600303,21604344,36009783,13,negativo
21603080,21603131,36009891,13,negativo
21602732,21601423,36313476,14,negativo
21602338,21601399,37622529,22,negativo
21601390,21603929,36110124,11,negativo
21602735,21603924,37622529,14,negativo
21600493,21603929,35104868,13,negativo
21602485,21603356,36211303,40,negativo
21602646,21604857,35809327,10,negativo
21602735,21603909,36516812,13,negativo
21603718,21603929,36516876,21,negativo
21603921,21603968,36516802,13,negativo
21604415,21604559,36919235,22,negativo
21604415,21604713,36918858,13,negativo
21604714,40252237,37522220,20,negativo
21600493,21604260,35708093,29,negativo
21602735,21603929,35506460,11,negativo
21602256,21604544,36919230,24,negativo
21601423,21603929,36718301,94,negativo
21602732,21603929,35809054,92,negativo
21600449,21602653,37219905,10,negativo
21602338,21601399,36110878,10,negativo
21602256,21603911,35809234,10,negativo
21601390,21603732,36110591,17,negativo
21601911,21604344,35104877,17,negativo
21602096,21601390,35707763,10,negativo
21603732,21603929,36718500,15,negativo
21601911,21603448,37622449,11,negativo
21601390,21603800,36110026,11,negativo
21602102,21604436,36776613,10,negativo
21603131,21603925,35809054,26,negativo
21604090,21604566,36776613,13,negativo
21602735,21602873,42889495,13,negativo
21604399,21604422,36416500,11,negativo
21601161,21603009,42889536,14,negativo
21602085,21603131,36416514,10,negativo
21601423,21603925,35104236,21,negativo
21604431,21604436,35809115,51,negativo
21601534,21604393,36110597,11,negativo
21603980,21603448,35809243,33,negativo
21604422,21604571,35809310,12,negativo
