atc_concept_id,atc_concept_name,atc_concept_code,ndrugreports,atc4_concept_name,atc4_concept_code,atc3_concept_name,atc3_concept_code,atc2_concept_name,atc2_concept_code,atc1_concept_name,atc1_concept_code
21604258,"hydromorphone; systemic, rectal",N02AA03,438,Natural opium alkaloids,N02AA,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604260,oxycodone; systemic,N02AA05,1666,Natural opium alkaloids,N02AA,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604271,"pethidine; systemic, rectal",N02AB02,125,Phenylpiperidine derivatives,N02AB,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604272,"fentanyl; nasal, sublingual, transdermal",N02AB03,2224,Phenylpiperidine derivatives,N02AB,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604287,"buprenorphine; parenteral, sublingual, transdermal",N02AE01,12,Oripavine derivatives,N02AE,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604289,butorphanol; parenteral,N02AF01,2,Morphinan derivatives,N02AF,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604290,nalbuphine; parenteral,N02AF02,23,Morphinan derivatives,N02AF,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604298,"tramadol; systemic, rectal",N02AX02,400,Other opioids,N02AX,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604301,tapentadol; oral,N02AX06,72,Other opioids,N02AX,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N
21604302,"tramadol, combinations",N02AX52,22,,,,,,,,
21604305,"acetylsalicylic acid; systemic, rectal",N02BA01,1596,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604310,salsalate; oral,N02BA06,1,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604315,diflunisal; oral,N02BA11,2,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604344,"paracetamol; systemic, rectal",N02BE01,8312,Anilides,N02BE,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604348,"paracetamol, combinations excl. psycholeptics",N02BE51,4384,Anilides,N02BE,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604361,ziconotide; parenteral,N02BG08,8,Other analgesics and antipyretics,N02BG,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N
21604366,"dihydroergotamine; nasal, systemic",N02CA01,21,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604367,"ergotamine; systemic, rectal, sublingual",N02CA02,1,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604371,"ergotamine, combinations excl. psycholeptics; oral",N02CA52,6,Ergot alkaloids,N02CA,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604376,"sumatriptan; nasal, systemic, rectal",N02CC01,609,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604377,naratriptan; oral,N02CC02,16,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604378,"zolmitriptan; nasal, oral",N02CC03,105,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604379,rizatriptan; oral,N02CC04,171,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604380,almotriptan; oral,N02CC05,27,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604381,eletriptan; oral,N02CC06,86,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604382,frovatriptan; oral,N02CC07,24,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604385,clonidine; oral,N02CX02,168,Other antimigraine preparations,N02CX,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N
21604393,phenobarbital; systemic,N03AA02,1303,Barbiturates and derivatives,N03AA,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604394,primidone; oral,N03AA03,94,Barbiturates and derivatives,N03AA,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604398,ethotoin; oral,N03AB01,3,Hydantoin derivatives,N03AB,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604399,phenytoin; systemic,N03AB02,1614,Hydantoin derivatives,N03AB,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604402,fosphenytoin; parenteral,N03AB05,222,Hydantoin derivatives,N03AB,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604407,trimethadione; oral,N03AC02,6,Oxazolidine derivatives,N03AC,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604410,ethosuximide; oral,N03AD01,319,Succinimide derivatives,N03AD,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604412,mesuximide; oral,N03AD03,23,Succinimide derivatives,N03AD,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604415,clonazepam; systemic,N03AE01,2780,Benzodiazepine derivatives,N03AE,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604417,"carbamazepine; oral, rectal",N03AF01,2758,Carboxamide derivatives,N03AF,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604418,oxcarbazepine; oral,N03AF02,2213,Carboxamide derivatives,N03AF,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604419,rufinamide; oral,N03AF03,239,Carboxamide derivatives,N03AF,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604420,eslicarbazepine; oral,N03AF04,62,Carboxamide derivatives,N03AF,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604422,"valproic acid; systemic, rectal",N03AG01,5709,Fatty acid derivatives,N03AG,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604425,vigabatrin; oral,N03AG04,3156,Fatty acid derivatives,N03AG,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604427,tiagabine; oral,N03AG06,58,Fatty acid derivatives,N03AG,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604431,lamotrigine; oral,N03AX09,6329,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604432,felbamate; oral,N03AX10,239,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604433,topiramate; oral,N03AX11,3678,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604434,gabapentin; oral,N03AX12,2040,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604436,levetiracetam; systemic,N03AX14,6724,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604437,zonisamide; oral,N03AX15,932,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604438,pregabalin; oral,N03AX16,846,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604440,lacosamide; systemic,N03AX18,1153,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N
21604446,trihexyphenidyl; oral,N04AA01,11,Tertiary amines,N04AA,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604460,benzatropine; systemic,N04AC01,336,Ethers of tropine or tropine derivatives,N04AC,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604466,"levodopa, decarboxylase inhibitor and COMT inhibitor; oral",N04BA03,1,Dopa and dopa derivatives,N04BA,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604471,amantadine; oral,N04BB01,76,Adamantane derivatives,N04BB,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604473,bromocriptine; oral,N04BC01,14,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604476,ropinirole; oral,N04BC04,53,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604477,pramipexole; oral,N04BC05,47,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604481,rotigotine; transdermal,N04BC09,3,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604483,selegiline; oral,N04BD01,20,Monoamine oxidase B inhibitors,N04BD,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604484,rasagiline; oral,N04BD02,8,Monoamine oxidase B inhibitors,N04BD,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604487,entacapone; oral,N04BX02,6,Other dopaminergic agents,N04BX,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N
21604492,"chlorpromazine; systemic, rectal",N05AA01,18,Phenothiazines with aliphatic side-chain,N05AA,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604501,fluphenazine; systemic,N05AB02,5,Phenothiazines with piperazine structure,N05AB,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604502,"perphenazine; systemic, rectal",N05AB03,24,Phenothiazines with piperazine structure,N05AB,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604503,"prochlorperazine; systemic, rectal",N05AB04,181,Phenothiazines with piperazine structure,N05AB,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604512,thioridazine; oral,N05AC02,1,Phenothiazines with piperidine structure,N05AC,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604516,haloperidol; systemic,N05AD01,1386,Butyrophenone derivatives,N05AD,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604529,ziprasidone; systemic,N05AE04,742,Indole derivatives,N05AE,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604534,tiotixene; oral,N05AF04,2,Thioxanthene derivatives,N05AF,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604538,pimozide; oral,N05AG02,31,Diphenylbutylpiperidine derivatives,N05AG,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604541,"loxapine; inhalant, oral",N05AH01,61,"Diazepines, oxazepines, thiazepines and oxepines",N05AH,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604542,clozapine; systemic,N05AH02,1124,"Diazepines, oxazepines, thiazepines and oxepines",N05AH,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604543,olanzapine; systemic,N05AH03,2601,"Diazepines, oxazepines, thiazepines and oxepines",N05AH,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604544,quetiapine; oral,N05AH04,4157,"Diazepines, oxazepines, thiazepines and oxepines",N05AH,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604545,asenapine; oral,N05AH05,269,"Diazepines, oxazepines, thiazepines and oxepines",N05AH,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604556,lithium; oral,N05AN01,1005,Lithium,N05AN,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604559,risperidone; systemic,N05AX08,9116,Other antipsychotics,N05AX,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604562,aripiprazole; systemic,N05AX12,5877,Other antipsychotics,N05AX,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604563,paliperidone; systemic,N05AX13,1661,Other antipsychotics,N05AX,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604566,"diazepam; systemic, rectal",N05BA01,2612,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604569,oxazepam; oral,N05BA04,103,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604570,potassium clorazepate; oral,N05BA05,134,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604571,"lorazepam; systemic, sublingual",N05BA06,2753,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604574,clobazam; oral,N05BA09,1820,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604577,alprazolam; oral,N05BA12,1733,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604590,hydroxyzine; systemic,N05BB01,1075,Diphenylmethane derivatives,N05BB,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604594,meprobamate; oral,N05BC01,27,Carbamates,N05BC,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604601,buspirone; oral,N05BE01,75,Azaspirodecanedione derivatives,N05BE,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604608,"pentobarbital; systemic, rectal",N05CA01,6,"Barbiturates, plain",N05CA,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604609,amobarbital; systemic,N05CA02,1,"Barbiturates, plain",N05CA,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604636,flurazepam; oral,N05CD01,2,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604639,estazolam; oral,N05CD04,25,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604640,"triazolam; oral, sublingual",N05CD05,56,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604642,temazepam; oral,N05CD07,197,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604643,midazolam; systemic,N05CD08,1739,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604645,quazepam; oral,N05CD10,9,Benzodiazepine derivatives,N05CD,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604655,zolpidem; oral,N05CF02,855,Benzodiazepine related drugs,N05CF,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604656,zaleplon; oral,N05CF03,10,Benzodiazepine related drugs,N05CF,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604657,eszopiclone,N05CF04,123,Benzodiazepine related drugs,N05CF,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604660,ramelteon; systemic,N05CH02,105,Melatonin receptor agonists,N05CH,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604677,dexmedetomidine; parenteral,N05CM18,292,Other hypnotics and sedatives,N05CM,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N
21604688,desipramine; oral,N06AA01,9,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604689,imipramine; systemic,N06AA02,52,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604691,clomipramine; systemic,N06AA04,117,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604693,trimipramine; systemic,N06AA06,12,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604696,amitriptyline; systemic,N06AA09,97,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604697,nortriptyline; systemic,N06AA10,35,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604699,doxepin; systemic,N06AA12,13,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604704,amoxapine; oral,N06AA17,9,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604707,maprotiline; systemic,N06AA21,1,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604711,fluoxetine; oral,N06AB03,3921,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604712,citalopram; systemic,N06AB04,2474,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604713,paroxetine; oral,N06AB05,1397,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604714,sertraline; oral,N06AB06,4824,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604716,fluvoxamine; oral,N06AB08,94,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604718,escitalopram; oral,N06AB10,2313,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604722,phenelzine; oral,N06AF03,2,"Monoamine oxidase inhibitors, non-selective",N06AF,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604723,tranylcypromine; oral,N06AF04,5,"Monoamine oxidase inhibitors, non-selective",N06AF,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604734,trazodone; oral,N06AX05,119,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604740,mirtazapine; oral,N06AX11,803,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604741,bupropion; oral,N06AX12,2106,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604745,venlafaxine; oral,N06AX16,1542,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604746,milnacipran; oral,N06AX17,12,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604749,duloxetine; oral,N06AX21,1095,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604751,desvenlafaxine; oral,N06AX23,195,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604754,amfetamine; systemic,N06BA01,216,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604755,dexamfetamine; oral,N06BA02,213,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604756,metamfetamine; oral,N06BA03,49,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604757,methylphenidate; oral,N06BA04,10111,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604760,modafinil; oral,N06BA07,417,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604762,atomoxetine; oral,N06BA09,5277,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604764,dexmethylphenidate; oral,N06BA11,661,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604766,caffeine; systemic,N06BC01,257,Xanthine derivatives,N06BC,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604795,donepezil; oral,N06DA02,34,Anticholinesterases,N06DA,ANTI-DEMENTIA DRUGS,N06D,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604796,"rivastigmine; oral, transdermal",N06DA03,10,Anticholinesterases,N06DA,ANTI-DEMENTIA DRUGS,N06D,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604797,galantamine; oral,N06DA04,2,Anticholinesterases,N06DA,ANTI-DEMENTIA DRUGS,N06D,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604799,memantine; oral,N06DX01,64,Other anti-dementia drugs,N06DX,ANTI-DEMENTIA DRUGS,N06D,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N
21604805,pyridostigmine; systemic,N07AA02,66,Anticholinesterases,N07AA,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604811,bethanechol; oral,N07AB02,13,Choline esters,N07AB,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604813,pilocarpine; systemic,N07AX01,5,Other parasympathomimetics,N07AX,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604815,cevimeline; oral,N07AX03,5,Other parasympathomimetics,N07AX,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604818,"nicotine; chewing gum, inhalant, nasal, sublingual, transdermal",N07BA01,360,Drugs used in nicotine dependence,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604819,varenicline; oral,N07BA03,103,Drugs used in nicotine dependence,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604824,naltrexone; oral,N07BB04,9,Drugs used in alcohol dependence,N07BB,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604826,buprenorphine; sublingual,N07BC01,91,Drugs used in opioid dependence,N07BC,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604827,methadone; systemic,N07BC02,134,Drugs used in opioid dependence,N07BC,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604830,"buprenorphine, combinations; sublingual",N07BC51,24,Drugs used in opioid dependence,N07BC,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
21604842,riluzole; oral,N07XX02,23,Other nervous system drugs,N07XX,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N
