drugbank_id,id,type,action,uniprot_id,entrez_id,gene_symbol,atc_concept_id
DB00234,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604747
DB00234,BE0002363,enzyme,inhibitor,P10635,1565,CYP2D6,21604747
DB00234,BE0000486,target,inhibitor,P23975,6530,SLC6A2,21604747
DB00235,BE0000436,target,inhibitor,Q14432,5139,PDE3A,21600308
DB00238,BE0003648,transporter,inhibitor,O15245,6580,SLC22A1,21603173
DB00238,BE0003549,enzyme,substrate,P20813,1555,CYP2B6,21603173
DB00238,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603173
DB00238,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21603173
DB00238,BE0002793,enzyme,inducer,P11712,1559,CYP2C9,21603173
DB00238,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21603173
DB00238,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603173
DB00238,BE0002433,enzyme,inhibitor,P05177,1544,CYP1A2,21603173
DB00238,BE0003612,enzyme,substrate,P24462,1551,CYP3A7,21603173
DB00238,BE0003612,enzyme,substrate,P24462,100861540,CYP3A7-CYP3A51P,21603173
DB00240,BE0000209,carrier,binder,P08185,866,SERPINA6,21602114
DB00240,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602114
DB00240,BE0000794,target,agonist,P04150,2908,NR3C1,21602114
DB00242,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21601430
DB00242,BE0002804,enzyme,substrate,P27707,1633,DCK,21601430
DB00243,BE0000925,carrier,binder,P02763,5004,ORM1,21600377
DB00243,BE0000703,transporter,substrate,O95342,8647,ABCB11,21600377
DB00243,BE0001032,transporter,substrate,P08183,5243,ABCB1,21600377
DB00243,BE0003657,transporter,inhibitor,Q96FL8,55244,SLC47A1,21600377
DB00243,BE0004752,transporter,inhibitor,Q86VL8,146802,SLC47A2,21600377
DB00243,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600377
DB00243,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21600377
DB00244,BE0003608,enzyme,substrate,P18440,9,NAT1,21600664
DB00245,BE0000530,carrier,binder,P02768,213,ALB,21604460
DB00245,BE0000092,target,antagonist,P11229,1128,CHRM1,21604460
DB00245,BE0000647,target,inhibitor,Q01959,6531,SLC6A3,21604460
DB00245,BE0000442,target,antagonist,P35367,3269,HRH1,21604460
DB00245,BE0000749,target,inhibitor,P31645,6532,SLC6A4,21604460
DB00245,BE0000486,target,inhibitor,P23975,6530,SLC6A2,21604460
DB00246,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604529
DB00246,BE0003539,enzyme,substrate,Q06278,316,AOX1,21604529
DB00246,BE0000756,target,antagonist,P14416,1813,DRD2,21604529
DB00246,BE0000020,target,antagonist,P21728,1812,DRD1,21604529
DB00246,BE0000145,target,antagonist,P21918,1816,DRD5,21604529
DB00246,BE0000451,target,antagonist,P28223,3356,HTR2A,21604529
DB00246,BE0000581,target,antagonist,P35462,1814,DRD3,21604529
DB00246,BE0000389,target,antagonist,P21917,1815,DRD4,21604529
DB00246,BE0000291,target,agonist,P08908,3350,HTR1A,21604529
DB00246,BE0000797,target,antagonist,P28222,3351,HTR1B,21604529
DB00246,BE0000659,target,antagonist,P28221,3352,HTR1D,21604529
DB00246,BE0000476,target,antagonist,P28566,3354,HTR1E,21604529
DB00246,BE0000533,target,antagonist,P28335,3358,HTR2C,21604529
DB00246,BE0000945,target,antagonist,P50406,3362,HTR6,21604529
DB00246,BE0000650,target,antagonist,P34969,3363,HTR7,21604529
DB00246,BE0000442,target,antagonist,P35367,3269,HRH1,21604529
DB00246,BE0000501,target,antagonist,P35348,148,ADRA1A,21604529
DB00246,BE0000575,target,antagonist,P35368,147,ADRA1B,21604529
DB00246,BE0000289,target,antagonist,P08913,150,ADRA2A,21604529
DB00246,BE0000572,target,antagonist,P18089,151,ADRA2B,21604529
DB00246,BE0000342,target,antagonist,P18825,152,ADRA2C,21604529
DB00246,BE0000092,target,antagonist,P11229,1128,CHRM1,21604529
DB00246,BE0000560,target,antagonist,P08172,1129,CHRM2,21604529
DB00246,BE0000045,target,antagonist,P20309,1131,CHRM3,21604529
DB00246,BE0000405,target,antagonist,P08173,1132,CHRM4,21604529
DB00246,BE0000247,target,antagonist,P08912,1133,CHRM5,21604529
DB00246,BE0009860,target,antagonist,P46098,3359,HTR3A,21604529
DB00246,BE0004688,target,antagonist,P47898,3361,HTR5A,21604529
DB00247,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604368
DB00247,BE0000393,target,antagonist,P41595,3357,HTR2B,21604368
DB00247,BE0000533,target,antagonist,P28335,3358,HTR2C,21604368
DB00247,BE0000451,target,antagonist,P28223,3356,HTR2A,21604368
DB00247,BE0000291,target,agonist,P08908,3350,HTR1A,21604368
DB00247,BE0000650,target,antagonist,P34969,3363,HTR7,21604368
DB00247,BE0000797,target,binder,P28222,3351,HTR1B,21604368
DB00247,BE0000460,target,binder,P30939,3355,HTR1F,21604368
DB00247,BE0000476,target,binder,P28566,3354,HTR1E,21604368
DB00252,BE0000537,carrier,substrate,P05543,6906,SERPINA7,21604399
DB00252,BE0000537,carrier,substrate,P05543,6906,SERPINA7,21604403
DB00252,BE0003660,transporter,inhibitor,Q9NYB5,53919,SLCO1C1,21604399
DB00252,BE0003660,transporter,inhibitor,Q9NYB5,53919,SLCO1C1,21604403
DB00252,BE0001032,transporter,substrate,P08183,5243,ABCB1,21604399
DB00252,BE0001032,transporter,substrate,P08183,5243,ABCB1,21604403
DB00252,BE0001069,transporter,substrate,Q92887,1244,ABCC2,21604399
DB00252,BE0001069,transporter,substrate,Q92887,1244,ABCC2,21604403
DB00252,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21604399
DB00252,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21604403
DB00252,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21604399
DB00252,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21604403
DB00252,BE0002887,enzyme,substrate,P10632,1558,CYP2C8,21604399
DB00252,BE0002887,enzyme,substrate,P10632,1558,CYP2C8,21604403
DB00252,BE0003549,enzyme,substrate,P20813,1555,CYP2B6,21604399
DB00252,BE0003549,enzyme,substrate,P20813,1555,CYP2B6,21604403
DB00252,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604399
DB00252,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604403
DB00252,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21604399
DB00252,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21604403
DB00252,BE0003612,enzyme,substrate,P24462,1551,CYP3A7,21604399
DB00252,BE0003612,enzyme,substrate,P24462,1551,CYP3A7,21604403
DB00252,BE0003612,enzyme,substrate,P24462,100861540,CYP3A7-CYP3A51P,21604399
DB00252,BE0003612,enzyme,substrate,P24462,100861540,CYP3A7-CYP3A51P,21604403
DB00252,BE0000731,enzyme,inhibitor,P15538,1584,CYP11B1,21604399
DB00252,BE0000731,enzyme,inhibitor,P15538,1584,CYP11B1,21604403
DB00252,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21604399
DB00252,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21604403
DB00252,BE0004694,enzyme,substrate,P19224,54578,UGT1A6,21604399
DB00252,BE0004694,enzyme,substrate,P19224,54578,UGT1A6,21604403
DB00252,BE0003538,enzyme,substrate,O60656,54600,UGT1A9,21604399
DB00252,BE0003538,enzyme,substrate,O60656,54600,UGT1A9,21604403
DB00252,BE0002433,enzyme,inducer,P05177,1544,CYP1A2,21604399
DB00252,BE0002433,enzyme,inducer,P05177,1544,CYP1A2,21604403
DB00252,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21604399
DB00252,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21604403
DB00252,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604399
DB00252,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604403
DB00252,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21604399
DB00252,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21604403
DB00252,BE0009565,enzyme,substrate,P07099,2052,EPHX1,21604399
DB00252,BE0009565,enzyme,substrate,P07099,2052,EPHX1,21604403
DB00252,BE0003544,enzyme,substrate,P22310,54657,UGT1A4,21604399
DB00252,BE0003544,enzyme,substrate,P22310,54657,UGT1A4,21604403
DB00252,BE0002089,enzyme,substrate,P21964,1312,COMT,21604399
DB00252,BE0002089,enzyme,substrate,P21964,1312,COMT,21604403
DB00252,BE0001184,enzyme,substrate,P15559,1728,NQO1,21604399
DB00252,BE0001184,enzyme,substrate,P15559,1728,NQO1,21604403
DB00252,BE0003611,enzyme,substrate,P33260,1562,CYP2C18,21604399
DB00252,BE0003611,enzyme,substrate,P33260,1562,CYP2C18,21604403
DB00252,BE0000197,target,inhibitor,Q14524,6331,SCN5A,21604399
DB00252,BE0000197,target,inhibitor,Q14524,6331,SCN5A,21604403
DB00252,BE0000141,target,inhibitor,P35498,6323,SCN1A,21604399
DB00252,BE0000141,target,inhibitor,P35498,6323,SCN1A,21604403
DB00252,BE0000090,target,inhibitor,Q12809,3757,KCNH2,21604399
DB00252,BE0000090,target,inhibitor,Q12809,3757,KCNH2,21604403
DB00252,BE0008715,target,inhibitor,Q13936,775,CACNA1C,21604399
DB00252,BE0008715,target,inhibitor,Q13936,775,CACNA1C,21604403
DB00252,BE0002081,target,inhibitor,Q99250,6326,SCN2A,21604399
DB00252,BE0002081,target,inhibitor,Q99250,6326,SCN2A,21604403
DB00252,BE0002084,target,inhibitor,Q9UQD0,6334,SCN8A,21604399
DB00252,BE0002084,target,inhibitor,Q9UQD0,6334,SCN8A,21604403
DB00253,BE0000209,carrier,binder,P08185,866,SERPINA6,21603625
DB00253,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603625
DB00253,BE0002362,enzyme,inducer,P20815,1577,CYP3A5,21603625
DB00253,BE0000794,target,agonist,P04150,2908,NR3C1,21603625
DB00254,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21600031
DB00254,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21602800
DB00254,BE0002369,transporter,inducer,Q2M3G0,340273,ABCB5,21600031
DB00254,BE0002369,transporter,inducer,Q2M3G0,340273,ABCB5,21602800
DB00254,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600031
DB00254,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602800
DB00255,BE0001067,transporter,inhibitor,Q9UNQ0,9429,ABCG2,21603818
DB00255,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603818
DB00255,BE0001004,transporter,inhibitor,Q9Y6L6,10599,SLCO1B1,21603818
DB00255,BE0001042,transporter,substrate,O94956,11309,SLCO2B1,21603818
DB00255,BE0000703,transporter,substrate,O95342,8647,ABCB11,21603818
DB00255,BE0002089,enzyme,substrate,P21964,1312,COMT,21603818
DB00255,BE0002090,enzyme,inhibitor,P11511,1588,CYP19A1,21603818
DB00255,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603818
DB00255,BE0002887,enzyme,substrate,P10632,1558,CYP2C8,21603818
DB00255,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21603818
DB00255,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21603818
DB00255,BE0000123,target,agonist,P03372,2099,ESR1,21603818
DB00255,BE0002088,target,agonist,P62508,2104,ESRRG,21603818
DB00255,BE0000792,target,agonist,Q92731,2100,ESR2,21603818
DB00255,BE0000132,target,antagonist,P10275,367,AR,21603818
DB00257,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21600028
DB00257,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21601920
DB00257,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602393
DB00257,BE0000703,transporter,substrate,O95342,8647,ABCB11,21600028
DB00257,BE0000703,transporter,substrate,O95342,8647,ABCB11,21601920
DB00257,BE0000703,transporter,substrate,O95342,8647,ABCB11,21602393
DB00257,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21600028
DB00257,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21601920
DB00257,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21602393
DB00257,BE0003659,transporter,inducer,Q9NPD5,28234,SLCO1B3,21600028
DB00257,BE0003659,transporter,inducer,Q9NPD5,28234,SLCO1B3,21601920
DB00257,BE0003659,transporter,inducer,Q9NPD5,28234,SLCO1B3,21602393
DB00257,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21600028
DB00257,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21601920
DB00257,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21602393
DB00257,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600028
DB00257,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601920
DB00257,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602393
DB00257,BE0003549,enzyme,inhibitor,P20813,1555,CYP2B6,21600028
DB00257,BE0003549,enzyme,inhibitor,P20813,1555,CYP2B6,21601920
DB00257,BE0003549,enzyme,inhibitor,P20813,1555,CYP2B6,21602393
DB00257,BE0002363,enzyme,inhibitor,P10635,1565,CYP2D6,21600028
DB00257,BE0002363,enzyme,inhibitor,P10635,1565,CYP2D6,21601920
DB00257,BE0002363,enzyme,inhibitor,P10635,1565,CYP2D6,21602393
DB00257,BE0003336,enzyme,inhibitor,P11509,1548,CYP2A6,21600028
DB00257,BE0003336,enzyme,inhibitor,P11509,1548,CYP2A6,21601920
DB00257,BE0003336,enzyme,inhibitor,P11509,1548,CYP2A6,21602393
DB00257,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21600028
DB00257,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21601920
DB00257,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21602393
DB00257,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21600028
DB00257,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21601920
DB00257,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21602393
DB00257,BE0003612,enzyme,inducer,P24462,1551,CYP3A7,21600028
DB00257,BE0003612,enzyme,inducer,P24462,1551,CYP3A7,21601920
DB00257,BE0003612,enzyme,inducer,P24462,1551,CYP3A7,21602393
DB00257,BE0003612,enzyme,inducer,P24462,100861540,CYP3A7-CYP3A51P,21600028
DB00257,BE0003612,enzyme,inducer,P24462,100861540,CYP3A7-CYP3A51P,21601920
DB00257,BE0003612,enzyme,inducer,P24462,100861540,CYP3A7-CYP3A51P,21602393
DB00260,BE0002151,enzyme,inhibitor,P20711,1644,DDC,21603096
DB00261,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21603806
DB00261,BE0000436,target,inhibitor,Q14432,5139,PDE3A,21603806
DB00263,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21602939
DB00264,BE0000530,carrier,binder,P02768,213,ALB,21601684
DB00264,BE0000530,carrier,binder,P02768,213,ALB,21601710
DB00264,BE0003647,transporter,inhibitor,O15244,6582,SLC22A2,21601684
DB00264,BE0003647,transporter,inhibitor,O15244,6582,SLC22A2,21601710
DB00264,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21601684
DB00264,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21601710
DB00264,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601684
DB00264,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601710
DB00264,BE0000172,target,antagonist,P08588,153,ADRB1,21601684
DB00264,BE0000172,target,antagonist,P08588,153,ADRB1,21601710
DB00264,BE0000694,target,antagonist,P07550,154,ADRB2,21601684
DB00264,BE0000694,target,antagonist,P07550,154,ADRB2,21601710
DB00266,BE0000713,target,inhibitor,Q9BQB6,79001,VKORC1,21600963
DB00266,BE0001184,target,inhibitor,P15559,1728,NQO1,21600963
DB00266,BE0001185,target,inhibitor,Q08257,1429,CRYZ,21600963
DB00268,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21604476
DB00268,BE0000581,target,agonist,P35462,1814,DRD3,21604476
DB00268,BE0000389,target,agonist,P21917,1815,DRD4,21604476
DB00268,BE0004888,target,antagonist,P35348,148,ADRA1A,21604476
DB00268,BE0000756,target,agonist,P14416,1813,DRD2,21604476
DB00269,BE0002090,enzyme,inducer,P11511,1588,CYP19A1,21602519
DB00269,BE0000123,target,agonist,P03372,2099,ESR1,21602519
DB00270,BE0000703,transporter,substrate,O95342,8647,ABCB11,21601749
DB00270,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601749
DB00270,BE0000430,target,inhibitor,Q13936,775,CACNA1C,21601749
DB00270,BE0000691,target,inhibitor,P54289,781,CACNA2D1,21601749
DB00270,BE0002354,target,inhibitor,Q08289,783,CACNB2,21601749
DB00270,BE0000864,target,inhibitor,O95180,8912,CACNA1H,21601749
DB00270,BE0002396,target,inhibitor,Q9NY47,9254,CACNA2D2,21601749
DB00270,BE0002359,target,inhibitor,Q01668,776,CACNA1D,21601749
DB00270,BE0002355,target,inhibitor,Q13698,779,CACNA1S,21601749
DB00273,BE0003536,enzyme,inhibitor,P33261,1557,CYP2C19,21604433
DB00273,BE0002638,enzyme,inducer,P08684,1576,CYP3A4,21604433
DB00273,BE0000795,target,agonist,P14867,2554,GABRA1,21604433
DB00273,BE0009738,target,inhibitor,P35498,6323,SCN1A,21604433
DB00273,BE0009793,target,antagonist,P39086,2897,GRIK1,21604433
DB00273,BE0000322,target,inhibitor,P00918,760,CA2,21604433
DB00273,BE0000535,target,inhibitor,P22748,762,CA4,21604433
DB00273,BE0000267,target,inhibitor,P00915,759,CA1,21604433
DB00273,BE0003625,target,inhibitor,P07451,761,CA3,21604433
DB00273,BE0009739,target,antagonist,Q13936,775,CACNA1C,21604433
DB00273,BE0008718,target,antagonist,Q15878,777,CACNA1E,21604433
DB00274,BE0001018,transporter,inhibitor,P46059,6564,SLC15A1,21602891
DB00274,BE0001134,transporter,inhibitor,Q16348,6565,SLC15A2,21602891
DB00275,BE0001069,transporter,substrate,Q92887,1244,ABCC2,21601831
DB00275,BE0003659,transporter,substrate,Q9NPD5,28234,SLCO1B3,21601831
DB00275,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21601831
DB00275,BE0000703,transporter,inhibitor,O95342,8647,ABCB11,21601831
DB00275,BE0000062,target,antagonist,P30556,185,AGTR1,21601831
DB00276,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21603784
DB00277,BE0003646,transporter,inhibitor,Q9Y694,10864,SLC22A7,21603332
DB00277,BE0003646,transporter,inhibitor,Q9Y694,10864,SLC22A7,21603342
DB00277,BE0003646,transporter,inhibitor,Q9Y694,10864,SLC22A7,21603350
DB00277,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603332
DB00277,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603342
DB00277,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603350
DB00277,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21603332
DB00277,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21603342
DB00277,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21603350
DB00277,BE0002214,enzyme,inhibitor,P00813,100,ADA,21603332
DB00277,BE0002214,enzyme,inhibitor,P00813,100,ADA,21603342
DB00277,BE0002214,enzyme,inhibitor,P00813,100,ADA,21603350
DB00277,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21603332
DB00277,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21603342
DB00277,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21603350
DB00277,BE0003543,enzyme,substrate,P04798,1543,CYP1A1,21603332
DB00277,BE0003543,enzyme,substrate,P04798,1543,CYP1A1,21603342
DB00277,BE0003543,enzyme,substrate,P04798,1543,CYP1A1,21603350
DB00277,BE0001111,enzyme,substrate,Q16678,1545,CYP1B1,21603332
DB00277,BE0001111,enzyme,substrate,Q16678,1545,CYP1B1,21603342
DB00277,BE0001111,enzyme,substrate,Q16678,1545,CYP1B1,21603350
DB00277,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603332
DB00277,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603342
DB00277,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603350
DB00277,BE0000013,target,antagonist,P30542,134,ADORA1,21603332
DB00277,BE0000013,target,antagonist,P30542,134,ADORA1,21603342
DB00277,BE0000013,target,antagonist,P30542,134,ADORA1,21603350
DB00277,BE0000924,target,antagonist,P29274,135,ADORA2A,21603332
DB00277,BE0000924,target,antagonist,P29274,135,ADORA2A,21603342
DB00277,BE0000924,target,antagonist,P29274,135,ADORA2A,21603350
DB00277,BE0000241,target,antagonist,P29275,136,ADORA2B,21603332
DB00277,BE0000241,target,antagonist,P29275,136,ADORA2B,21603342
DB00277,BE0000241,target,antagonist,P29275,136,ADORA2B,21603350
DB00277,BE0000487,target,inhibitor,Q07343,5142,PDE4B,21603332
DB00277,BE0000487,target,inhibitor,Q07343,5142,PDE4B,21603342
DB00277,BE0000487,target,inhibitor,Q07343,5142,PDE4B,21603350
DB00277,BE0000182,target,inhibitor,O76074,8654,PDE5A,21603332
DB00277,BE0000182,target,inhibitor,O76074,8654,PDE5A,21603342
DB00277,BE0000182,target,inhibitor,O76074,8654,PDE5A,21603350
DB00277,BE0001133,target,inhibitor,P27815,5141,PDE4A,21603332
DB00277,BE0001133,target,inhibitor,P27815,5141,PDE4A,21603342
DB00277,BE0001133,target,inhibitor,P27815,5141,PDE4A,21603350
DB00277,BE0000436,target,inhibitor,Q14432,5139,PDE3A,21603332
DB00277,BE0000436,target,inhibitor,Q14432,5139,PDE3A,21603342
DB00277,BE0000436,target,inhibitor,Q14432,5139,PDE3A,21603350
DB00277,BE0002366,target,activator,Q92769,3066,HDAC2,21603332
DB00277,BE0002366,target,activator,Q92769,3066,HDAC2,21603342
DB00277,BE0002366,target,activator,Q92769,3066,HDAC2,21603350
DB00278,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601022
DB00278,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21601022
DB00278,BE0000048,target,inhibitor,P00734,2147,F2,21601022
DB00279,BE0000537,carrier,substrate,P05543,6906,SERPINA7,21602755
DB00279,BE0000537,carrier,substrate,P05543,6906,SERPINA7,21602756
DB00279,BE0003642,transporter,substrate,P46721,6579,SLCO1A2,21602755
DB00279,BE0003642,transporter,substrate,P46721,6579,SLCO1A2,21602756
DB00279,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21602755
DB00279,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21602756
DB00279,BE0003659,transporter,substrate,Q9NPD5,28234,SLCO1B3,21602755
DB00279,BE0003659,transporter,substrate,Q9NPD5,28234,SLCO1B3,21602756
DB00279,BE0003653,transporter,substrate,Q6ZQN7,353189,SLCO4C1,21602755
DB00279,BE0003653,transporter,substrate,Q6ZQN7,353189,SLCO4C1,21602756
DB00279,BE0003644,transporter,substrate,Q14973,6554,SLC10A1,21602755
DB00279,BE0003644,transporter,substrate,Q14973,6554,SLC10A1,21602756
DB00279,BE0003660,transporter,substrate,Q9NYB5,53919,SLCO1C1,21602755
DB00279,BE0003660,transporter,substrate,Q9NYB5,53919,SLCO1C1,21602756
DB00279,BE0003656,transporter,substrate,Q96BD0,28231,SLCO4A1,21602755
DB00279,BE0003656,transporter,substrate,Q96BD0,28231,SLCO4A1,21602756
DB00279,BE0003645,transporter,inhibitor,Q8TCC7,9376,SLC22A8,21602755
DB00279,BE0003645,transporter,inhibitor,Q8TCC7,9376,SLC22A8,21602756
DB00279,BE0003654,transporter,inhibitor,Q8TF71,117247,SLC16A10,21602755
DB00279,BE0003654,transporter,inhibitor,Q8TF71,117247,SLC16A10,21602756
DB00279,BE0001032,transporter,inducer,P08183,5243,ABCB1,21602755
DB00279,BE0001032,transporter,inducer,P08183,5243,ABCB1,21602756
DB00279,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21602755
DB00279,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21602756
DB00279,BE0000687,target,agonist,P10827,7067,THRA,21602755
DB00279,BE0000687,target,agonist,P10827,7067,THRA,21602756
DB00279,BE0000315,target,agonist,P10828,7068,THRB,21602755
DB00279,BE0000315,target,agonist,P10828,7068,THRB,21602756
DB00279,BE0009045,target,antagonist,P12004,5111,PCNA,21602755
DB00279,BE0009045,target,antagonist,P12004,5111,PCNA,21602756
DB00280,BE0000925,carrier,other/unknown,P02763,5004,ORM1,21600252
DB00280,BE0003648,transporter,inhibitor,O15245,6580,SLC22A1,21600252
DB00280,BE0003647,transporter,inhibitor,O15244,6582,SLC22A2,21600252
DB00280,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600252
DB00280,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21600252
DB00280,BE0000197,target,inhibitor,Q14524,6331,SCN5A,21600252
DB00280,BE0000092,target,antagonist,P11229,1128,CHRM1,21600252
DB00280,BE0000560,target,antagonist,P08172,1129,CHRM2,21600252
DB00280,BE0000045,target,antagonist,P20309,1131,CHRM3,21600252
DB00280,BE0003603,target,inhibitor,Q9NZV8,3751,KCND2,21600252
DB00280,BE0003604,target,inhibitor,Q9UK17,3752,KCND3,21600252
DB00280,BE0000090,target,inhibitor,Q12809,3757,KCNH2,21600252
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21600260
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21601618
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21602020
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21604230
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21604241
DB00281,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21605104
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21600260
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21601618
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602020
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21604230
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21604241
DB00281,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21605104
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600260
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601618
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602020
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604230
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604241
DB00281,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21605104
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21600260
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21601618
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21602020
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604230
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604241
DB00281,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21605104
DB00281,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21600260
DB00281,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21601618
DB00281,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21602020
DB00281,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21604230
