drugbank_id,id,type,action,uniprot_id,entrez_id,gene_symbol,atc_concept_id
DB00668,BE0000715,target,antagonist,P25100,146,ADRA1D,21605023
DB00668,BE0000715,target,antagonist,P25100,146,ADRA1D,21603251
DB00668,BE0000715,target,antagonist,P25100,146,ADRA1D,21603673
DB00668,BE0000704,target,antagonist,P01375,7124,TNF,21600303
DB00668,BE0000704,target,antagonist,P01375,7124,TNF,21605023
DB00668,BE0000704,target,antagonist,P01375,7124,TNF,21603251
DB00668,BE0000704,target,antagonist,P01375,7124,TNF,21603673
DB00669,BE0003642,transporter,inducer,P46721,6579,SLCO1A2,21604376
DB00669,BE0001032,transporter,substrate,P08183,5243,ABCB1,21604376
DB00669,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21604376
DB00669,BE0001004,transporter,substrate,Q9Y6L6,10599,SLCO1B1,21604376
DB00669,BE0002198,enzyme,substrate,P21397,4128,MAOA,21604376
DB00669,BE0000659,target,agonist,P28221,3352,HTR1D,21604376
DB00669,BE0000797,target,agonist,P28222,3351,HTR1B,21604376
DB00669,BE0000460,target,agonist,P30939,3355,HTR1F,21604376
DB00669,BE0000291,target,agonist,P08908,3350,HTR1A,21604376
DB00670,BE0000092,target,antagonist,P11229,1128,CHRM1,21600112
DB00671,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21602902
DB00671,BE0001018,transporter,substrate,P46059,6564,SLC15A1,21602902
DB00671,BE0001134,transporter,inhibitor,Q16348,6565,SLC15A2,21602902
DB00672,BE0001018,transporter,inhibitor,P46059,6564,SLC15A1,21600751
DB00672,BE0001134,transporter,inhibitor,Q16348,6565,SLC15A2,21600751
DB00672,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21600751
DB00672,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21600751
DB00672,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21600751
DB00672,BE0000017,enzyme,substrate,P23219,5742,PTGS1,21600751
DB00672,BE0000207,target,inhibitor,Q09428,6833,ABCC8,21600751
DB00673,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600505
DB00673,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21600505
DB00673,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21600505
DB00673,BE0000384,target,antagonist,P25103,6869,TACR1,21600505
DB00674,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604797
DB00674,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604797
DB00675,BE0000530,carrier,substrate,P02768,213,ALB,21603831
DB00675,BE0000537,carrier,inducer,P05543,6906,SERPINA7,21603831
DB00675,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603831
DB00675,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21603831
DB00675,BE0001069,transporter,substrate,Q92887,1244,ABCC2,21603831
DB00675,BE0000703,transporter,inhibitor,O95342,8647,ABCB11,21603831
DB00675,BE0000119,transporter,substrate,O95477,19,ABCA1,21603831
DB00675,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603831
DB00675,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603831
DB00675,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21603831
DB00675,BE0003612,enzyme,substrate,P24462,1551,CYP3A7,21603831
DB00675,BE0003612,enzyme,substrate,P24462,100861540,CYP3A7-CYP3A51P,21603831
DB00675,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21603831
DB00675,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21603831
DB00675,BE0003549,enzyme,substrate,P20813,1555,CYP2B6,21603831
DB00675,BE0003543,enzyme,substrate,P04798,1543,CYP1A1,21603831
DB00675,BE0001111,enzyme,substrate,Q16678,1545,CYP1B1,21603831
DB00675,BE0003609,enzyme,substrate,Q01740,2326,FMO1,21603831
DB00675,BE0003606,enzyme,substrate,P31513,2328,FMO3,21603831
DB00675,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21603831
DB00675,BE0002705,enzyme,inhibitor,P23141,1066,CES1,21603831
DB00675,BE0002090,enzyme,inhibitor,P11511,1588,CYP19A1,21603831
DB00675,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21603831
DB00675,BE0003533,enzyme,substrate,P05181,1571,CYP2E1,21603831
DB00675,BE0003678,enzyme,substrate,Q9HAW8,54575,UGT1A10,21603831
DB00675,BE0000927,enzyme,substrate,P50225,6817,SULT1A1,21603831
DB00675,BE0000886,enzyme,substrate,Q06520,6822,SULT2A1,21603831
DB00675,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21603831
DB00675,BE0003679,enzyme,substrate,P16662,7364,UGT2B7,21603831
DB00675,BE0003680,enzyme,substrate,O75795,7367,UGT2B17,21603831
DB00675,BE0000951,enzyme,substrate,P49888,6783,SULT1E1,21603831
DB00675,BE0000123,target,antagonist,P03372,2099,ESR1,21603831
DB00675,BE0000792,target,antagonist,Q92731,2100,ESR2,21603831
DB00675,BE0004877,target,inhibitor,Q15125,10682,EBP,21603831
DB00675,BE0004895,target,inhibitor,P17252,5578,PRKCA,21603831
DB00675,BE0000090,target,inhibitor,Q12809,3757,KCNH2,21603831
DB00675,BE0000685,target,inducer,P04278,6462,SHBG,21603831
DB00675,BE0003790,target,modulator,P45983,5599,MAPK8,21603831
DB00678,BE0000530,carrier,substrate,P02768,213,ALB,21601824
DB00678,BE0000530,carrier,substrate,P02768,213,ALB,21601834
DB00678,BE0001032,transporter,substrate,P08183,5243,ABCB1,21601824
DB00678,BE0001032,transporter,substrate,P08183,5243,ABCB1,21601834
DB00678,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21601824
DB00678,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21601834
DB00678,BE0004782,transporter,inhibitor,Q96S37,116085,SLC22A12,21601824
DB00678,BE0004782,transporter,inhibitor,Q96S37,116085,SLC22A12,21601834
DB00678,BE0004783,transporter,inhibitor,Q9NRM0,56606,SLC2A9,21601824
DB00678,BE0004783,transporter,inhibitor,Q9NRM0,56606,SLC2A9,21601834
DB00678,BE0000703,transporter,substrate,O95342,8647,ABCB11,21601824
DB00678,BE0000703,transporter,substrate,O95342,8647,ABCB11,21601834
DB00678,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21601824
DB00678,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21601834
DB00678,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601824
DB00678,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601834
DB00678,BE0003536,enzyme,inhibitor,P33261,1557,CYP2C19,21601824
DB00678,BE0003536,enzyme,inhibitor,P33261,1557,CYP2C19,21601834
DB00678,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21601824
DB00678,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21601834
DB00678,BE0003677,enzyme,substrate,P35503,54659,UGT1A3,21601824
DB00678,BE0003677,enzyme,substrate,P35503,54659,UGT1A3,21601834
DB00678,BE0003678,enzyme,substrate,Q9HAW8,54575,UGT1A10,21601824
DB00678,BE0003678,enzyme,substrate,Q9HAW8,54575,UGT1A10,21601834
DB00678,BE0003679,enzyme,substrate,P16662,7364,UGT2B7,21601824
DB00678,BE0003679,enzyme,substrate,P16662,7364,UGT2B7,21601834
DB00678,BE0003680,enzyme,substrate,O75795,7367,UGT2B17,21601824
DB00678,BE0003680,enzyme,substrate,O75795,7367,UGT2B17,21601834
DB00678,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21601824
DB00678,BE0002887,enzyme,inhibitor,P10632,1558,CYP2C8,21601834
DB00678,BE0000062,target,antagonist,P30556,185,AGTR1,21601824
DB00678,BE0000062,target,antagonist,P30556,185,AGTR1,21601834
DB00679,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604512
DB00679,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21604512
DB00679,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21604512
DB00679,BE0000756,target,antagonist,P14416,1813,DRD2,21604512
DB00679,BE0000020,target,antagonist,P21728,1812,DRD1,21604512
DB00679,BE0000501,target,antagonist,P35348,148,ADRA1A,21604512
DB00679,BE0000575,target,antagonist,P35368,147,ADRA1B,21604512
DB00679,BE0000451,target,antagonist,P28223,3356,HTR2A,21604512
DB00679,BE0000090,target,inhibitor,Q12809,3757,KCNH2,21604512
DB00680,BE0000197,target,inhibitor,Q14524,6331,SCN5A,21600277
DB00682,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21600965
DB00682,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21600965
DB00682,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21600965
DB00682,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21600965
DB00682,BE0002887,enzyme,substrate,P10632,1558,CYP2C8,21600965
DB00682,BE0003611,enzyme,substrate,P33260,1562,CYP2C18,21600965
DB00682,BE0000713,target,inhibitor,Q9BQB6,79001,VKORC1,21600965
DB00683,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604643
DB00683,BE0003544,enzyme,substrate,P22310,54657,UGT1A4,21604643
DB00683,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21604643
DB00683,BE0003612,enzyme,substrate,P24462,1551,CYP3A7,21604643
DB00683,BE0003612,enzyme,substrate,P24462,100861540,CYP3A7-CYP3A51P,21604643
DB00683,BE0004797,target,positive allosteric modulator,P14867,2554,GABRA1,21604643
DB00683,BE0008668,target,ligand,P14867,2554,GABRA1,21604643
DB00685,BE0002433,enzyme,inhibitor,P05177,1544,CYP1A2,21603020
DB00687,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602726
DB00687,BE0000131,enzyme,substrate,P80365,3291,HSD11B2,21602726
DB00687,BE0000329,enzyme,substrate,P28845,3290,HSD11B1,21602726
DB00687,BE0000668,target,agonist,P08235,4306,NR3C2,21602726
DB00687,BE0000794,target,agonist,P04150,2908,NR3C1,21602726
DB00690,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21604636
DB00690,BE0003647,transporter,inhibitor,O15244,6582,SLC22A2,21604636
DB00690,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604636
DB00690,BE0003533,enzyme,inhibitor,P05181,1571,CYP2E1,21604636
DB00690,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21604636
DB00690,BE0004797,target,positive allosteric modulator,P14867,2554,GABRA1,21604636
DB00690,BE0008668,target,ligand,P14867,2554,GABRA1,21604636
DB00691,BE0001018,transporter,substrate,P46059,6564,SLC15A1,21601797
DB00691,BE0001134,transporter,substrate,Q16348,6565,SLC15A2,21601797
DB00691,BE0000221,target,inhibitor,P12821,1636,ACE,21601797
DB00692,BE0000289,target,antagonist,P08913,150,ADRA2A,21601567
DB00692,BE0000501,target,antagonist,P35348,148,ADRA1A,21601567
DB00692,BE0000575,target,antagonist,P35368,147,ADRA1B,21601567
DB00692,BE0000715,target,antagonist,P25100,146,ADRA1D,21601567
DB00693,BE0001066,transporter,substrate,Q4U2R8,9356,SLC22A6,21605108
DB00693,BE0001066,transporter,substrate,Q4U2R8,9356,SLC22A6,21605110
DB00693,BE0000703,transporter,substrate,O95342,8647,ABCB11,21605108
DB00693,BE0000703,transporter,substrate,O95342,8647,ABCB11,21605110
DB00693,BE0000785,transporter,substrate,P33527,4363,ABCC1,21605108
DB00693,BE0000785,transporter,substrate,P33527,4363,ABCC1,21605110
DB00694,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603733
DB00694,BE0000785,transporter,substrate,P33527,4363,ABCC1,21603733
DB00694,BE0003651,transporter,substrate,Q5T3U5,89845,ABCC10,21603733
DB00694,BE0001069,transporter,inhibitor,Q92887,1244,ABCC2,21603733
DB00694,BE0003640,transporter,substrate,O95255,368,ABCC6,21603733
DB00694,BE0000703,transporter,substrate,O95342,8647,ABCB11,21603733
DB00694,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21603733
DB00694,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603733
DB00694,BE0002362,enzyme,inducer,P20815,1577,CYP3A5,21603733
DB00694,BE0003543,enzyme,substrate,P04798,1543,CYP1A1,21603733
DB00694,BE0001111,enzyme,inhibitor,Q16678,1545,CYP1B1,21603733
DB00694,BE0002204,enzyme,substrate,P47989,7498,XDH,21603733
DB00694,BE0002364,enzyme,substrate,P16435,5447,POR,21603733
DB00695,BE0000530,carrier,binder,P02768,213,ALB,21601518
DB00695,BE0000537,carrier,binder,P05543,6906,SERPINA7,21601518
DB00695,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21601518
DB00695,BE0000106,transporter,inhibitor,O76082,6584,SLC22A5,21601518
DB00695,BE0003645,transporter,inhibitor,Q8TCC7,9376,SLC22A8,21601518
DB00695,BE0001069,transporter,inhibitor,Q92887,1244,ABCC2,21601518
DB00695,BE0003655,transporter,inhibitor,Q92959,6578,SLCO2A1,21601518
DB00695,BE0000879,transporter,inhibitor,Q9NSA0,55867,SLC22A11,21601518
DB00695,BE0003559,enzyme,inhibitor,P52209,5226,PGD,21601518
DB00695,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21601518
DB00695,BE0000502,target,inhibitor,Q13621,6557,SLC12A1,21601518
DB00695,BE0000322,target,inhibitor,P00918,760,CA2,21601518
DB00695,BE0005562,target,agonist,Q9HC97,2859,GPR35,21601518
DB00696,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21604367
DB00696,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604367
DB00696,BE0000659,target,agonist,P28221,3352,HTR1D,21604367
DB00696,BE0000797,target,agonist,P28222,3351,HTR1B,21604367
DB00696,BE0000451,target,agonist,P28223,3356,HTR2A,21604367
DB00696,BE0000756,target,agonist,P14416,1813,DRD2,21604367
DB00696,BE0000501,target,partial agonist,P35348,148,ADRA1A,21604367
DB00696,BE0000575,target,partial agonist,P35368,147,ADRA1B,21604367
DB00696,BE0000715,target,partial agonist,P25100,146,ADRA1D,21604367
DB00696,BE0000289,target,partial agonist,P08913,150,ADRA2A,21604367
DB00696,BE0004889,target,agonist,P21728,1812,DRD1,21604367
DB00696,BE0000291,target,agonist,P08908,3350,HTR1A,21604367
DB00696,BE0000460,target,agonist,P30939,3355,HTR1F,21604367
DB00696,BE0000533,target,agonist,P28335,3358,HTR2C,21604367
DB00697,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21604116
DB00697,BE0004864,target,agonist,P08913,150,ADRA2A,21604116
DB00697,BE0003580,target,agonist,Q9Y2I1,11188,NISCH,21604116
DB00697,BE0004863,target,agonist,P35348,148,ADRA1A,21604116
DB00698,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21603058
DB00698,BE0000703,transporter,substrate,O95342,8647,ABCB11,21603058
DB00698,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603058
DB00698,BE0002364,enzyme,substrate,P16435,5447,POR,21603058
DB00699,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21601581
DB00699,BE0000501,target,antagonist,P35348,148,ADRA1A,21601581
DB00700,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21601537
DB00700,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21601537
DB00700,BE0003542,enzyme,inhibitor,P19099,1585,CYP11B2,21601537
DB00700,BE0000668,target,antagonist,P08235,4306,NR3C2,21601537
DB00701,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603153
DB00701,BE0000785,transporter,inhibitor,P33527,4363,ABCC1,21603153
DB00701,BE0001004,transporter,inhibitor,Q9Y6L6,10599,SLCO1B1,21603153
DB00701,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603153
DB00701,BE0003549,enzyme,inhibitor,P20813,1555,CYP2B6,21603153
DB00701,BE0003536,enzyme,inhibitor,P33261,1557,CYP2C19,21603153
DB00701,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21603153
DB00701,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603153
DB00701,BE0002362,enzyme,substrate,P20815,1577,CYP3A5,21603153
DB00703,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21603697
DB00703,BE0000267,target,inhibitor,P00915,759,CA1,21603697
DB00703,BE0000535,target,inhibitor,P22748,762,CA4,21603697
DB00703,BE0000322,target,inhibitor,P00918,760,CA2,21603697
DB00703,BE0003629,target,inhibitor,P43166,766,CA7,21603697
DB00703,BE0003625,target,inhibitor,P07451,761,CA3,21603697
DB00704,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21604824
DB00705,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21603174
DB00705,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21603174
DB00705,BE0002362,enzyme,inhibitor,P20815,1577,CYP3A5,21603174
DB00705,BE0003612,enzyme,inhibitor,P24462,1551,CYP3A7,21603174
DB00705,BE0003612,enzyme,inhibitor,P24462,100861540,CYP3A7-CYP3A51P,21603174
DB00705,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21603174
DB00705,BE0003536,enzyme,inhibitor,P33261,1557,CYP2C19,21603174
DB00706,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602669
DB00706,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21602669
DB00706,BE0000501,target,antagonist,P35348,148,ADRA1A,21602669
DB00706,BE0000715,target,antagonist,P25100,146,ADRA1D,21602669
DB00706,BE0000575,target,antagonist,P35368,147,ADRA1B,21602669
DB00707,BE0000499,target,other/unknown,P01130,3949,LDLR,21603766
DB00707,BE0000710,target,antagonist,P12314,2209,FCGR1A,21603766
DB00708,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604203
DB00708,BE0000770,target,agonist,P35372,4988,OPRM1,21604203
DB00708,BE0000420,target,agonist,P41143,4985,OPRD1,21604203
DB00709,BE0000785,transporter,inhibitor,P33527,4363,ABCC1,21603164
DB00709,BE0000785,transporter,inhibitor,P33527,4363,ABCC1,21603182
DB00709,BE0001066,transporter,substrate,Q4U2R8,9356,SLC22A6,21603164
DB00709,BE0001066,transporter,substrate,Q4U2R8,9356,SLC22A6,21603182
DB00709,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21603164
DB00709,BE0001067,transporter,substrate,Q9UNQ0,9429,ABCG2,21603182
DB00709,BE0003648,transporter,substrate,O15245,6580,SLC22A1,21603164
DB00709,BE0003648,transporter,substrate,O15245,6580,SLC22A1,21603182
DB00709,BE0003647,transporter,substrate,O15244,6582,SLC22A2,21603164
DB00709,BE0003647,transporter,substrate,O15244,6582,SLC22A2,21603182
DB00709,BE0003650,transporter,substrate,O75751,6581,SLC22A3,21603164
DB00709,BE0003650,transporter,substrate,O75751,6581,SLC22A3,21603182
DB00709,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603164
DB00709,BE0001032,transporter,substrate,P08183,5243,ABCB1,21603182
DB00709,BE0001188,transporter,substrate,O15439,10257,ABCC4,21603164
DB00709,BE0001188,transporter,substrate,O15439,10257,ABCC4,21603182
DB00709,BE0001061,transporter,substrate,O15438,8714,ABCC3,21603164
DB00709,BE0001061,transporter,substrate,O15438,8714,ABCC3,21603182
DB00709,BE0002804,enzyme,substrate,P27707,1633,DCK,21603164
DB00709,BE0002804,enzyme,substrate,P27707,1633,DCK,21603182
DB00709,BE0000637,enzyme,substrate,P30085,51727,CMPK1,21603164
DB00709,BE0000637,enzyme,substrate,P30085,51727,CMPK1,21603182
DB00709,BE0004454,enzyme,substrate,P00558,5230,PGK1,21603164
DB00709,BE0004454,enzyme,substrate,P00558,5230,PGK1,21603182
DB00709,BE0003106,enzyme,substrate,P15531,4830,NME1,21603164
DB00709,BE0003106,enzyme,substrate,P15531,4830,NME1,21603182
DB00709,BE0003281,enzyme,substrate,P22392,4831,NME2,21603164
DB00709,BE0003281,enzyme,substrate,P22392,4831,NME2,21603182
DB00709,BE0003281,enzyme,substrate,P22392,654364,NME1-NME2,21603164
DB00709,BE0003281,enzyme,substrate,P22392,654364,NME1-NME2,21603182
DB00709,BE0000615,enzyme,substrate,P49585,5130,PCYT1A,21603164
DB00709,BE0000615,enzyme,substrate,P49585,5130,PCYT1A,21603182
DB00709,BE0004773,enzyme,substrate,Q99447,5833,PCYT2,21603164
DB00709,BE0004773,enzyme,substrate,Q99447,5833,PCYT2,21603182
DB00709,BE0004774,enzyme,substrate,Q8TCD5,30833,NT5C,21603164
DB00709,BE0004774,enzyme,substrate,Q8TCD5,30833,NT5C,21603182
DB00711,BE0002180,enzyme,inhibitor,P06276,590,BCHE,21604950
DB00711,BE0000248,target,inhibitor,P09917,240,ALOX5,21604950
DB00711,BE0000017,target,inhibitor,P23219,5742,PTGS1,21604950
DB00712,BE0000530,carrier,other/unknown,P02768,213,ALB,21603642
DB00712,BE0001188,transporter,inhibitor,O15439,10257,ABCC4,21603642
DB00712,BE0001066,transporter,inhibitor,Q4U2R8,9356,SLC22A6,21603642
DB00712,BE0002793,enzyme,substrate,P11712,1559,CYP2C9,21603642
DB00712,BE0003679,enzyme,substrate,P16662,7364,UGT2B7,21603642
DB00712,BE0003541,enzyme,substrate,P22309,54658,UGT1A1,21603642
DB00712,BE0003677,enzyme,substrate,P35503,54659,UGT1A3,21603642
DB00712,BE0003538,enzyme,substrate,O60656,54600,UGT1A9,21603642
DB00712,BE0003681,enzyme,substrate,P06133,7363,UGT2B4,21603642
DB00712,BE0000017,target,inhibitor,P23219,5742,PTGS1,21603642
DB00712,BE0000262,target,inhibitor,P35354,5743,PTGS2,21603642
DB00713,BE0001018,transporter,inhibitor,P46059,6564,SLC15A1,21602856
DB00713,BE0001018,transporter,inhibitor,P46059,6564,SLC15A1,21602867
DB00713,BE0001134,transporter,inhibitor,Q16348,6565,SLC15A2,21602856
DB00713,BE0001134,transporter,inhibitor,Q16348,6565,SLC15A2,21602867
DB00714,BE0000389,target,agonist,P21917,1815,DRD4,21604479
DB00714,BE0000756,target,agonist,P14416,1813,DRD2,21604479
DB00714,BE0000581,target,agonist,P35462,1814,DRD3,21604479
DB00714,BE0000145,target,agonist,P21918,1816,DRD5,21604479
DB00714,BE0000020,target,agonist,P21728,1812,DRD1,21604479
DB00714,BE0000342,target,agonist,P18825,152,ADRA2C,21604479
DB00714,BE0000572,target,agonist,P18089,151,ADRA2B,21604479
DB00714,BE0000291,target,agonist,P08908,3350,HTR1A,21604479
DB00714,BE0000451,target,agonist,P28223,3356,HTR2A,21604479
DB00714,BE0000393,target,agonist,P41595,3357,HTR2B,21604479
DB00714,BE0000533,target,agonist,P28335,3358,HTR2C,21604479
DB00714,BE0000289,target,agonist,P08913,150,ADRA2A,21604479
DB00714,BE0000659,target,agonist,P28221,3352,HTR1D,21604479
DB00714,BE0000797,target,agonist,P28222,3351,HTR1B,21604479
DB00715,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21604713
DB00715,BE0002363,enzyme,substrate,P10635,1565,CYP2D6,21604713
DB00715,BE0002793,enzyme,inhibitor,P11712,1559,CYP2C9,21604713
DB00715,BE0003549,enzyme,inhibitor,P20813,1555,CYP2B6,21604713
DB00715,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21604713
DB00715,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21604713
DB00715,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21604713
DB00715,BE0000749,target,inhibitor,P31645,6532,SLC6A4,21604713
DB00715,BE0000486,target,inhibitor,P23975,6530,SLC6A2,21604713
DB00715,BE0000451,target,agonist,P28223,3356,HTR2A,21604713
DB00715,BE0004863,target,binder,P35348,148,ADRA1A,21604713
DB00715,BE0004864,target,binder,P08913,150,ADRA2A,21604713
DB00715,BE0004872,target,inhibitor,P08588,153,ADRB1,21604713
DB00715,BE0000756,target,other/unknown,P14416,1813,DRD2,21604713
DB00715,BE0000442,target,inhibitor,P35367,3269,HRH1,21604713
DB00715,BE0004890,target,inhibitor,P11229,1128,CHRM1,21604713
DB00715,BE0000393,target,agonist,P41595,3357,HTR2B,21604713
DB00715,BE0004889,target,other/unknown,P21728,1812,DRD1,21604713
DB00716,BE0000705,target,suppressor,Q9Y271,10800,CYSLTR1,21603299
DB00716,BE0000705,target,suppressor,Q9Y271,10800,CYSLTR1,21605088
DB00716,BE0000099,target,antagonist,Q9NS75,57105,CYSLTR2,21603299
DB00716,BE0000099,target,antagonist,Q9NS75,57105,CYSLTR2,21605088
DB00716,BE0000995,target,antagonist,P21462,2357,FPR1,21603299
DB00716,BE0000995,target,antagonist,P21462,2357,FPR1,21605088
DB00716,BE0000296,target,unknown,Q13258,5729,PTGDR,21603299
DB00716,BE0000296,target,unknown,Q13258,5729,PTGDR,21605088
DB00717,BE0000530,carrier,substrate,P02768,213,ALB,21602478
DB00717,BE0000530,carrier,substrate,P02768,213,ALB,21602492
DB00717,BE0000530,carrier,substrate,P02768,213,ALB,21602553
DB00717,BE0000530,carrier,substrate,P02768,213,ALB,21602568
DB00717,BE0000685,carrier,substrate,P04278,6462,SHBG,21602478
DB00717,BE0000685,carrier,substrate,P04278,6462,SHBG,21602492
DB00717,BE0000685,carrier,substrate,P04278,6462,SHBG,21602553
DB00717,BE0000685,carrier,substrate,P04278,6462,SHBG,21602568
DB00717,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602478
DB00717,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602492
DB00717,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602553
DB00717,BE0001032,transporter,inhibitor,P08183,5243,ABCB1,21602568
DB00717,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602478
DB00717,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602492
DB00717,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602553
DB00717,BE0002638,enzyme,substrate,P08684,1576,CYP3A4,21602568
DB00717,BE0000438,enzyme,substrate,P17516,1109,AKR1C4,21602478
DB00717,BE0000438,enzyme,substrate,P17516,1109,AKR1C4,21602492
DB00717,BE0000438,enzyme,substrate,P17516,1109,AKR1C4,21602553
DB00717,BE0000438,enzyme,substrate,P17516,1109,AKR1C4,21602568
DB00717,BE0000059,enzyme,substrate,P26439,3284,HSD3B2,21602478
DB00717,BE0000059,enzyme,substrate,P26439,3284,HSD3B2,21602492
DB00717,BE0000059,enzyme,substrate,P26439,3284,HSD3B2,21602553
DB00717,BE0000059,enzyme,substrate,P26439,3284,HSD3B2,21602568
DB00717,BE0004887,enzyme,substrate,P18405,6715,SRD5A1,21602478
DB00717,BE0004887,enzyme,substrate,P18405,6715,SRD5A1,21602492
DB00717,BE0004887,enzyme,substrate,P18405,6715,SRD5A1,21602553
DB00717,BE0004887,enzyme,substrate,P18405,6715,SRD5A1,21602568
DB00717,BE0003610,enzyme,substrate,P51857,6718,AKR1D1,21602478
DB00717,BE0003610,enzyme,substrate,P51857,6718,AKR1D1,21602492
DB00717,BE0003610,enzyme,substrate,P51857,6718,AKR1D1,21602553
DB00717,BE0003610,enzyme,substrate,P51857,6718,AKR1D1,21602568
DB00717,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21602478
DB00717,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21602492
DB00717,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21602553
DB00717,BE0003536,enzyme,substrate,P33261,1557,CYP2C19,21602568
DB00717,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21602478
DB00717,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21602492
DB00717,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21602553
DB00717,BE0002433,enzyme,substrate,P05177,1544,CYP1A2,21602568
DB00717,BE0003336,enzyme,substrate,P11509,1548,CYP2A6,21602478
