stage,log_lower90,log_ior,permutation
5,-3.90262506315854,-3.06025487414787,26
6,-4.62118721936638,-3.77469602132615,26
7,-5.59789938690152,-4.48857711827874,26
1,-0.72066434347228,-0.0414161835851115,26
2,-0.838245287410074,-0.185955595022178,26
3,-1.14031402984716,-0.329479597140209,26
4,-1.52518122073613,-0.470730277831533,26
5,-1.94072136346032,-0.609316430001594,26
6,-2.38499338959266,-0.747968725869114,26
7,-2.85273957350702,-0.886187291932229,26
1,-0.00483900307131924,-8.0501068913108e-06,26
2,-0.00440784626736021,-8.1876717166196e-06,26
3,-0.00521834579436988,-8.20810678181516e-06,26
4,-0.00672181243340985,-8.07977072447841e-06,26
5,-0.00852219597063193,-7.74222578314721e-06,26
6,-0.0104994407535957,-7.25307326021607e-06,26
7,-0.0126473308301854,-6.96119679410856e-06,26
1,-1.31043656622595,-0.229902758103066,26
2,-1.34239642375524,-0.486294866182656,26
3,-1.45561748054351,-0.737318827864218,26
4,-1.63129408018232,-0.979400536922124,26
5,-1.87019705621534,-1.21174064596224,26
6,-2.19396950864273,-1.43205391539279,26
7,-2.62558568818517,-1.64170109535892,26
1,-0.464998731775181,-0.0599674118015052,26
2,-0.488985498528443,-0.143256307976785,26
3,-0.564833684064082,-0.225889859031351,26
4,-0.681442077029534,-0.308764081736936,26
5,-0.830779207403076,-0.39408010163953,26
6,-1.01511479441368,-0.484455082454972,26
7,-1.22548777543364,-0.576420963334633,26
1,-0.397863265118074,-0.00941274624264654,26
2,-0.4437896109457,-0.0961287656266605,26
3,-0.611985538096317,-0.182521401598684,26
4,-0.84160385763189,-0.26812709002107,26
5,-1.09368716702656,-0.35233375431326,26
6,-1.3536027565521,-0.434047182894136,26
7,-1.62473850942799,-0.514741757876783,26
1,-0.00185505217906439,1.44300159554689e-06,26
2,-0.00174014306615901,2.50253925937471e-06,26
3,-0.00219153050589398,3.51386421026945e-06,26
4,-0.00290123722532376,4.3967972098713e-06,26
5,-0.00369433466473698,5.05234041714431e-06,26
6,-0.00452891654072143,5.45070276025683e-06,26
7,-0.00541541972469836,5.70184185200162e-06,26
1,-0.0122737327443229,-4.57799365332079e-05,26
2,-0.00994310505719678,-2.60334216228841e-06,26
3,-0.0129687950506019,4.15288049033791e-05,26
4,-0.018733657597072,8.71406778832906e-05,26
5,-0.0254750282941891,0.000134747129102664,26
6,-0.0328091284667885,0.000185346852914936,26
7,-0.0406411608201789,0.000238543355203902,26
1,-0.00597784123073499,9.5901226613293e-06,26
2,-0.00643790874424258,3.94169441788605e-05,26
3,-0.00920836228506542,6.89155751780746e-05,26
4,-0.0126944439929352,9.74931385528954e-05,26
5,-0.0163348903052724,0.000124648302789243,26
6,-0.0200539210672632,0.000150877266563931,26
7,-0.02389109467628,0.000176821466693955,26
1,-0.0154522392851925,-3.91990101054063e-05,26
2,-0.0138599654344286,-0.000217022254823895,26
3,-0.0172031938705908,-0.000393627485343551,26
4,-0.0230840086129407,-0.000567128119357108,26
5,-0.0299257549699186,-0.000735010409360193,26
6,-0.0372991238621601,-0.000895614661890587,26
7,-0.0451673317503741,-0.00105148125482701,26
1,-0.00478334033319039,-1.61547938990481e-05,26
2,-0.00433027826709026,-1.59518186748642e-05,26
3,-0.00510322074348664,-1.54222548633953e-05,26
4,-0.00656169222905703,-1.42594509338068e-05,26
5,-0.008322889168666,-1.24758858501828e-05,26
6,-0.0102696499906245,-1.03828644042459e-05,26
7,-0.0123922993949297,-9.06203477901713e-06,26
1,-0.348048231435838,0.504315928977766,26
2,-0.235032532602162,0.494640800961451,26
3,-0.400215313783804,0.461948793616407,26
4,-0.729766604167964,0.4003581854043,26
5,-1.14737124563877,0.304799522634958,26
6,-1.64648803064763,0.161049116798329,26
7,-2.17749124678402,0.0200434080519427,26
1,-0.194924480299361,-0.00172180958809953,26
2,-0.206848035383472,-0.0355093570533516,26
3,-0.268749211099171,-0.0692256033536403,26
4,-0.357807323716363,-0.102693361872597,26
5,-0.45667763527572,-0.135565963237868,26
6,-0.559718852350644,-0.167368185821332,26
7,-0.667237796239095,-0.198012379892899,26
1,-0.00991900864381083,2.63132470479377e-07,26
2,-0.00884516371546073,4.15248587515293e-06,26
3,-0.0110193262849678,8.0230299799311e-06,26
4,-0.0148186472451263,1.18292771524864e-05,26
5,-0.0192174225529554,1.54451582510262e-05,26
6,-0.0239347087864809,1.86833172293177e-05,26
7,-0.028960029584695,2.17786514467022e-05,26
1,-0.858231527581112,-0.0146552309905594,26
2,-0.463509031496029,0.220432009142979,26
3,-0.220952063769092,0.45538641503506,26
4,-0.0943340876398503,0.688946055012381,26
5,-0.0304403470839674,0.917254850685479,26
6,-0.00995248129495008,1.13588589333914,26
7,-0.040769593784906,1.35370277826577,26
1,-1.12288011735831,-0.167623826318845,26
2,-0.650974541663616,0.0554117519532555,26
3,-0.33984992517997,0.282775874435858,26
4,-0.217760323567344,0.519896273048531,26
5,-0.233017708062584,0.770786584098211,26
6,-0.332234262681564,1.03108505186151,26
7,-0.483303853379696,1.29220228229745,26
1,-0.00162654898762724,-8.13498398422041e-07,26
2,-0.00169275012671462,-6.40599074230863e-06,26
3,-0.00243475076220292,-1.19864990884011e-05,26
4,-0.00340409908909471,-1.75179886587884e-05,26
5,-0.00443743590244016,-2.29538581519861e-05,26
6,-0.00550554120479891,-2.83418187900786e-05,26
7,-0.00661587233271884,-3.37818462305961e-05,26
1,-1.12723530663883,0.0660452568269445,26
2,-1.17670117214031,-0.177001645716826,26
3,-1.51873934110648,-0.424914569424701,26
4,-2.05786458557271,-0.684896811264889,26
5,-2.7051195765163,-0.966298365346274,26
6,-3.43921580432256,-1.27418472871191,26
7,-4.24076885620989,-1.59018029949217,26
1,-0.373434247292538,0.106499975155085,26
2,-0.244070153094534,0.16649532418593,26
3,-0.140067367762236,0.225911551273798,26
4,-0.0560636178996271,0.283492709015707,26
5,0.0110111066066038,0.335550018822467,26
6,0.0441643441198709,0.385372771747794,26
7,0.0338601396288978,0.4327869607409,26
1,-5.89544733255668,-2.72797663607473,26
2,-5.1803730738714,-2.8426306884533,26
3,-4.66676638472494,-2.90548130063696,26
4,-4.19614471594114,-2.89024691681626,26
5,-3.77356630587878,-2.79906776655932,26
6,-3.79331283850269,-2.70178450914648,26
7,-4.45267083306772,-2.65296216310028,26
1,-0.00904754844072612,-4.37634600558567e-07,26
2,-0.00824714290985321,-1.58976423492163e-06,26
3,-0.0104481125000439,-2.72962755287765e-06,26
4,-0.0140769349220249,-3.84104008421815e-06,26
5,-0.0182204303125491,-4.91246941392021e-06,26
6,-0.022648108722229,-5.95347969323257e-06,26
7,-0.02734808334125,-6.98147369249114e-06,26
1,-0.8965757154487,-0.0972556955914934,26
2,-0.973891465118055,-0.359917800227128,26
3,-1.14189530086843,-0.620616579172247,26
4,-1.38035149028092,-0.875162144357579,26
5,-1.67133215368004,-1.1201270331406,26
6,-2.04681114925205,-1.36968932844439,26
7,-2.51528399051988,-1.62756209803488,26
1,-0.363478697509974,0.0515074562069211,26
2,-0.383164339947484,-0.0587005585961755,26
3,-0.45956832671531,-0.170464823163255,26
4,-0.592295539980758,-0.285985750495021,26
5,-0.773503370595934,-0.407577492304945,26
6,-1.00135327136844,-0.5366498564333,26
7,-1.27667752034852,-0.673130070436701,26
1,-0.656469560248841,-0.0230375696477276,26
2,-0.713389911346479,-0.196992677653244,26
3,-0.888749132525355,-0.370507057377734,26
4,-1.15293186526521,-0.542996279997068,26
5,-1.45670985464854,-0.710242027741582,26
6,-1.77678059194181,-0.868538652114717,26
7,-2.12142630011213,-1.02090670053636,26
1,-0.00219553082608089,-2.28098372101471e-06,26
2,-0.00204164346307944,2.47826221322356e-06,26
3,-0.00385853327178521,7.27055393223708e-06,26
4,-0.00605700652034805,1.20652311776936e-05,26
5,-0.00833091450943062,1.68537616636044e-05,26
6,-0.0106132275277408,2.15795745628355e-05,26
7,-0.0128865103267079,2.62135381028372e-05,26
1,-0.017710144300973,-1.96270198937754e-05,26
2,-0.0154561523315719,2.54803440435936e-06,26
3,-0.0193754626633047,2.52741892401431e-05,26
4,-0.0264632220906176,4.93001028307738e-05,26
5,-0.0347812741513423,7.52179243477258e-05,26
6,-0.043781280980354,0.000102449140743754,26
7,-0.0533203863596407,0.000129466951339197,26
1,-0.0015048156211384,4.43554776019539e-07,26
2,-0.00133142860168599,-2.99496832667501e-07,26
3,-0.0016599556371105,-1.05386779214456e-06,26
4,-0.00224287181968847,-1.82591380948338e-06,26
5,-0.0029226915556259,-2.6423546106713e-06,26
6,-0.00365948196150017,-3.54265408208931e-06,26
7,-0.00444876623541309,-4.51801029743848e-06,26
1,-6.8182017153743,-0.00403498455596907,26
2,-23.939481694401,0.0141856332296539,26
3,-54.8085054580861,0.0324776193434913,26
4,-85.8937497131839,0.0508976852126413,26
5,-117.160087885593,0.0694250530747933,26
6,-148.388895871395,0.087930178287027,26
7,-179.677471621474,0.106470716683402,26
1,-0.00731854155797356,-2.74819360130962e-05,26
2,-0.00830778709784287,-6.80238497010599e-05,26
3,-0.0116445066086433,-0.000107913083757349,26
4,-0.0157255120220543,-0.000146621791021762,26
5,-0.0200024657580827,-0.000183873508272647,26
6,-0.0243458972399121,-0.000219453529581859,26
7,-0.0288035153777712,-0.000254187487680468,26
1,-0.399186902014231,-0.0174849041002787,26
2,-0.441490672623857,-0.139305591142708,26
3,-0.516736492115876,-0.258376653111299,26
4,-0.608713454114096,-0.371652468537034,26
5,-0.702990071957888,-0.475619839365923,26
6,-0.811899546646097,-0.570525707421967,26
7,-0.962895089498608,-0.66114687805402,26
1,-0.144794949705265,0.0011949019571782,26
2,-0.180152251551849,-0.0251833310050214,26
3,-0.284232356404902,-0.0516245079671824,26
4,-0.410343169879166,-0.0782692199344179,26
5,-0.545101001296846,-0.105345174519186,26
6,-0.686234966393897,-0.13292371901777,26
7,-0.832087495847167,-0.160738635291755,26
1,-0.692322927071768,0.0289412417942447,26
2,-0.764242375082599,-0.220599779848453,26
3,-0.895652393971944,-0.468884591188956,26
4,-1.06857429265318,-0.709251505658583,26
5,-1.26887004332846,-0.934321710515758,26
6,-1.52313445715595,-1.14229849380635,26
7,-1.87186162961122,-1.34197932567526,26
1,-0.0050781497391789,-2.36584572821386e-06,26
2,-0.00449462171159427,2.62671923234592e-06,26
3,-0.0055909880982415,7.54984988926566e-06,26
4,-0.00753226437363363,1.23311680297888e-05,26
5,-0.0097870604515818,1.70037437308146e-05,26
6,-0.0122175816394947,2.17466389114129e-05,26
7,-0.0148099440231032,2.65355103352682e-05,26
1,-2.10896817181834,-0.561119762939382,26
2,-2.04839689953189,-0.833465987714877,26
3,-2.08074894926733,-1.09217973187789,26
4,-2.16349992604205,-1.32048778469554,26
5,-2.2604025541078,-1.48350523993927,26
6,-2.54715224960614,-1.58896960252628,26
7,-3.09645728910768,-1.68839813915142,26
1,-0.0109371144789428,-7.56109584365561e-06,26
2,-0.0202631372831149,-0.000167666028660474,26
3,-0.0367489138657742,-0.000327477582982905,26
4,-0.0540012726173444,-0.000486011514974294,26
5,-0.0710520118061715,-0.000640386934192438,26
6,-0.087605653296887,-0.000788767560834902,26
7,-0.103862241705337,-0.000933166065738789,26
1,-0.00571947987390286,-1.36769934044878e-07,26
2,-0.00623498891669668,-2.52705533698716e-05,26
3,-0.0095538477695669,-5.03873665929078e-05,26
4,-0.0136766172338375,-7.54221249632536e-05,26
5,-0.0180125678446817,-0.000100258123249208,26
6,-0.0224477786811351,-0.000124896120119899,26
7,-0.0270051845795057,-0.000149618215253611,26
1,-0.00932349657143981,2.37767787760745e-05,26
2,-0.0089164548625098,3.7820811328082e-05,26
3,-0.0112430226495784,5.1594397848298e-05,26
4,-0.0148917781473842,6.58674535349846e-05,26
5,-0.0190574770942149,8.04253185755499e-05,26
6,-0.0234693324081065,9.40561948263863e-05,26
7,-0.0281371814623629,0.000107254199889439,26
1,-0.493605753653164,0.632181786279178,26
2,-0.197441926413678,0.696791000373567,26
3,0.0419421063727266,0.743763486176748,26
4,0.255170102495577,0.756480851898815,26
5,0.410121433635579,0.747910783970919,26
6,0.400574813026376,0.745423733402775,26
7,0.222500865161791,0.76017994716304,26
1,-1.493154000651,0.0430459713802662,26
2,-1.22753027839362,0.36740656829395,26
3,-1.48708158176301,0.68990651119123,26
4,-1.92991117223733,1.00672416999063,26
5,-2.40799407625605,1.31097846794211,26
6,-2.8795816966017,1.59663828310992,26
7,-3.37508024277513,1.87405820262109,26
1,-109.884674769995,0.0473424715811293,26
2,-196.890439522809,-0.0847560985111304,26
3,-509.564776411169,-0.219354860768012,26
1,-0.0593430810077425,0.00109869534607476,26
2,-0.0612535119065745,0.00783507541851058,26
3,-0.0868252650424996,0.0145133974947749,26
4,-0.118859457108195,0.0210466501046422,26
5,-0.152219408242007,0.0274109700219567,26
6,-0.185519698280888,0.0335264486234586,26
7,-0.219289207578942,0.0394819769715191,26
1,-0.872156079679339,1.54179378583405,26
2,1.6111329906552,3.03897572525999,26
3,2.40677842314538,3.47618656031125,26
4,2.07895842941938,2.70097975306042,26
5,0.42372255663286,0.895093509706925,26
6,0.616635663021029,0.879354972399364,26
7,-0.411166386996962,0.0645137674803946,26
1,-0.468978207522561,0.0428143948636848,26
2,-0.275021807803152,0.164117199774557,26
3,-0.14711582879903,0.284181442984552,26
4,-0.0632942048619276,0.401409991022669,26
5,-0.00598212668128351,0.516312433046311,26
6,0.0241767552140239,0.631943781391168,26
7,0.0211829549765672,0.748674862784092,26
1,-0.00386614331929951,-4.08950094410443e-06,26
2,-0.00359390437658448,-7.21398930991768e-06,26
3,-0.00451604984481887,-1.02143935718502e-05,26
4,-0.00599727214267819,-1.29044322072502e-05,26
5,-0.00767079912943636,-1.5081062460176e-05,26
6,-0.00944604044006758,-1.67165714231032e-05,26
7,-0.0113360022300862,-1.81169919741819e-05,26
1,-0.00437976978043329,-9.42806314796485e-07,26
2,-0.00423112326157823,-2.17051786854938e-06,26
3,-0.00550431407929594,-3.39194794385378e-06,26
4,-0.00742110427370661,-4.65011251549186e-06,26
5,-0.00960885692028076,-6.00133376149614e-06,26
6,-0.0119342978221384,-7.37404789408203e-06,26
7,-0.014377113125611,-8.74105480441756e-06,26
1,-0.0133534995993503,4.44647273933896e-06,26
2,-0.0125494054035439,2.4267763220287e-05,26
3,-0.0164707686897572,4.38017183204131e-05,26
4,-0.0223966013056359,6.2548989616662e-05,26
5,-0.0290262859054634,8.09816837703536e-05,26
6,-0.0360039919850872,9.87506741916278e-05,26
7,-0.0433370853522102,0.000116214417811733,26
1,-0.0104447940902298,-9.33949366910269e-06,26
2,-0.00920848819383144,3.02685187767437e-05,26
3,-0.0113165843227023,7.01377130010172e-05,26
4,-0.0151442080139171,0.000110590364831076,26
5,-0.0196250020413282,0.000151907995149525,26
6,-0.0244693890110493,0.000194185829477611,26
7,-0.0296510317842574,0.000237165532318784,26
1,-0.192650444600199,-0.00882582906494367,26
2,-0.324401080606513,-0.0392054521023448,26
3,-0.512495081812419,-0.0693182061484992,26
4,-0.707262400640656,-0.098750004622707,26
5,-0.895682770068079,-0.127011828790631,26
6,-1.0770291952333,-0.154162491211289,26
7,-1.25874128464411,-0.181032977581685,26
1,-0.0178540622699516,-5.76926779691789e-05,26
2,-0.017745361787163,-6.50900820557965e-05,26
3,-0.0206550833557042,-7.17111731560749e-05,26
4,-0.0253046751783362,-7.80604195327328e-05,26
5,-0.0308633731151129,-8.45547294172633e-05,26
6,-0.036999407002891,-9.11538209091844e-05,26
7,-0.0436564769520724,-9.79462069201631e-05,26
1,-0.518021026060227,0.0017951545489332,26
2,-0.550841113912429,-0.0951131405188583,26
3,-0.717935493073507,-0.191993582398752,26
4,-0.96052258409109,-0.288612026020452,26
5,-1.23194371138418,-0.384309125306604,26
6,-1.51659370857325,-0.477800847741072,26
7,-1.81374798245492,-0.568205316215256,26
1,-0.140243760274021,1.44532452906314,26
2,0.284359803292935,1.62717623415562,26
3,0.46212403376775,1.68383598578979,26
4,0.594655289430769,1.47379213594003,26
5,0.532528174287282,1.19651106903631,26
6,0.226419118449902,0.910682251009129,26
7,-0.377161086728039,0.617258994135125,26
1,-0.00225797646717617,-4.47458589292182e-07,26
2,-0.00205469985580219,-1.13585293259888e-06,26
3,-0.00258366248764685,-1.8119825204721e-06,26
4,-0.00346552234853496,-2.45745342564163e-06,26
5,-0.00447428542672488,-3.05115403875789e-06,26
6,-0.00554915112680452,-3.57124655891994e-06,26
7,-0.00668338366962593,-3.99197362987991e-06,26
1,-0.438415759614022,-0.0129290991584998,26
2,-0.470225889791861,-0.115011000454242,26
3,-0.580742802688886,-0.217541468806283,26
4,-0.752345719834334,-0.32219364737503,26
5,-0.967513112574129,-0.431576949103668,26
6,-1.22322458425584,-0.547428074403121,26
7,-1.51046751483077,-0.666686500736034,26
1,-0.0132087635289995,-5.86487788378776e-06,26
2,-0.0122324077291343,1.9089820764151e-05,26
3,-0.0167978246101701,4.41281804630655e-05,26
4,-0.023600040254184,6.91058373281095e-05,26
5,-0.031089518206239,9.37966195437845e-05,26
6,-0.0389528265862806,0.000118489245397591,26
7,-0.0471191437006507,0.000142877709786049,26
1,-0.785517545131171,-0.0207713261568516,26
2,-0.700217230012798,0.111850927927444,26
3,-1.06803749758275,0.244916762301238,26
4,-1.55557576877308,0.378789156785227,26
5,-2.07610662163134,0.513419124343977,26
6,-2.60921695315761,0.647694439290332,26
7,-3.1471156574248,0.780088061092657,26
1,-0.00249401361554709,-1.74028606103605e-06,26
2,-0.00248952224850076,-3.54783069500542e-06,26
3,-0.00325522127305671,-5.31625966093685e-06,26
4,-0.0043271572524569,-6.96050105641888e-06,26
5,-0.0054917112378424,-8.44268821964533e-06,26
6,-0.00670829680953195,-9.80489096313875e-06,26
7,-0.00796589838544403,-1.0992427506018e-05,26
1,-0.00356828817665158,-1.48417672818368e-07,26
2,-0.00316955784962533,4.45410400118362e-07,26
3,-0.00394458992848521,1.04273988199566e-06,26
4,-0.00531212380596705,1.64783099876331e-06,26
5,-0.0069024637246502,2.26426000082824e-06,26
6,-0.00861669859934084,2.89231756056552e-06,26
7,-0.0104448386399472,3.52688033800064e-06,26
1,-0.192841561314241,-0.00152212792500084,26
2,-0.209036896466686,0.0306915102017564,26
3,-0.33187401562842,0.0628879245642295,26
4,-0.476842931231378,0.094989535349554,26
5,-0.625220049023129,0.126781677762552,26
6,-0.771796719057911,0.157890058518497,26
7,-0.916077384132879,0.188176163768419,26
1,-0.00229819236524133,-6.28425805615507e-07,26
2,-0.00205109095258338,-6.87329995585628e-07,26
3,-0.00251272350837157,-7.28833897234438e-07,26
4,-0.00334032108123636,-7.29010773525829e-07,26
5,-0.00430885128788109,-6.6439248591621e-07,26
6,-0.0053573510300663,-5.19903400331145e-07,26
7,-0.00648209003443603,-2.93304839971142e-07,26
1,-0.0172590502704094,3.69649804587979e-05,26
2,-0.015475368177258,-0.000165406739042862,26
3,-0.0192332434468559,-0.000369183986576704,26
4,-0.0258463748682533,-0.000577183635702916,26
5,-0.0335507971508643,-0.000791934775238978,26
6,-0.0418636424793578,-0.00101044539064743,26
7,-0.0507367829382264,-0.00122868600124182,26
1,-0.00542455029318011,6.01826543267237e-07,26
2,-0.00566728356280129,2.03010447288321e-05,26
3,-0.00838673020362094,3.99601779834669e-05,26
4,-0.0118808801336706,5.94761690537737e-05,26
5,-0.0155787174380431,7.86824541956221e-05,26
6,-0.0193655621613666,9.75673293188706e-05,26
7,-0.0232622592944465,0.000116392916412522,26
1,-3.74615019319702,1.12671522853885,26
2,-3.09446811557023,1.19754912898996,26
3,-4.05219891838259,1.22046579291641,26
4,-6.02763975536319,1.02314624496336,26
5,-8.94235910050013,0.193250648746608,26
6,-11.3066173765359,0.0844716258113367,26
7,-13.7255815712362,0.0784721571269706,26
1,-0.397891368556623,-0.0341237982826952,26
2,-0.514989590652557,-0.0874196967924679,26
3,-0.704344015134976,-0.139719600255257,26
4,-0.909349261620934,-0.189572932477543,26
5,-1.10751676736851,-0.235872906836103,26
6,-1.30225632404323,-0.27971599945447,26
7,-1.50455865741967,-0.323034242582488,26
1,-0.0122293465702439,3.13403278853208e-05,26
2,-0.0108062326957553,2.60944197565394e-05,26
3,-0.013210941853058,2.06543041278984e-05,26
4,-0.017636836317264,1.63563473987161e-05,26
5,-0.0228435616335441,1.40195281468358e-05,26
6,-0.0284811240991881,1.36410225941574e-05,26
7,-0.0345119911673305,1.42953881754337e-05,26
1,-2.68915426320682,-0.915063565278836,26
2,-2.26721533080342,-0.919743900694988,26
3,-2.00155990595825,-0.907692050831234,26
4,-1.97841139860416,-0.878976461713501,26
5,-2.18636339913856,-0.836906326411357,26
6,-2.52307337913496,-0.775063695376194,26
7,-2.96556619192023,-0.727272034508489,26
1,-1.13318306269568,-0.039440011843551,26
2,-1.19262957406568,-0.2643333956739,26
3,-1.50085211866408,-0.489638168285354,26
4,-1.96791953199476,-0.715076228376118,26
5,-2.50601946343022,-0.939151775626647,26
6,-3.08578445233398,-1.15988628257363,26
7,-3.70870616169744,-1.37759329618597,26
1,-0.0109145962214849,-1.10437271416686e-06,26
2,-0.0100800289155957,-3.42432889599564e-06,26
3,-0.012874402018867,-5.72388887842834e-06,26
4,-0.0173627111525986,-8.00093053854312e-06,26
5,-0.0224669815127877,-1.02504607779608e-05,26
6,-0.0279114052185676,-1.24726063814862e-05,26
7,-0.0336772880309604,-1.46786805692578e-05,26
1,-125.079158353066,0.0297374385509777,26
1,-1.28303888259494,0.0422443415122906,26
2,-1.45028126086912,-0.421962097088064,26
3,-1.72544177943267,-0.887389552576822,26
4,-2.07665365110399,-1.35517301070144,26
5,-2.47899755682155,-1.82605750153045,26
6,-2.96111423162445,-2.30131522499773,26
7,-3.58344406714775,-2.78067667363861,26
1,-1.12615788335799,0.653934078908236,26
2,-0.930487572007583,0.425254745097841,26
3,-0.76035095799726,0.182979385530394,26
4,-0.658200290546662,-0.0705748281713698,26
5,-0.787136136381511,-0.327270295445436,26
6,-1.26883436997683,-0.578559277270827,26
7,-1.91054732787,-0.826909140302422,26
1,-0.0801537385895195,-2.61012843481012e-05,26
2,-0.0716921000075718,-4.97094438181023e-05,26
3,-0.0888306682251822,-7.29564614756484e-05,26
4,-0.118923697907388,-9.58222856741742e-05,26
5,-0.153929355265769,-0.000118294699657184,26
6,-0.191680561959735,-0.000140425406183642,26
7,-0.231988999753064,-0.000162395517193659,26
1,-0.569000026291965,-0.0507232499712949,26
2,-0.324522029213313,0.0373912631108793,26
3,-0.392961706657293,0.126772438401532,26
4,-0.614943131106204,0.218840651818026,26
5,-0.887123847257703,0.31443676634441,26
6,-1.18298187285708,0.41189929872118,26
7,-1.48496730403855,0.508033175789638,26
1,-0.498668725413916,0.00278170802829081,26
2,-0.368036761199887,0.109528773015916,26
3,-0.403414516047855,0.216126933633294,26
4,-0.510501010887256,0.32213216479776,26
5,-0.642017519040398,0.427176446516982,26
6,-0.789438063589685,0.531861756192484,26
7,-0.949267988025406,0.634829456442404,26
1,-0.700137418205054,-0.0776825386386806,26
2,-0.757775003369544,-0.211837407462117,26
3,-0.908135540820409,-0.34539670623405,26
4,-1.12433636627149,-0.479992654640031,26
5,-1.39307674030837,-0.620678635279045,26
6,-1.72887606803664,-0.775328193750663,26
7,-2.11756333931015,-0.938510822752961,26
1,-1.92310096794301,-0.435450727593462,26
2,-1.91257838119652,-0.715816967366783,26
3,-1.99270980650714,-0.985926291649846,26
4,-2.13226185629645,-1.23785304296029,26
5,-2.33661102184131,-1.46670616191016,26
6,-2.66645754134502,-1.67324214405239,26
7,-3.18038954686528,-1.87896853643561,26
1,-0.0767556200747623,-0.000324051587858421,26
2,-0.0740582989968864,0.000322054686664686,26
3,-0.21791901506612,0.000976376267264989,26
4,-0.367181855133293,0.00164789032955248,26
5,-0.521837016355616,0.00234264382351679,26
6,-0.68104287587682,0.00305742009294807,26
7,-0.843196953743331,0.00378510389628595,26
1,-0.931938939589928,0.105781316607288,26
2,-0.614318294309901,0.259783748311664,26
3,-0.669740287242711,0.398804392862247,26
4,-0.928316997332281,0.485310969512907,26
5,-1.28649312789098,0.486040488766954,26
6,-1.73833238006477,0.39845471069183,26
7,-2.26298704626494,0.287845287162994,26
1,-0.0190918966698526,-8.73769170794958e-07,26
2,-0.0661019588247102,0.00036107113571493,26
3,-0.129576976680121,0.000722691443589163,26
4,-0.193618891069138,0.00108276188716694,26
5,-0.257164783054398,0.00143892937695522,26
6,-0.319992254815759,0.00179047493243356,26
7,-0.382640833432326,0.00214050057981297,26
1,-0.320206303431246,-0.00841455592594631,26
2,-0.188125878325594,0.0765849643671555,26
3,-0.123635065964393,0.161585419375128,26
4,-0.101615918054351,0.24592667227043,26
5,-0.0969502304398033,0.328306415806644,26
6,-0.102983729781126,0.408485727216776,26
7,-0.122519666850772,0.487027030513976,26
1,-0.486948183966687,-0.0461153005936774,26
2,-0.54946552732695,-0.138025409483562,26
3,-0.686426425041638,-0.228541798153891,26
4,-0.857683120869006,-0.315651701604685,26
5,-1.03581514350484,-0.397467377581392,26
6,-1.21595610745415,-0.473511807278169,26
7,-1.40228984170665,-0.544117088318167,26
1,-0.00496507252897288,-1.65790317909753e-05,26
2,-0.0045258651155311,-1.60293396418432e-05,26
3,-0.00515671536587564,-1.51323460304553e-05,26
4,-0.00643759387345889,-1.36870619096285e-05,26
5,-0.00803709774792161,-1.16475475695488e-05,26
6,-0.00984610124974922,-9.36054787281648e-06,26
7,-0.0118383381118835,-7.19597857390397e-06,26
1,-0.0124401541094627,-6.09041612524841e-05,27
2,-0.0115476757948444,7.15581875652127e-05,27
3,-0.0207291121364431,0.000204823534042831,27
4,-0.0321359232599724,0.000338451175680543,27
5,-0.0439478905907246,0.000471039345343982,27
6,-0.0557867547432477,0.000601091291753342,27
7,-0.0677024426152879,0.000729768815595389,27
1,-0.00518801536623224,-2.45042511792803e-06,27
2,-0.00469385359234983,-5.72468045856311e-06,27
3,-0.00586996487231628,-8.93626489162358e-06,27
4,-0.00786567002694731,-1.20077295742149e-05,27
5,-0.0101634899440983,-1.48797271197765e-05,27
6,-0.0126327013511488,-1.76634945505683e-05,27
7,-0.0152771399892896,-2.07079643628205e-05,27
1,-0.268575369300533,0.0306001637384465,27
2,-0.202590108950031,0.0722615385056029,27
3,-0.201012157987338,0.113358490320605,27
4,-0.236554109885941,0.153726229268485,27
5,-0.288712449505539,0.191479612772554,27
6,-0.352220618676442,0.225289378772352,27
7,-0.428468088676208,0.255919851305598,27
1,-0.342561222219605,0.043233726359051,27
2,-0.213648864691274,0.11334865382785,27
3,-0.164037599169433,0.182393389014136,27
4,-0.16938070428056,0.249863615189512,27
5,-0.203709413560844,0.314681937556746,27
6,-0.259390180189313,0.374684192569943,27
7,-0.339405473374394,0.427169807296153,27
1,-0.0123795665999459,-3.09534903282227e-05,27
2,-0.0113056846576525,3.74879243416615e-05,27
3,-0.0179435164373524,0.000106837052667785,27
4,-0.0270961413275128,0.000178347490730424,27
5,-0.037172900235842,0.000253296251420565,27
6,-0.0478880222391261,0.0003319846677039,27
7,-0.0590511193326287,0.000412889011657036,27
1,-37.6877804413772,0.0317853682807421,27
2,-70.8919811250391,0.0597902720191099,27
3,-102.985651979117,0.0868582421385176,27
4,-133.217497391031,0.112355869624185,27
5,-162.212096824209,0.136809970566466,27
6,-189.258236392339,0.159620713719021,27
7,-214.282186801413,0.180725913254326,27
1,-0.0132386284642601,2.00370386957971e-05,27
2,-0.0131746776456176,5.51065581158028e-05,27
3,-0.0175749886195089,8.93809745692309e-05,27
4,-0.0236428459966351,0.000121182639910344,27
5,-0.0300780716869424,0.000148625728211726,27
6,-0.0366681994199016,0.000172337666132449,27
7,-0.0435836854019376,0.000194989876380447,27
1,-0.172838895634063,-0.0108072418098577,27
2,-0.251392115534797,-0.0207127775460858,27
