triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,classic_success,log_ior_classic,log_ior_classic_lower90,ior_classic,spline_individuales,nichd_spline,include_sex,include_stage_sex,k_spline,bs_type,select,formula_used
376,21601274,21602648,36314117,positive,1296,uniform,1.77198380728563,TRUE,TRUE,11,51,1296,5,33.7618219452753,12.0491546227327,15190.6340423575,"1,2,3,4,5,6,7","0.263797777453735,0.919645147920828,1.53893003616565,2.07592423047785,2.57034123583131,3.04785965942286,3.51933063584488","-0.949230080659401,0.308117903284231,0.709598174863412,0.626770664425832,0.414792436464275,0.125152986457489,-0.238478177743978","1.30186490324427,2.50840012099042,4.65960199720827,7.97191093832833,13.0702837291906,21.0701987248916,33.7618219452753",TRUE,"-Inf,0.921791186121633,1.92927474877833,-Inf,NaN,NaN,NaN","-Inf,0.0772979404866672,0.888385608107463,-Inf,NaN,NaN,NaN","0,2.51378902380041,6.88451542732841,0,NaN,NaN,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
377,21600604,21602730,35104877,positive,1966,increase,1.14434773412844,TRUE,TRUE,5,58,1966,0,1.0005613597493,1.00022228062774,21839.3564686895,"1,2,3,4,5,6,7","-9.60948573816012e-05,4.17620030113142e-06,0.00010662124854921,0.000213103535169346,0.000324913912349345,0.000441701233203418,0.000561202245854098","-0.0146927103781812,-0.011493081311007,-0.0158597280043018,-0.0238160939749381,-0.0330037747926588,-0.0428717312005514,-0.0532141081574145","0.999903909759581,1.00000417620902,1.0001066269328,1.00021312624334,1.00032496670259,1.00044179879756,1.0005613597493",TRUE,"NaN,-Inf,-Inf,-0.824163650696716,-0.279646308039329,-0.0402283800872577,2.79329567323272","NaN,-Inf,-Inf,-2.82633485581351,-1.57227953599245,-1.04978953710411,0.277363248046231","NaN,0,0,0.43860166330665,0.756051103368176,0.960570039030636,16.3347652380022",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
378,21603370,21605014,35809327,positive,13273,decrease,6.20167286646124,TRUE,TRUE,23,203,13273,4,137.42364666294,24.0157118981143,104774.371730268,"1,2,3,4,5,6,7","-12.6315716910463,-6.35380416860952,0.119988064199957,4.92306846587535,2.53497136205457,1.58825326139591,2.48872015793458","-29.2567863264285,-14.2615249972415,-2.26257099142332,3.6894380507791,1.31173322225294,0.0728433990160005,0.657205664666889","3.26721802822973e-06,0.00174011483882382,1.12748339408272,137.42364666294,12.6160695445523,4.89519083731867,12.0458494658496",TRUE,"NaN,NaN,-Inf,Inf,Inf,1.14485068655802,Inf","NaN,NaN,-Inf,NaN,NaN,-0.909678973326075,NaN","NaN,NaN,0,Inf,Inf,3.14197218313179,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
379,21603514,21603967,35708156,positive,3707,plateau,2.24376737817488,TRUE,TRUE,12,199,3707,5,18.1223682702106,9.92781850197698,38172.5807773543,"1,2,3,4,5,6,7","2.43995112538399,2.7198653859331,2.89714699131343,2.73032187298381,1.93489148214784,0.657437780169806,-0.633661572746143","-1.03405555199756,0.563346061510016,1.59821011766378,1.88637033079089,1.34241681777365,0.0863161912727753,-1.69576974998111","11.4724800160368,15.1782788975743,18.1223682702106,15.3378230563485,6.92329271375686,1.92984131662209,0.530645243289664",TRUE,"NaN,-Inf,-Inf,4.5775750632287,2.64472277891533,0.069189102047158,-0.724919481132726","NaN,-Inf,-Inf,2.99544401624257,1.849218847803,-0.668123055561341,-2.05685695144303","NaN,0,0,97.2782144430413,14.0795413963197,1.07163883908716,0.484363567791098",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
380,21600747,21601518,42889636,positive,2708,inverse_plateau,2.75702202190321,TRUE,TRUE,4,24,2708,7,4687.52481628016,866.154042067254,15065.4243120802,"1,2,3,4,5,6,7","3.24082605542514,3.41592843773952,3.75906276655376,4.40173521469836,5.43927112978934,6.87189869909278,8.45265996440442","1.89740091698059,1.83878972632545,1.61863399980209,1.97239950565953,2.85668009306421,3.76213169289112,4.19732590733156","25.5548227308159,30.4452027850471,42.9081921346696,81.5923261034895,230.27428221438,964.778652222217,4687.52481628016",TRUE,"4.07199404513789,NaN,NaN,NaN,NaN,Inf,Inf","2.60321495074151,NaN,NaN,NaN,NaN,NaN,NaN","58.6738443134239,NaN,NaN,NaN,NaN,Inf,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
381,21603158,21603160,36314766,positive,55,uniform,1.56538435257971,TRUE,TRUE,10,67,55,7,657.29762822205,462.629407847129,611.245878007299,"1,2,3,4,5,6,7","6.01798860059451,5.9450684140243,6.04527568423673,6.27733067991988,6.48813692689857,6.3726791404126,5.51498656461703","3.4127847471101,3.79585026375532,3.80173181381682,4.08906661067767,4.5982907844296,4.16325276245711,1.46377264035677","410.751578793416,381.865485358626,422.114111650203,532.365711029819,657.29762822205,585.624699820362,248.386640055424",TRUE,"NaN,NaN,NaN,NaN,Inf,Inf,Inf","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,Inf,Inf,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
382,21603896,21603897,42888965,positive,260,increase,1.19005842047777,TRUE,TRUE,24,241,260,0,0.769936074755809,0.393565318793298,3306.76851858416,"1,2,3,4,5,6,7","-0.261447787378392,-0.550042438559394,-0.831211339887436,-1.09668333472068,-1.34360644473378,-1.56701250101481,-1.7776979603012","-1.49803998755638,-1.55738856667101,-1.70375515127503,-1.89993241494623,-2.13835294413045,-2.44144863939578,-2.86410644999699","0.769936074755809,0.576925325981236,0.435521402216212,0.333976938525302,0.260903037443052,0.208667646470675,0.169026806160801",TRUE,"NaN,NaN,-Inf,-0.821526434794772,-2.37059071269175,-1.16729633845989,Inf","NaN,NaN,-Inf,-2.76325241922803,-3.53753645015507,-2.55280057625192,NaN","NaN,NaN,0,0.439759877146447,0.0934255223330532,0.311207203808821,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
383,21603103,21604712,35205355,positive,303,decrease,2.61848907663784,TRUE,TRUE,0,13,303,4,1493418.12514005,446185.727719722,4492.93491199565,"1,2,3,4,5,6,7","9.57882976897789,11.6075455536992,13.3179134265452,14.2165780943388,13.6477457272394,10.8526468598662,5.66690755538903","-17.544460665785,-9.00823148761552,-2.48985270353383,2.39962587698927,5.94952666731518,7.4289714266369,1.40485901184099","14455.4931339057,109924.116168096,607989.825568049,1493418.12514005,845552.659310971,51670.7357129252,289.139004061511",TRUE,"NaN,NaN,NaN,NaN,NaN,Inf,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,Inf,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
384,21604559,21604566,35204960,positive,658,plateau,1.55074346562227,TRUE,TRUE,0,125,658,1,6.32163990437746,1.07556665689752,8995.9704650345,"1,2,3,4,5,6,7","-2.89881899898575,-2.89722064531233,-2.80026315484107,-2.46148516766433,-1.68886860724957,-0.266270984140349,1.84397865304077","-11.5747476746896,-10.022230397483,-8.93692661056238,-7.76532448955696,-5.85943179793271,-2.67804679478467,0.923098256034757","0.0550882409223982,0.0551763618200582,0.0607940622682305,0.0853081599170307,0.184728406186366,0.766231462791116,6.32163990437746",TRUE,"NaN,-Inf,NaN,NaN,-Inf,-Inf,1.75246513783006","NaN,-Inf,NaN,NaN,-Inf,-Inf,0.820061514327106","NaN,0,NaN,NaN,0,0,5.76880606422137",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
385,21602735,21603911,35808976,positive,2124,inverse_plateau,1.38635422862825,TRUE,TRUE,100,918,2124,4,3.99059921883919,2.05015976978639,22513.1732963358,"1,2,3,4,5,6,7","-0.0634289499120229,0.122850702420322,0.315305549736764,0.5338931883218,0.797786691626265,1.09674544234924,1.38394139978606","-0.795982143908859,-0.437122613158478,-0.14718829218363,0.121773947196494,0.417569256409015,0.68424282734242,0.866299655265442","0.938540800338223,1.13071559524349,1.37067805729942,1.70555946405347,2.22062056726633,2.99440468546459,3.99059921883919",TRUE,"NaN,Inf,NaN,-Inf,0.665639161480973,1.26255113290994,1.91525943174069","NaN,NaN,NaN,-Inf,-0.575767273481079,0.801565512842293,1.11575055385537","NaN,Inf,NaN,0,1.94573376205165,3.53442678811868,6.788699772762",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
386,21600747,21604757,36315381,positive,3847,uniform,4.97335203466263,TRUE,TRUE,11,35,3847,4,56.8436508863173,15.4612803540889,39408.3207593589,"1,2,3,4,5,6,7","-0.266995047730052,0.414577662619876,1.10363548407312,1.81034795156928,2.54568844850074,3.30418039969635,4.04030453210069","-2.36958394456243,-1.20864754098802,-0.170210468460892,0.819899218158265,1.81056652942579,2.65336537585654,3.06701644212723","0.765676863294504,1.51373130036017,3.01510749840667,6.11257394194342,12.7520041629278,27.2262178253721,56.8436508863173",TRUE,"NaN,NaN,NaN,NaN,1.29403318616903,3.34559364013552,4.16972961576366","NaN,NaN,NaN,NaN,-0.682330942449864,2.55837614059009,2.47552107910935","NaN,NaN,NaN,NaN,3.64746784653277,28.3774166408803,64.6979564346895",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
387,21602102,21604436,36776613,positive,4294,increase,3.23315164414525,TRUE,TRUE,17,78,4294,4,54.3286778340382,12.5751878663295,40369.8019861342,"1,2,3,4,5,6,7","3.99505222443146,2.15181851951272,1.37337759734344,1.77807390718377,2.63472261720912,0.221881764733598,-3.16598419324867","0.93189771696948,0.460976854697785,-0.0532263832412734,1.00271352867065,0.911782152837572,-0.909976755609056,-7.88790619877637","54.3286778340382,8.60048433341582,3.948665198382,5.91844595707355,13.9394453645958,1.24842376142171,0.042172615379105",TRUE,"Inf,Inf,1.78975376289092,1.19521416895474,Inf,-0.245643993077481,-Inf","NaN,NaN,-0.558913604234509,0.28599085150734,NaN,-1.58574444959018,-Inf","Inf,Inf,5.98797782248631,3.30426536578607,Inf,0.782200644207078,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
388,21602730,21604344,35708208,positive,11612,decrease,1.35984408544997,TRUE,TRUE,14,200,11612,4,29.0367270849998,8.09455238895403,94418.8807295004,"1,2,3,4,5,6,7","3.36856147992048,2.69057361213086,1.91384702619717,1.09048629702379,0.439943876860189,-0.0312930403577658,-0.496987679423397","1.8088976602275,1.71998233244478,1.21794692562855,0.563684956225288,-0.0342445124024325,-0.59024114502666,-1.51264603281297","29.0367270849998,14.74012861251,6.7791181437355,2.9757208049348,1.55262007815234,0.9691915192289,0.608360479116888",TRUE,"-Inf,3.53268354218637,3.5214802560702,0.726233234137233,0.396568070144122,-0.0986951659675994,-0.28809612530373","-Inf,2.24934167251692,1.89671515850149,-0.14285661307634,-0.374496900136569,-0.799745569833202,-2.05448549913375","0,34.2156637015452,33.8344751009421,2.06727896757892,1.48671363534192,0.90601885131235,0.749689524642077",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
389,21600493,21604260,35104883,positive,2406,plateau,2.36165689547223,TRUE,TRUE,19,271,2406,7,24.3567502892156,16.8363108876586,27056.1848221514,"1,2,3,4,5,6,7","2.63385085648773,2.98759113546245,3.19280903038007,3.13571140030289,2.93792158554363,2.49847609969553,1.73814378776428","0.657336728950622,1.73005253886881,2.25950695208104,2.30048931887329,2.04252722242692,1.46583708759655,0.203587084584963","13.9272987988677,19.8378382245201,24.3567502892156,23.0049957830793,18.8765721719337,12.163943192798,5.68677775319591",TRUE,"NaN,Inf,Inf,Inf,0.819410982594725,Inf,-Inf","NaN,NaN,NaN,NaN,-0.59827860658928,NaN,-Inf","NaN,Inf,Inf,Inf,2.26916286739742,Inf,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
390,21601129,21604344,35708202,positive,9012,inverse_plateau,1.5917132942161,TRUE,TRUE,43,231,9012,3,11.9734068117771,4.93686455070798,75579.0685347729,"1,2,3,4,5,6,7","2.48268809158813,1.57557457551378,0.882903522720689,0.57367081740751,0.744324577748213,1.32208226051163,2.0415064698687","-0.229601250265761,-0.152183649425954,-0.355060190493071,-0.426932203567234,0.0776911113776315,0.971473684052258,1.41764830640246","11.9734068117771,4.83351804151352,2.41790998081261,1.77476996510945,2.10501917792955,3.7512242767886,7.70220360102507",TRUE,"1.57145679465958,NaN,NaN,-Inf,0.0348512378155092,1.35142472003632,2.10159515389764","-0.742818053228594,NaN,NaN,-Inf,-0.775163218073004,0.933079757965476,1.43882656142403","4.81365559612821,NaN,NaN,0,1.0354656592081,3.86292519895268,8.17920660533375",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
391,21604559,21604655,35204948,positive,3184,uniform,3.04488260039412,TRUE,TRUE,4,61,3184,3,19.6089168368465,5.72391844481317,34304.3692137885,"1,2,3,4,5,6,7","-0.437494386571047,0.0289073299690914,0.508908033632761,1.02197676861207,1.59213951990998,2.24359098117516,2.97598440343778","-2.39530815229023,-1.57790274315937,-0.868624601847731,-0.164591373740036,0.633209316399493,1.50044137396238,2.06957236841104","0.645652150740196,1.02932920208622,1.6634737454468,2.77868215018841,4.91425182836773,9.42712320001633,19.6089168368465",TRUE,"NaN,NaN,NaN,NaN,-Inf,1.16454950217185,3.46747055893138","NaN,NaN,NaN,NaN,-Inf,0.0839579012709626,2.46300134139822","NaN,NaN,NaN,NaN,0,3.20447894717616,32.0555571685733",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
392,21602256,21603864,36516812,positive,2951,increase,1.2211989381661,TRUE,TRUE,68,955,2951,0,1.96050602474557,1.41195428512944,31439.6832253348,"1,2,3,4,5,6,7","-0.0380089482854382,0.0789186817679592,0.196482543342332,0.31537335027604,0.435873652437702,0.556270109141622,0.673202615811361","-0.525420807109439,-0.328793121165082,-0.241611106205387,-0.226068269860512,-0.242565116216274,-0.279152146998391,-0.338289416879828","0.962704326299552,1.08211632270616,1.21711407394901,1.37077099316139,1.54631340947657,1.74415484556781,1.96050602474557",TRUE,"NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
393,21600096,21600535,35708208,positive,11601,decrease,1.43990475560228,TRUE,TRUE,3,58,11601,4,16.6966214685384,6.76996832088883,94671.7079465599,"1,2,3,4,5,6,7","2.81520639168268,2.46830595932904,2.06570336617337,1.60444698635969,1.13596710235148,0.636375139381074,0.0207476425013682","-0.352763632271264,0.207036011464413,0.477266221725086,0.467003921496997,0.309675432344526,-0.0213450488280169,-1.04549432290378","16.6966214685384,11.8024361001484,7.89084610044337,4.97510753951423,3.11418382154349,1.88961884492382,1.0209643711102",TRUE,"NaN,Inf,2.14549673718385,-Inf,0.869452106400141,1.20683929716305,-1.07495725471676","NaN,NaN,-0.282705735004245,-Inf,-1.13554319396322,0.354623974408084,-2.85212162121291","NaN,Inf,8.5462854408422,0,2.38560343853905,3.34290201718692,0.34131234448202",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
394,21604419,21604431,36776613,positive,4286,plateau,1.42931975302631,TRUE,TRUE,9,38,4286,2,6.0724644511881,2.54497294171137,42670.6618801179,"1,2,3,4,5,6,7","-0.290366963804992,0.603491505227243,1.41230015002375,1.8037645278117,1.37353440354077,-0.0520490407298126,-1.82070873903301","-5.13006156930848,-2.39552893706958,-0.364863154047958,0.550018799120051,0.302969522439541,-0.909919633066321,-3.24106603681602","0.747989032308004,1.8284918570127,4.10538755951885,6.0724644511881,3.94928442210409,0.949282312203973,0.161910957643889",TRUE,"NaN,-Inf,NaN,1.39048600294287,2.66569079421056,-0.265333864074356,-2.59089878478084","NaN,-Inf,NaN,-0.57550543879882,0.867833877713614,-1.63882895517914,-4.15968011009129","NaN,0,NaN,4.01680175616346,14.3778782713189,0.766949850225158,0.0749526435070866",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
395,21602256,21604272,36919127,positive,1763,inverse_plateau,1.26225035513441,TRUE,TRUE,9,80,1763,4,13.9731666223711,6.01756551622876,18763.7083004143,"1,2,3,4,5,6,7","0.151209491559715,0.624821124656631,1.09266577141131,1.54475550546359,1.96569528222256,2.33308770251719,2.63713882062258","-1.51677647063255,-0.718652261813426,-0.0358462142439875,0.590961204194883,1.21737579550224,1.81269364546272,2.04375524313863","1.1632403215875,1.86791180418187,2.98221338484935,4.68682558367873,7.13987509301201,10.3097258039208,13.9731666223711",TRUE,"NaN,NaN,NaN,NaN,NaN,2.40058684280569,2.42041615857425","NaN,NaN,NaN,NaN,NaN,1.79173842794332,1.65159942650959","NaN,NaN,NaN,NaN,NaN,11.0296471508732,11.2505403496194",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
396,21601534,21605129,36416600,positive,652,uniform,2.73126216723881,TRUE,TRUE,4,51,652,5,140.0821856193,27.7428989766274,8857.77805132877,"1,2,3,4,5,6,7","4.9422292905065,3.26812473558627,1.98541142222047,1.381490906264,1.36571856967695,1.65355779735502,2.00809474446209","3.05627470949278,2.06112745385298,0.702096994480951,0.0558340749017401,0.127000672220437,-0.282000434477138,-1.45331631617475","140.0821856193,26.2620448594594,7.28204276343194,3.98083225313489,3.91853778301029,5.22553820012587,7.44911135792934",TRUE,"3.42915365253751,Inf,NaN,NaN,0.278314682087578,3.16111665892636,NaN","0.771556167263707,NaN,NaN,NaN,-1.37028959137978,0.683376932789903,NaN","30.8505214368482,Inf,NaN,NaN,1.32090179594956,23.5969309462916,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
397,21602102,21603732,35809054,positive,10497,increase,1.60879615135491,TRUE,TRUE,72,263,10497,6,21.7231896745078,8.44510854954937,86811.8241770429,"1,2,3,4,5,6,7","0.611338200674007,1.01635598178202,1.40743821045632,1.78829564388379,2.18966666813106,2.6239148733232,3.07838033854281","-0.642824233901012,0.16278898969436,0.858716552288065,1.42551078124871,1.86997047761169,2.24094152638196,2.47097821344357","1.8428959139601,2.76310758182235,4.0854758572736,5.97925300066917,8.93223521975309,13.7896025988594,21.7231896745078",TRUE,"NaN,3.2465463395954,1.90933972282781,1.86835776306309,2.1417902713868,2.13732057951866,4.71736764678179","NaN,0.606699733877389,0.652081188364201,1.22916294980702,1.58674968902186,1.65075989326287,3.31517497458306","NaN,25.7014224751067,6.74863135989027,6.47764982377472,8.51466755766212,8.47669454437326,111.873374488954",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
398,21600493,21602921,36313524,positive,1977,decrease,1.51754771980147,TRUE,TRUE,2,106,1977,0,1.00030499851137,1.00017629560227,23070.3754373818,"1,2,3,4,5,6,7","5.06925123566759e-05,9.19645258559143e-05,0.000133558620815322,0.000175480348670654,0.000217202689563933,0.000260084761373847,0.000304952008783665","-0.0110408809017304,-0.0133356663869319,-0.0182716373752205,-0.0241548501225746,-0.0303646339156293,-0.0368871575892556,-0.0437845617738416","1.00005069379724,1.00009196875472,1.00013356754017,1.00017549574625,1.00021722627978,1.00026011858635,1.00030499851137",TRUE,"Inf,2.0944953791877,-Inf,1.88149217520256,-0.438353675232867,-Inf,1.54085619519065","NaN,-0.54502808359703,-Inf,0.376715927662286,-1.83026010945465,-Inf,-0.0143546302488604","Inf,8.12134173795588,0,6.56329113924051,0.645097587466675,0,4.66858578096865",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
399,21603896,21603924,35104177,positive,457,plateau,1.49181115751465,TRUE,TRUE,40,593,457,0,1.29716467723204,0.498356450794476,5957.21934939194,"1,2,3,4,5,6,7","-2.49447465461591,-1.33451121177859,-0.259487226638997,0.260180865071061,-0.191133526267297,-1.55023804018135,-3.32877335062995","-5.88862915663605,-3.21262461571687,-1.24951337723975,-0.455020626901989,-0.752787685079348,-2.12751141447231,-4.45146668338829","0.082539801907687,0.263286835513757,0.771447061902864,1.29716467723204,0.826022285114746,0.212197456293402,0.0358370375968347",TRUE,"NaN,-Inf,-0.9944449767326,1.20208690539041,-0.297671955941426,-0.998023106020506,-4.13953668505455","NaN,-Inf,-2.61967866183335,-0.198829182070401,-1.11430539455945,-1.92592142232859,-5.57706128543808","NaN,0,0.369928706615628,3.32705292751497,0.742544887236919,0.368607419154435,0.0159302305088574",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
400,21600098,21602735,35809310,positive,3482,inverse_plateau,2.28792345981212,TRUE,TRUE,18,252,3482,3,21.259874416489,5.83391666456323,36886.3076657116,"1,2,3,4,5,6,7","-0.196596730058401,0.0925454195839635,0.407526215719027,0.832009430443347,1.4516077532401,2.26051824669108,3.05682146586385","-2.34372003048494,-1.36322877371816,-0.735498480576207,-0.253459983621255,0.660481087821079,1.89509917512927,2.29833088419737","0.821521861594112,1.09696296403029,1.50309484972984,2.29793163785342,4.26997406409692,9.58805685814905,21.259874416489",TRUE,"NaN,Inf,-Inf,-Inf,-Inf,3.16557629845817,2.64970359592551","NaN,NaN,-Inf,-Inf,-Inf,2.42251491758531,1.60705494434112","NaN,Inf,0,0,0,23.7023997540008,14.1498439523435",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
