triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,classic_success,log_ior_classic,log_ior_classic_lower90,ior_classic,spline_individuales,nichd_spline,include_sex,include_stage_sex,k_spline,bs_type,select,formula_used
56,21603804,21603809,35104877,positive,1965,uniform,1.90460190114876,TRUE,TRUE,4,18,1965,0,31.704662656217,12.7221540161065,22509.0787634791,"1,2,3,4,5,6,7","3.45646375701392,3.10885715877645,2.69840002886679,2.22902683567916,1.72065390597196,1.18688192491154,0.66432945581971","-1.33733537095101,-0.566280025351352,-0.181565569556849,-0.0806132990709694,-0.316695636753987,-1.3006980296261,-3.08427112638737","31.704662656217,22.3954353432606,14.8559436188592,9.2908201839118,5.5881814150024,3.27684780390796,1.94318709158658",TRUE,"NaN,Inf,Inf,NaN,Inf,-0.121923804079599,NaN","NaN,NaN,NaN,NaN,NaN,-2.78487669242859,NaN","NaN,Inf,Inf,NaN,Inf,0.885215815766827,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
57,21602735,21603896,35707713,positive,1037,increase,1.25168065354228,TRUE,TRUE,31,832,1037,4,5.19766487782019,2.51357215078709,13271.3337740068,"1,2,3,4,5,6,7","-0.086183717082875,0.185523956659189,0.459604173749922,0.739274871979331,1.03008428736179,1.33418499572124,1.64820946277121","-0.898126832239199,-0.441192923543472,-0.0603977291459381,0.260973096988822,0.540936768063773,0.770263142974525,0.925658624436428","0.917425668969085,1.20384903963084,1.58344709100789,2.09441624382273,2.80130193909866,3.79690019516027,5.19766487782019",TRUE,"NaN,-Inf,0.684008276883743,0.201981827156468,0.756081100537721,0.844173385588918,Inf","NaN,-Inf,-2.25001266763166,-1.60468402650055,-0.308774328557294,0.159339293620833,NaN","NaN,0,1.98180545836249,1.22382576751509,2.12991292911861,2.32605426968452,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
58,21601423,21602646,35104199,positive,256,decrease,2.59445693010752,TRUE,TRUE,1,19,256,6,1660.82726030904,563.647481836688,3750.22892777428,"1,2,3,4,5,6,7","2.43187809331399,4.60271105884484,6.51648661269208,7.41507110679944,6.98380283290373,5.67516181645203,4.8427895262968","-1.77867943253052,2.89876259678387,4.50647816804203,4.99405254291074,5.34190409741766,4.26336257144046,2.55151278673278","11.3802351657577,99.7543894032906,676.198459901006,1660.82726030904,1079.01388427892,291.535509970525,126.82263382827",TRUE,"NaN,Inf,Inf,Inf,Inf,Inf,Inf","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,Inf,Inf,Inf,Inf,Inf,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
59,21602866,21603929,35104877,positive,1975,plateau,1.20956127221386,TRUE,TRUE,14,89,1975,0,0.975005177783881,0.713716446457319,20948.7192947267,"1,2,3,4,5,6,7","-0.0253124974508205,-0.140734795668238,-0.254802311547434,-0.364819549435017,-0.473062792365279,-0.582062816651598,-0.691023220501267","-0.474907322132579,-0.525446984745285,-0.6651108809786,-0.854044053809477,-1.07004147444108,-1.31245861364705,-1.5795713195751","0.975005177783881,0.868719669369795,0.775069705147578,0.694321930358875,0.62309094459505,0.55874458931624,0.501063108629815",TRUE,"NaN,Inf,-Inf,0.253822777181386,-0.323485900028311,-0.969140331197705,-Inf","NaN,NaN,-Inf,-1.17436437332146,-1.45904185049756,-1.82478848803138,-Inf","NaN,Inf,0,1.28894335385088,0.723622160902434,0.379409064081838,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
60,21604422,21604762,36919235,positive,3299,inverse_plateau,1.54049528886875,TRUE,TRUE,17,125,3299,5,11569710.4184053,1724261.67624678,33900.7934407384,"1,2,3,4,5,6,7","16.2639010701968,13.0938059366736,9.54889532524783,5.05264891430374,0.702505806629802,1.37770408193273,1.86741173281759","-3.49745009943796,1.41258293345102,4.23481809920979,3.80348897254517,-0.0214532335037629,0.823620537777319,0.683027161288947","11569710.4184053,485923.234485746,14029.1884181575,156.436302493003,2.01880510988367,3.96578604734933,6.47152466886938",TRUE,"NaN,NaN,NaN,7.76161929696361,0.529683044381462,1.18098112693628,1.64853068265699","NaN,NaN,NaN,5.07868975337555,-0.375337334575514,0.563702510405715,0.328550229866116","NaN,NaN,NaN,2348.704778157,1.69839390780691,3.25756872393993,5.19933473932056",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
61,21600096,21603925,35809310,positive,3479,uniform,1.43973036731283,TRUE,TRUE,15,137,3479,6,10.2775850346916,7.2643239154557,36591.1343700773,"1,2,3,4,5,6,7","2.32996531362495,2.30856493829048,2.27613616865168,2.11888282177363,1.84288052933757,1.437053267399,0.656956615003629","0.815728769941089,1.31959604113547,1.47669621085985,1.442081641063,1.30280732258776,0.981216276419045,-0.168787310879714","10.2775850346915,10.0599776026309,9.73897785035085,8.32183531934298,6.31470177191646,4.20827686169032,1.92891296756681",TRUE,"Inf,1.42962498832689,2.27294928260294,Inf,0.968894445099021,1.60795619000184,0.0610953501293745","NaN,-0.300946526115048,0.607076068761209,NaN,-0.063966486940661,1.06378136243448,-1.25276749463775","Inf,4.17713242474419,9.70799024092711,Inf,2.63502967845064,4.99259687388219,1.06300026656808",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
62,21602730,21603777,36110642,positive,1954,increase,1.6213177839915,TRUE,TRUE,19,70,1954,4,3.83488561555251,2.17774272528626,22228.2486704478,"1,2,3,4,5,6,7","-0.010397583151982,0.222478202363677,0.455313290314241,0.687256381135663,0.915062890153149,1.13418404859293,1.34413960792134","-0.800152990327572,-0.391938930988411,-0.0804257588190533,0.141708787025898,0.29343820165343,0.381500566289155,0.403628478662384","0.989656284855036,1.24916859043125,1.57666726024789,1.98825303462963,2.49693227942055,3.10863601186696,3.83488561555251",TRUE,"NaN,NaN,NaN,Inf,0.648518319673713,1.55226778569722,1.2571486651345","NaN,NaN,NaN,NaN,-0.259341302583134,0.419861816013999,-1.24571024232113","NaN,NaN,NaN,Inf,1.91270471148198,4.72216691164399,3.51538364758488",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
63,21604542,21604562,36918912,positive,286,decrease,2.49536916607978,TRUE,TRUE,0,99,286,0,1.00027874965967,1.00013689095551,4165.68148170126,"1,2,3,4,5,6,7","-5.15722452121281e-06,4.20838334953544e-05,8.94228744812153e-05,0.000136907127933128,0.000184436243632291,0.000231736042229258,0.000278710816205674","-0.00755227138984254,-0.0114073203537317,-0.0213859359493179,-0.0321837889032732,-0.0431731438450879,-0.0542019242323828,-0.0652411882364189","0.999994842788777,1.00004208471903,1.00008942687283,1.00013691650014,1.00018445325304,1.0002317628951,1.00027874965967",TRUE,"NaN,NaN,NaN,NaN,Inf,0.100033928195856,0.674376484563118","NaN,NaN,NaN,NaN,NaN,-0.834148533875106,-0.947205476074638","NaN,NaN,NaN,NaN,Inf,1.10520841516711,1.96280875279147",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
64,21604544,21604740,36919230,positive,2075,plateau,1.99502870559058,TRUE,TRUE,8,136,2075,6,42156.9938317793,13635.9534911259,21877.3056969343,"1,2,3,4,5,6,7","10.632089808793,10.6491558768727,9.29944603945254,6.7798103080725,3.57126985683124,0.715687894219927,0.448384387767407","4.0951871508002,6.71743227063559,5.89892856696582,3.86587294265084,1.98462942111486,0.00868852859942193,-0.168780345166615","41443.6440564747,42156.9938317792,10931.9616550341,879.90179800796,35.5617227880885,2.04559335022565,1.56578044684343",TRUE,"NaN,NaN,NaN,NaN,Inf,0.335452553337286,0.497112611987476","NaN,NaN,NaN,NaN,NaN,-0.538195935857669,-0.165099541983006","NaN,NaN,NaN,NaN,Inf,1.39857317098298,1.64396763875965",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
65,21600505,21603607,35708154,positive,5609,inverse_plateau,3.98188883297726,TRUE,TRUE,9,48,5609,3,4975.08287754221,738.074071369519,53385.6389094658,"1,2,3,4,5,6,7","-4.77116742905631,-3.53310026829145,-2.14760102009163,-0.390192630050054,2.03038945152016,5.20941617607366,8.51219730825639","-13.6954757814934,-9.79566278240582,-6.26209902960472,-2.66705764631949,1.2218597160082,3.71621729201776,4.85611324341078","0.00847048569441304,0.0292142034546604,0.116763936385093,0.676926465559284,7.61705225378569,182.987194699542,4975.08287754221",TRUE,"NaN,NaN,NaN,NaN,0.95707258331287,6.2799422262198,NaN","NaN,NaN,NaN,NaN,-0.512231018939879,4.28246541502638,NaN","NaN,NaN,NaN,NaN,2.60406212949006,533.757825727448,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
66,21603019,21603131,35104877,positive,1976,uniform,2.42185707881413,TRUE,TRUE,15,71,1976,0,1.64017529619029,1.29181336646466,22424.1630121984,"1,2,3,4,5,6,7","-0.00956243102446308,0.0741319360022565,0.157980826707791,0.241767229568413,0.325232287460797,0.409518614324568,0.49480312404491","-0.347215009138938,-0.210195634081013,-0.163360216685216,-0.171585427407508,-0.202664037706392,-0.248747450908072,-0.309650530938417","0.99048314363522,1.0769488844538,1.17114373981126,1.27349772569791,1.38435217628746,1.50609259917668,1.64017529619029",TRUE,"NaN,-Inf,Inf,1.16958409732582,-0.318920272213651,0.979214026015604,0.800842223988002","NaN,-Inf,NaN,-0.52636542578657,-1.33369875836987,0.0228017958409128,-0.41282412012612","NaN,0,Inf,3.22065288179746,0.726933503795097,2.66236287141585,2.22741612200436",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
67,21602823,21604434,42890557,positive,181,increase,2.27973938479385,TRUE,TRUE,1,32,181,7,163490.423874893,30265.2725682872,1847.6516890153,"1,2,3,4,5,6,7","4.86116669566485,5.16803198904182,5.99466419360472,7.31538477143131,8.92454446607786,10.5621221854768,12.0045096980317","2.87297971065024,3.22013303082053,2.9812896679353,3.32449713654026,4.02532052452918,4.65301073148856,4.821434771544","129.174821931301,175.568975597811,401.281908331792,1503.25009246737,7514.15959863376,38643.0487061559,163490.423874893",TRUE,"Inf,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","Inf,NaN,NaN,NaN,NaN,NaN,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
68,21602338,21603285,45885904,positive,141,decrease,1.12832566847404,TRUE,TRUE,0,36,141,2,4.89116454683582,2.76924731735144,2095.36279856438,"1,2,3,4,5,6,7","0.143360463847692,0.418002761862102,0.687958978295893,0.945382938548492,1.17958922899061,1.38729613735446,1.58743042377108","-1.07786214912889,-0.594588476688244,-0.264150173751151,-0.0547798225679079,0.0621670066761459,0.0731068851249566,-0.0311281875724754","1.15414575451299,1.51892486945748,1.9896504664239,2.57379879667431,3.25303767483568,4.0040091127199,4.89116454683582",TRUE,"NaN,NaN,NaN,Inf,1.88148881586403,-Inf,NaN","NaN,NaN,NaN,NaN,0.54437587636026,-Inf,NaN","NaN,NaN,NaN,Inf,6.5632690909607,0,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
69,21604571,21604740,35708202,positive,8971,plateau,2.06245798825444,TRUE,TRUE,2,61,8971,3,8.90372078686179,6.49957860398233,75530.7266378433,"1,2,3,4,5,6,7","0.969557528322968,1.36101760031513,1.72093320524824,2.00073957505282,2.15268623351406,2.18646925531241,2.13584269594127","-3.34807318637187,-2.62374633575487,-1.93854491544062,-1.10666151596953,0.00988782966966584,1.24842344364392,1.23805526829476","2.63677750183717,3.90016008728569,5.5897424080093,7.39452288178425,8.6079503327979,8.90372078686179,8.4641762293002",TRUE,"NaN,NaN,NaN,Inf,NaN,1.67486591637767,2.32296229657069","NaN,NaN,NaN,NaN,NaN,0.863395568231972,1.41639530042665","NaN,NaN,NaN,Inf,NaN,5.33807935207011,10.2058623620866",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
70,21600083,21600658,36110597,positive,3743,inverse_plateau,2.43058985590301,TRUE,TRUE,14,82,3743,5,15.8441247208036,5.51531342946035,38250.499207127,"1,2,3,4,5,6,7","0.0388368133910522,0.409402905201336,0.788930668745049,1.21202017138554,1.69442455359235,2.22058620930413,2.76279875152897","-1.08838842033461,-0.414106907108942,0.142731054640676,0.655322239322735,1.16478158720522,1.58007495389062,1.84118150523284","1.03960082087457,1.50591834060437,2.2010415248995,3.36026611383666,5.4435126139827,9.21272987122103,15.8441247208036",TRUE,"NaN,1.65480681500361,-Inf,-Inf,1.16347313051758,2.9255992050324,3.47959580736423","NaN,0.189690929551059,-Inf,-Inf,0.256696251187417,1.80356137915226,1.98632863188256","NaN,5.23206906729634,0,0,3.20103159252095,18.6453951178697,32.4466047463843",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
71,21603911,21603929,42889379,positive,1142,uniform,1.62300212308764,TRUE,TRUE,82,1554,1142,5,12.2536689557838,8.12894502162133,13015.6184650467,"1,2,3,4,5,6,7","0.972966743763216,1.42056041665851,1.83351647517176,2.16639990915532,2.40056018631111,2.50582539874219,2.47247254916454","-1.1333648115651,-0.164236460376801,0.616832764915658,1.22126038715308,1.62655522888224,1.735269662988,1.43512270805819","2.64578218514001,4.13943960125191,6.25584655426812,8.72681011104729,11.0293531430623,12.2536689557838,11.8517146007958",TRUE,"NaN,NaN,Inf,Inf,3.93265303346494,2.3134744432135,1.37766339731523","NaN,NaN,NaN,NaN,2.14287035624263,1.31897894841802,-0.348203892717983","NaN,NaN,Inf,Inf,51.0422148996827,10.1094885498683,3.96562470414304",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
72,21604432,21604643,35205345,positive,89,increase,1.96571304146808,TRUE,TRUE,1,36,89,6,1257.97306726874,444.411816648134,1433.75933059551,"1,2,3,4,5,6,7","7.13725702786486,6.82525892161889,6.32330080360474,5.47018692586086,4.49584561365347,3.52887785058794,2.59903673921482","1.88943018280712,4.03187250444669,4.84915619343428,3.82189608342081,2.49960254457925,0.235860563096711,-3.02104489103191","1257.97306726874,920.814792044497,557.409859688811,237.504584360958,89.643941084201,34.0856969013036,13.4507751884339",TRUE,"NaN,NaN,Inf,NaN,Inf,NaN,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,Inf,NaN,Inf,NaN,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
73,21603163,21603176,35809330,positive,525,decrease,2.81213246901196,TRUE,TRUE,0,13,525,4,7681.88141289391,1405.23674619005,7301.1138787342,"1,2,3,4,5,6,7","-0.183243447311299,1.32913815347897,2.84579464768053,4.37028844646949,5.90190706761062,7.43138824204612,8.94661977177731","-5.69042851411518,-3.05737773408518,-1.04423885341759,0.461569930538695,1.59271493295162,2.31880616960423,2.53233616278977","0.832565445244305,3.77778611231663,17.2152332801527,79.0664348446489,365.73428322277,1688.1495075313,7681.88141289391",TRUE,"NaN,NaN,NaN,NaN,NaN,Inf,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,Inf,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
74,21603080,21603925,35708202,positive,9024,plateau,4.60814537836199,TRUE,TRUE,55,231,9024,6,146.272957605321,59.9249434853968,75682.1398189598,"1,2,3,4,5,6,7","3.15845992864955,4.292708620409,4.98547444887179,4.76056572996378,3.97328772788915,1.71973837193997,-0.052479911963164","0.877773526857892,3.42107264749595,4.35073307500253,4.10976627005392,3.43968343474561,1.15570964053358,-1.35726455028982","23.5343234678232,73.1643748710048,146.272957605321,116.811991253234,53.1590162324873,5.58306758603947,0.948873381867801",TRUE,"NaN,Inf,4.72671196366376,4.7199126308337,4.64915258297025,1.3189375815008,0.417072211909061","NaN,NaN,2.67495440645951,2.75978487303967,3.78040031720422,0.632738135394333,-0.908314870133599","NaN,Inf,112.923654181769,112.158453049187,104.49639602073,3.73944640905313,1.51751209142375",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
75,21601390,21601432,35809207,positive,992,inverse_plateau,1.99680772790672,TRUE,TRUE,35,188,992,0,93.523098608456,14.9913811425432,11662.5473426782,"1,2,3,4,5,6,7","4.53820844972502,1.80618842845065,-0.734181569129574,-2.02860848406454,-1.32906883135068,0.529231965879692,1.01363518604099","-1.1170599246458,-1.16955534982527,-3.13627909019227,-4.2810274126201,-2.70079687386711,-0.567324994401213,-1.10195551118826","93.523098608456,6.08720135483112,0.47989806168223,0.131518403831637,0.264723648930421,1.69762797158923,2.75559994848155",TRUE,"NaN,Inf,NaN,-Inf,Inf,1.71342797715028,-1.25266250625215","NaN,NaN,NaN,-Inf,NaN,-0.0058474873507095,-2.74587061667784","NaN,Inf,NaN,0,Inf,5.54794715387452,0.285742990654206",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
76,21602289,21602302,37320158,positive,6075,uniform,1.61919975901643,TRUE,TRUE,35,67,6075,0,1.65159281384196,1.29780086984609,53189.0196108422,"1,2,3,4,5,6,7","-0.00929047263478289,0.0755376779090229,0.160575730198034,0.245977475645615,0.331642266536245,0.417054398172723,0.501740163992214","-0.37782464394381,-0.249956685541843,-0.229984507576782,-0.26728265394058,-0.326330251450677,-0.397451164891921,-0.481010558321502","0.990752550468032,1.0784638612158,1.17418669116433,1.27887076747894,1.39325434564929,1.51748505910423,1.65159281384196",TRUE,"NaN,NaN,NaN,NaN,Inf,0.660497639292282,0.639178458208068","NaN,NaN,NaN,NaN,NaN,-0.226909114271669,-1.18493296639853","NaN,NaN,NaN,NaN,Inf,1.93575540270047,1.89492348082656",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
77,21604393,21604399,36718540,positive,975,increase,3.0751378411786,TRUE,TRUE,93,275,975,2,2.94540995948553,0.911383232453957,11371.6497646999,"1,2,3,4,5,6,7","-7.09719108890065,-4.76734570903526,-2.3344039386114,-0.0231217863224442,1.08024801267364,0.635604584719401,-0.770530958764215","-12.1975255369796,-7.49790368491397,-3.57734692239932,-0.773199770072063,0.429801043025124,0.012260322313147,-1.58901079520011","0.000827425827724151,0.00850291945608148,0.096868204718382,0.977143473816355,2.94540995948553,1.88816335115485,0.462767292718789",TRUE,"-Inf,-Inf,-3.65433794337379,0.517326488081405,2.22872024746577,0.10913319839652,-0.326160891909174","-Inf,-Inf,-5.65928414364595,-0.769144056639588,1.11057275386979,-0.680244411513154,-1.4933853886811","0,0,0.0258786249279816,1.67753673466241,9.28797216455755,1.11531089807131,0.721689064158957",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
78,21604201,21604643,35809310,positive,3480,decrease,2.39887716118854,TRUE,TRUE,16,85,3480,5,163.212818360454,44.3697724430539,36608.9027923329,"1,2,3,4,5,6,7","5.09505498332093,4.46204605914768,3.6589385951928,2.59409546213023,1.57846294473549,0.827377748537645,0.315930917493883","3.52901214530316,3.3640781737265,2.56572086515101,1.46907624853883,0.403776980943412,-0.470442172135741,-1.29425481136294","163.212818360454,86.6646488128473,38.820117137661,13.3844751196303,4.84749920792254,2.28731295961883,1.37153550324342",TRUE,"Inf,2.44828886635708,Inf,-0.518590204700682,Inf,0.0142116324565945,0.563306406079997","NaN,0.218147182006946,NaN,-3.22860263175455,NaN,-1.34292793219427,-1.36170268129501","Inf,11.568534464828,Inf,0.595359291333378,Inf,1.01431309779806,1.75647051450774",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
79,21604344,21604711,36211492,positive,2663,plateau,1.05176319802801,TRUE,TRUE,3,118,2663,0,1.09298170442107,0.709004603181278,26314.3795847218,"1,2,3,4,5,6,7","0.0889094701897779,-0.0639649814126271,-0.219503378056929,-0.381502437517318,-0.554415556942325,-0.739848611173465,-0.929714223664003","-0.507472785510032,-0.539681686634959,-0.624367982229166,-0.753623614124939,-0.92948088122796,-1.1776838555447,-1.50361091578274","1.09298170442107,0.938037847715907,0.802917445387609,0.682834721634607,0.574407871807189,0.47718615070449,0.394666480598069",TRUE,"NaN,NaN,NaN,NaN,3.36610666725798,-0.990219317804623,-1.14934216865427","NaN,NaN,NaN,NaN,1.42954100864793,-1.59014234365031,-1.99916578376334","NaN,NaN,NaN,NaN,28.9655347773143,0.371495206573744,0.316845131497213",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
80,21601423,40253400,35809054,positive,10441,inverse_plateau,1.59631286064784,TRUE,TRUE,16,81,10441,3,8.77654050629622,2.86324245526204,86535.9270716641,"1,2,3,4,5,6,7","-0.865103191639031,-0.462551980202629,-0.0355762018826904,0.448752670922894,1.00615870946783,1.59918410292376,2.1720823102168","-3.11960573102069,-2.24782607826751,-1.41344859990884,-0.54676064969277,0.219086045711242,0.563720495173803,0.672992360847675","0.421008105869199,0.629674676043672,0.965049192862656,1.56635720360557,2.7350745942965,4.9489929078605,8.77654050629622",TRUE,"NaN,NaN,NaN,-Inf,0.847692771381356,1.67951469759676,2.19219369301386","NaN,NaN,NaN,-Inf,-1.0185623520552,0.471510075127414,0.290099042325257","NaN,NaN,NaN,0,2.33425497429079,5.36295268565591,8.95483574442956",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
