triplet_id,drugA,drugB,meddra,type,N,model_success,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,classic_success,log_ior_classic,log_ior_classic_lower90,ior_classic
2284,21603497,21604115,35809059,negative,11,TRUE,58,3056,5,15.2809551182043,9.38360356526256,32529.1510006694,"1,2,3,4,5,6,7","0.739022461317459,1.29948602134682,1.8342870627309,2.30055507726663,2.62397482096093,2.72660728952073,2.68185352278843","-2.01027356746882,-0.80807693575085,0.171411650864497,0.979993006355784,1.66736311582538,1.90251950712613,1.01415840929073","2.0938876575456,3.66741121204338,6.260669089649,9.9797204336095,13.7904292777388,15.2809551182043,14.6121521680473",TRUE,||-Inf|-Inf|2.7713539065644|2.75691788573253|-Inf,||-Inf|-Inf|1.70479617824148|1.51291975177354|-Inf,||0|0|15.9802551423327|15.7512209945843|0
2285,21601423,21603800,36110026,negative,22,TRUE,1396,477,0,1.00000084673203,0.999980121488789,6894.06465357442,"1,2,3,4,5,6,7","8.46731670556267e-07,-6.03349790306851e-06,-1.29217627833356e-05,-1.98408044775888e-05,-2.6903766247699e-05,-3.38151608447745e-05,-4.04833698315343e-05","-0.00359436780989921,-0.00387269459528441,-0.00615539840567039,-0.00898402266183527,-0.0120027608290626,-0.0150485769451267,-0.0180862569190866","1.00000084673203,0.999993966520298,0.999987078320702,0.99998015939235,0.999973096595655,0.999966185410881,0.999959517449609",TRUE,|Inf||0.375807704066847|-0.957493212935297|-0.0450348224620383|-0.103410726442039,|||-1.51805228925498|-2.57389926222745|-1.94162737660585|-1.94380602234053,|Inf||1.45616709183673|0.383853920960616|0.955964192226696|0.901756522161715
2286,21604431,21604574,36718119,negative,13,TRUE,312,1005,0,2.18706675688451,1.64057989289255,13043.6712093014,"1,2,3,4,5,6,7","0.120740178910785,0.250809170509174,0.377059079013938,0.492256594936156,0.590483303293647,0.685488503625524,0.782561265638698","-0.639267397800826,-0.465319017894787,-0.384755794228471,-0.349192925182034,-0.332130720311021,-0.359484340127447,-0.436663226478613","1.12833170990504,1.28506483266362,1.45799044346457,1.63600385565671,1.80486049966434,1.98474115200906,2.18706675688451",TRUE,||-Inf|3.55846838887689|-1.48278473525679|1.62590259082142|0.515319614172272,||-Inf|1.79247921490953|-3.38327997309682|-0.793565808296598|-1.94027011945274,||0|35.1093820236745|0.227004659505196|5.08300484083119|1.67417350587485
2287,21604562,21604714,36718132,negative,15,TRUE,482,9281,0,1.00702970835285,1.00347991560394,78235.082213373,"1,2,3,4,5,6,7","-0.000115235950928216,0.00108428048624898,0.00228509912547281,0.00348700310306338,0.00468560953939656,0.00586542049710514,0.00700511514122448","-0.0331191050508634,-0.131820051104508,-0.273989215732471,-0.417353998073532,-0.560532122381547,-0.701544927231244,-0.837822941777043","0.999884770688479,1.00108486853085,1.00228771195429,1.00349308977107,1.00469660417325,1.00588265575678,1.00702970835285",TRUE,||||-0.529526245370183|0.696318055715878|-Inf,||||-2.27269673330748|0.169523123199485|-Inf,||||0.588883890072571|2.00635181539668|0
2288,21603756,21603896,37522220,negative,72,TRUE,458,16798,0,1.10535039593051,1.05468496176727,122745.162704491,"1,2,3,4,5,6,7","0.00494912841822659,0.0209947918862112,0.0369424527698889,0.0528490992549413,0.0687481591267218,0.0845212306113443,0.10016238509362","-0.0988038989378207,-0.108597027912058,-0.151003910072365,-0.202925582911847,-0.258050811609105,-0.314575520360501,-0.372532136212985","1.00496139558319,1.02121673301073,1.03763330619732,1.05427054290492,1.07116641169221,1.08819594705198,1.10535039593051",TRUE,-Inf|0.816547733735327|0.409448956679308|0.393062679763447|0.0609882164925685|0.401122878321758|-0.436271018365167,-Inf|-0.476645122514761|-1.12344288458742|-0.459400308027252|-0.491887339220629|-0.033004235290195|-1.15278220925272,0|2.26267498205312|1.50598769196651|1.4815112471936|1.06288638958373|1.49350077609409|0.646442504401668
2289,21603909,21603927,36516812,negative,21,TRUE,846,2883,0,1.01862720785785,0.788763725325498,31123.6466212282,"1,2,3,4,5,6,7","0.0184558461442812,-0.070499944817576,-0.159988627927536,-0.25066749214801,-0.343165567105477,-0.438030677997839,-0.535238249609183","-0.325078584674094,-0.34981436437996,-0.438505418814959,-0.577316872506356,-0.745983858593247,-0.938589826023596,-1.15633763384256","1.01862720785785,0.931927790951833,0.852153479662231,0.778281113120941,0.709520728541515,0.64530598585799,0.585529771286123",TRUE,||||-0.255771605560928|-0.338958562749994|-1.53491293595949,||||-1.75182146877722|-0.918201242339692|-2.62219491036645,||||0.774318798705689|0.712511973014251|0.215474450429382
2290,21600575,21604344,36313524,negative,21,TRUE,402,1975,4,4.61341218267367,3.29293609118295,23033.6559906487,"1,2,3,4,5,6,7","1.39816611517176,1.49617405467137,1.52896775299537,1.35915250141691,1.00984851448045,0.647979669399025,0.318484851468058","-0.151127981993272,0.410125219460674,0.603322225560683,0.593602520153498,0.405884424760915,-0.0407138560690894,-0.696849307606137","4.04777001207297,4.46457513234651,4.61341218267367,3.89289268232522,2.74518512772192,1.91167470999394,1.37504279114643",TRUE,|-Inf|3.10948969404395|3.83402772459055|0.224826556112853|0.307471219985333|-0.209447574165581,|-Inf|1.50581060499373|2.26820986491932|-0.953805189996908|-0.573486134709677|-1.61273217716788,|0|22.4096057271076|46.2484395805593|1.25210552730759|1.35998166764638|0.811032157356154
2291,21604348,21604571,36718500,negative,10,TRUE,257,495,5,17.3954998543688,8.28228674580845,7112.21118253248,"1,2,3,4,5,6,7","0.424988091228705,0.958318992794807,1.47680183164811,1.95432884112681,2.35870357103478,2.66919134800801,2.85621154371096","-1.71772587776742,-0.769373378412499,0.00507579626966703,0.676581394601478,1.30840890399483,1.81846640598,1.76368093881084","1.52957220422936,2.60730988081337,4.37891874328045,7.05917960239917,10.5772299326113,14.4282970029567,17.3954998543688",TRUE,|||0.9942715502665||3.00246689471361|-Inf,|||-1.921586666301||1.56876476129024|-Inf,|||2.70275480299577||20.1351469942957|0
2292,21603967,21604348,42889647,negative,21,TRUE,593,4212,0,1.3995358912648,0.702070770678121,42098.4609631879,"1,2,3,4,5,6,7","0.336140675421444,0.0818508694023166,-0.183879949086862,-0.47813236436465,-0.810396271246625,-1.16511678962578,-1.50904211045777","-0.896935983212605,-0.971500673386488,-1.0962345603973,-1.22271081678801,-1.33779361250398,-1.56679137758302,-2.05937503690688","1.3995358912648,1.0852939472255,0.832035684474855,0.619940133569077,0.444681816686086,0.311886234828877,0.221121686697646",TRUE,-Inf||1.72915911742572|2.11799035290552|2.18977005897465|-2.01703830292414|-1.32470366184898,-Inf||-0.652214776275593|0.0387611293963879|0.670298282517369|-2.80084550653944|-1.94166743639268,0||5.63591277449702|8.31441165358297|8.93315877883055|0.133048932761573|0.265881738318428
2293,21604543,21604559,36918912,negative,48,TRUE,462,286,0,1.07676512935203,0.262821766252008,3736.22544736965,"1,2,3,4,5,6,7","-4.03123376592299,-3.55980127814736,-2.99044368047989,-2.17246299420126,-0.914404955583583,0.0739612957955824,-1.88470768942573","-19.7128391980359,-14.6835651661693,-10.5436402316889,-6.80571673565881,-3.04525651999292,-0.476076625610597,-2.70883431880809","0.0177524141133471,0.0284444766916856,0.0502651301184026,0.113896744138465,0.400755022193957,1.07676512935203,0.151873447156168",TRUE,||||-Inf|-0.134571435073936|-1.66109682378404,||||-Inf|-0.772796528511995|-2.63277834818071,||||0|0.874090435931373|0.189930545474796
2294,21604711,21604714,36718321,negative,12,TRUE,174,4762,0,0.999999011500267,0.999991355906447,47469.4143114705,"1,2,3,4,5,6,7","-9.88500221232869e-07,-3.57028763797729e-06,-6.15431916273224e-06,-8.72783908434371e-06,-1.12751346308393e-05,-1.37426661366291e-05,-1.60502586838973e-05","-0.00389170290905824,-0.00347400869323367,-0.00431549444170472,-0.0057923832465288,-0.00750841255201034,-0.00935617880475809,-0.0113244464829093","0.999999011500267,0.999996429718735,0.999993845699775,0.999991272199003,0.999988724928933,0.999986257428293,0.999983949870121",TRUE,-Inf||-Inf||0.84397213912934|-0.67740066925884|0.182957388948764,-Inf||-Inf||-1.02129943615465|-1.89270510074135|-0.521562120167763,0||0||2.32558620659756|0.507935570455705|1.20076324120671
2295,21601399,21601423,35104341,negative,17,TRUE,565,175,0,1.00681379372134,0.497394384844697,2527.23873966325,"1,2,3,4,5,6,7","0.00679068474272082,-0.276069522865262,-0.560297664929785,-0.849731108812726,-1.15061401254624,-1.46260967806574,-1.77464059503518","-0.906198469979598,-1.00771356373434,-1.21692448300257,-1.50488868219744,-1.84583434241943,-2.23820230575752,-2.69132103373264","1.00681379372134,0.758760177745889,0.571039060246242,0.4275298755102,0.316442410105677,0.231631002943293,0.169544373640238",TRUE,|Inf||-0.759051169941811|Inf||-2.72764111288874,|||-3.39446604694557|||-4.03715893650787,|Inf||0.468110373554669|Inf||0.0653733162041148
2296,21603980,21604714,35708154,negative,11,TRUE,147,5600,0,1.47080360117483,1.21374541962671,53365.1877956463,"1,2,3,4,5,6,7","-0.0127384716581256,0.0523361978848564,0.117663734486817,0.183543419236666,0.250163325110242,0.31756169667984,0.385808918888292","-0.293239796724968,-0.191392774748593,-0.172922625425492,-0.199698126239016,-0.243562443815798,-0.296937784682806,-0.360604367874621","0.987342319257186,1.05372994474764,1.12486579418985,1.2014671310649,1.28423514740716,1.37377399954541,1.47080360117483",TRUE,|-Inf|||2.84534923215939|-0.0943513539906843|1.0298179297304,|-Inf|||0.819765329411743|-0.982563628593305|0.224008467272603,|0|||17.2075670555042|0.909962986940056|2.80055589031165
2297,21602256,21603905,35506459,negative,48,TRUE,161,295,7,6485.12560303519,2865.56859135565,4026.29437828884,"1,2,3,4,5,6,7","8.20671818334186,8.27910858858327,8.41348959543583,8.7772664648028,7.16519462285973,5.02141560302338,2.70670283771042","3.466759817418,6.0999050649719,6.79794007877934,7.69619475500241,6.22760642085943,4.40897188582484,0.155883595363967","3665.49322864826,3940.68004866955,4507.46231907278,6485.12560303519,1293.61334303127,151.625793874062,14.9798031584211",TRUE,|Inf||Inf|Inf|Inf|,||||||,|Inf||Inf|Inf|Inf|
2298,21602085,21603896,35809054,negative,10,TRUE,137,10425,0,1.18048072658747,0.64802409096554,86552.051902963,"1,2,3,4,5,6,7","0.1659217509277,-0.0634722555881608,-0.297090214109099,-0.536914918374047,-0.782785681281891,-1.03193064894496,-1.28658394646459","-0.624479852500143,-0.652460225871302,-0.770299976899513,-1.003199532347,-1.3498679901159,-1.78076783464205,-2.28423605367593","1.18048072658747,0.93850015707433,0.742976982331916,0.584548854373881,0.457130815229572,0.356318370384225,0.276212730777386",TRUE,|0.254412502671356|0.219630992117246|0.307904056075892|-1.92277416674754|-0.67971742060325|-Inf,|-1.88652700944777|-1.72532088815667|-0.874374218468326|-3.64520480604775|-1.62331320192599|-Inf,|1.28970370077773|1.245617003278|1.36057044420732|0.14620081359341|0.506760172118547|0
2299,21602735,21603732,35809310,negative,12,TRUE,444,3464,0,1.0001437592439,1.00008327701849,36818.3364022678,"1,2,3,4,5,6,7","1.18790445489125e-05,3.8022871227561e-05,6.36951704331423e-05,8.81091080433549e-05,0.000109856110483975,0.000127596701876342,0.00014374891152702","-0.00750710581530092,-0.0075810063810921,-0.0102955104105134,-0.0139668467819786,-0.0178322671431901,-0.0216677701920614,-0.0256284515548218","1.00001187911511,1.00003802359411,1.00006369719901,1.00008811298976,1.00010986214489,1.00012760484268,1.0001437592439",TRUE,||-Inf|-Inf|1.03911458821551|-1.42781468476162|-Inf,||-Inf|-Inf|0.199049500692844|-3.14591469035573|-Inf,||0|0|2.82671310092698|0.239832459516854|0
2300,21604543,21604559,36919158,negative,14,TRUE,462,200,0,1.00000084411072,0.999996031273731,2946.41736134022,"1,2,3,4,5,6,7","8.44110362052675e-07,-6.55369216673307e-07,-2.18075567914866e-06,-3.7688956808779e-06,-5.46294486092336e-06,-7.29871388127634e-06,-9.25860939471335e-06","-0.00174777862474938,-0.00153952564395152,-0.00212424931713788,-0.0030589106714276,-0.00412928250510734,-0.00529521492718452,-0.00654511113640736","1.00000084411072,0.999999344630998,0.999997819246699,0.999996231111421,0.999994537070061,0.999992701312754,0.999990741433466",TRUE,||||Inf|0.739537427505793|-1.52638658137972,|||||-0.409877111225155|-2.68515135261947,||||Inf|2.09496621657829|0.217319516663276
2301,21601428,21604229,36776613,negative,15,TRUE,29,4277,1,296.831087570223,42.7781659290819,43116.6632053994,"1,2,3,4,5,6,7","-6.16993304564646,-5.86807668982118,-5.36327192857105,-4.34426933853384,-2.40334609318355,0.917519097104069,5.69316324829539","-22.5767806852338,-18.4166103664353,-15.1472848025729,-11.9250466277674,-7.75570774376923,-1.9878400096939,3.78401398580131","0.00209137602255712,0.0028283078194575,0.00468555021397297,0.0129809894923707,0.0904149098528224,2.50307279994872,296.831087570223",TRUE,||||-Inf|-Inf|5.4589649403433,||||-Inf|-Inf|3.2794424185869,||||0|0|234.854210398081
2302,21603392,21605129,35809115,negative,12,TRUE,541,4231,0,0.999995091538449,0.999930159620038,43295.0191557593,"1,2,3,4,5,6,7","-4.90847359735369e-06,-2.71044498187933e-05,-4.91506228086358e-05,-7.08123898078838e-05,-9.18052036178452e-05,-0.000112190110501231,-0.000132934846453381","-0.0070984864212595,-0.00700322376711983,-0.00957161210659094,-0.0131661976142953,-0.0170691234737233,-0.021125081582722,-0.025390632476999","0.999995091538449,0.999972895917503,0.999950850585063,0.99992919011733,0.999908199010351,0.999887816182574,0.999867073988992",TRUE,|-Inf|-Inf|-Inf|-1.54259092710438|0.33726260353767|Inf,|-Inf|-Inf|-Inf|-3.48927559575422|-0.788000302766596|,|0|0|0|0.213826374559381|1.40110695107417|Inf
2303,21604422,21604571,37220005,negative,10,TRUE,251,40,2,138.612292412439,47.9180898727544,584.499919621324,"1,2,3,4,5,6,7","1.55480516598278,2.24045247426936,2.8788094279294,3.4183700380253,3.92461833374424,4.42767061340578,4.93168077266753","-2.33254634202155,-0.115920305688877,1.0493956700212,0.618052360478583,-0.449082755735231,-1.71775941063807,-3.13818872589621","4.73416405909666,9.39758248986124,17.7930766240238,30.5196286229676,50.6337491770189,83.7361357238731,138.612292412439",TRUE,||Inf||||,||||||,||Inf||||
2304,21600098,21601423,35104877,negative,10,TRUE,172,1961,0,1.00027933068959,1.00012432765588,21260.6349846496,"1,2,3,4,5,6,7","-2.38871515758632e-05,2.36341782384741e-05,7.17709408331046e-05,0.000121318127719761,0.000172661249016492,0.000225414743191266,0.000279291684034177","-0.00854970464275896,-0.00766326031331474,-0.0130458056012956,-0.0202148426923507,-0.0279735258307181,-0.0360677834837147,-0.044432700710651","0.99997611313372,1.00002363445753,1.00007177351643,1.00012132548706,1.00017267615583,1.000225440151,1.00027933068959",TRUE,||-Inf||-0.00880521534605006|-0.389930443968266|1.5827086101472,||-Inf||-1.22867023521514|-1.48118627023997|-0.40713574021948,||0||0.991233437031896|0.677103969525465|4.86812381926135
2305,21601518,21602102,35809054,negative,11,TRUE,142,10425,0,0.999919041317954,0.999703517324003,86536.2164955931,"1,2,3,4,5,6,7","-8.09619593766797e-05,-0.000156500562586981,-0.000230577724303682,-0.000302329418365055,-0.000370680067463436,-0.000435544219236306,-0.000499160670428989","-0.0129197666975848,-0.0169077301256539,-0.0237005007817955,-0.0312357679101487,-0.0388559499956571,-0.0464310320974849,-0.0541331672222714","0.999919041317954,0.999843511682987,0.999769448856697,0.999697716278568,0.999629388625905,0.999564550616378,0.999500963889532",TRUE,-Inf|-1.47707863258334|-0.0869591573594233|-0.706452485928674|-1.22026327264147|0.122441248783312|0.872896946468857,-Inf|-3.2218680895175|-1.91798689906513|-2.46923001112783|-2.46125222259644|-0.727748704824174|-1.02357301054145,0|0.228303674030198|0.916714535910869|0.493391409466764|0.295152451128798|1.13025271440119|2.39383563200625
2306,21604711,21604714,36718301,negative,10,TRUE,174,1707,0,1.6011486718425,1.2465288395974,20322.0068727291,"1,2,3,4,5,6,7","-0.037748311906725,0.0389518570060705,0.116793573775738,0.197380723179386,0.282541885415154,0.373826518337568,0.470721291566077","-0.394077266057682,-0.242832660285563,-0.179106768117298,-0.182807660371411,-0.221764280897861,-0.285877106407882,-0.373908413313595","0.96295527477066,1.03972042719102,1.12388740590977,1.21820775235605,1.32649733482474,1.45328501028706,1.6011486718425",TRUE,||||-Inf|-Inf|1.76721469483007,||||-Inf|-Inf|0.937173852817731,||||0|0|5.85452399485456
2307,21600484,21603080,35104877,negative,12,TRUE,55,1961,0,0.932143924727795,0.668641598236591,22152.7826305481,"1,2,3,4,5,6,7","-0.070268050545363,-0.192661178832661,-0.313698251473513,-0.432787924108337,-0.550255182699813,-0.668438124337633,-0.787815472025452","-0.645154289396998,-0.69618798205311,-0.826658611153025,-1.00904489999075,-1.22295919142141,-1.47076041380111,-1.75474157135402","0.932143924727795,0.824761373414557,0.730739494460761,0.648698050435492,0.576802601553589,0.512508427430658,0.454837315633284",TRUE,|-Inf|-Inf|-2.27860429178316|-0.0086142052871237|-0.841067557081666|,|-Inf|-Inf|-4.28001220019739|-1.14566738186469|-1.82230017766064|,|0|0|0.102427065294559|0.991422790672763|0.431249893720564|
2308,21600193,21602485,35809243,negative,19,TRUE,49,5249,0,1.09868513245948,1.0471349690389,44496.0905477458,"1,2,3,4,5,6,7","-0.00250895820999109,0.0133363632699695,0.0292459057071737,0.0452868618190907,0.0614910322778641,0.0778061280133446,0.0941141306949191","-0.113073922817517,-0.121634528847021,-0.207932871196125,-0.30949985746406,-0.41536428800626,-0.523323389049172,-0.632542971047424","0.997494186595047,1.01342568921531,1.02967776698502,1.04632796840621,1.06342096002236,1.08091307958884,1.09868513245948",TRUE,|||||1.08670191090843|Inf,|||||-0.699167920567791|,|||||2.96448081009216|Inf
2309,21602735,21603909,43053882,negative,25,TRUE,880,500,5,1022.71520612639,253.359356659029,6788.68657255139,"1,2,3,4,5,6,7","6.9302163363104,6.20042086878295,5.3089884136296,3.93249157269544,1.4493740357859,-0.999492288922195,-3.33264390256474","3.13090157881295,4.14893181219678,4.01939269593794,3.08512889123764,0.695807984620264,-2.21436361885302,-6.20802442890955","1022.71520612639,492.956467429053,202.145637153362,51.0339742496768,4.2604467930781,0.368066265061288,0.0356985965760416",TRUE,|Inf|-Inf|Inf|0.923746195378167|-0.896436754907438|-Inf,||-Inf||-0.224405158135895|-2.2218621538677|-Inf,|Inf|0|Inf|2.51870831167075|0.408020951203493|0
2310,21600083,21600575,42889536,negative,14,TRUE,301,565,0,0.916177671020923,0.425839192178155,7411.9655484793,"1,2,3,4,5,6,7","-0.0875449691199499,-0.415285379177726,-0.740433015439566,-1.05858878207737,-1.36545888480844,-1.66866402819112,-1.98828446661863","-1.23239034238832,-1.31408602135377,-1.47532621228738,-1.68184366977066,-1.91712737523235,-2.248650624195,-2.76713650174477","0.916177671020923,0.660151860225575,0.476907362552722,0.346945080130951,0.255263512559813,0.188498726480008,0.136930132277095",TRUE,|||-Inf|-2.07548169927862|-1.41528321416675|-Inf,|||-Inf|-3.46373594506797|-2.09251068980161|-Inf,|||0|0.125495961617002|0.242856823215191|0
2311,21602735,21603718,37019318,negative,16,TRUE,324,1301,2,5.6291947675092,1.61863423562641,16118.8819073467,"1,2,3,4,5,6,7","-3.91677555296256,-1.87104417279006,0.142742116203491,1.7279664066133,1.4499047457028,-2.2076924545146,-6.65929736419823","-12.9012022408683,-6.82939084381945,-2.22458736689853,0.916655419796733,0.799762375227651,-4.21595699283484,-12.1774993388127","0.0199051745590024,0.153962814072192,1.15343231180517,5.6291947675092,4.2627084545316,0.10995408004167,0.00128204686601454",TRUE,||-Inf|2.97853704451038|1.36379279211618|-Inf|-Inf,||-Inf|1.32203111141491|0.517816343460875|-Inf|-Inf,||0|19.6590353033672|3.9109988123969|0|0
2312,21602734,21603929,42890355,negative,59,TRUE,1219,939,0,0.931601295521619,0.445194950539128,11085.573533982,"1,2,3,4,5,6,7","-0.0708503503314208,-0.377392901185115,-0.682282829999696,-0.983202026982773,-1.28664994758173,-1.6136617887671,-1.9366083845511","-1.03145288775515,-1.08943016658918,-1.20887458164982,-1.37390114065299,-1.6106873974785,-2.01637430963508,-2.56335172195239","0.931601295521619,0.685646629593656,0.505461790962947,0.374111264561984,0.276194501030185,0.199157006337219,0.144192165766284",TRUE,|||-1.55328693144244|-1.07734221138404|-2.16508766089422|0.134028809414765,|||-2.80726302108045|-1.55449566857736|-2.76061539974332|-1.97946758104197,|||0.211551474587678|0.340499299254627|0.114739875956281|1.14342576059713
2313,21602338,21603925,37019321,negative,113,TRUE,3230,899,0,1.00000105498587,0.999926054866493,11455.7636535227,"1,2,3,4,5,6,7","1.05498531777215e-06,-2.4725443479312e-05,-5.04579249627213e-05,-7.55750716781023e-05,-9.96440630114392e-05,-0.000122762718285152,-0.00014553322216404","-0.00361820956948692,-0.00602820261609391,-0.0111424396698431,-0.0164776970933726,-0.0216880426050211,-0.026752548131573,-0.0317872938548725","1.00000105498587,0.999975274862192,0.999949543348017,0.999924427784046,0.999900360901293,0.999877244816749,0.999854477367282",TRUE,|Inf|Inf|Inf|Inf|Inf|Inf,||||||,|Inf|Inf|Inf|Inf|Inf|Inf
2314,21603924,21603927,35809310,negative,14,TRUE,222,3464,3,2.55321861042491,1.58463965272642,36780.3025375902,"1,2,3,4,5,6,7","-0.127365531352426,0.0411005064678021,0.212455621898594,0.389721468322769,0.572982251940997,0.756150760623169,0.937354763431992","-0.784512426366875,-0.452158362528393,-0.193418381870312,-0.0264131553876889,0.0530021535367686,0.0710641986414955,0.0458731675115183","0.880411795658326,1.04195682368292,1.23671122945112,1.47656946523157,1.77354834043302,2.1300613042031,2.55321861042491",TRUE,||-Inf|-Inf|0.930145285413952|1.57277197067511|0.518194804439244,||-Inf|-Inf|-0.0998341259365812|0.666558099063731|-0.901522172752112,||0|0|2.53487743158321|4.81999056540198|1.67899399984203
2315,21600663,21603911,36110649,negative,47,TRUE,170,857,6,78849.5028486653,16814.4250250607,11018.389264234,"1,2,3,4,5,6,7","11.2752962873449,10.2900291005478,9.01126370514366,7.00353666679121,4.48448625149107,3.27925909262231,1.18318494225441","0.193287642161827,3.40003326578975,5.33507614892126,5.34272835734021,3.02039755373164,1.85720524210399,-1.35649677807945","78849.5028486653,29437.630990956,8194.87063447022,1100.51845094475,88.6314048622881,26.5560898063136,3.26475572029111",TRUE,|Inf||4.00671984570479|Inf|3.15984465881358|-Inf,|||1.30100198164391||1.36611409812303|-Inf,|Inf||54.9662766689608|Inf|23.5669347291067|0
2316,21602485,21604415,35909443,negative,20,TRUE,51,1123,3,2.13202928986591,1.48269924404554,5434.57359534841,"1,2,3,4,5,6,7","-0.0275738610322929,0.09907297383441,0.226481184485746,0.355569131448608,0.487092250684064,0.621203920766705,0.757074244420258","-0.487160372656059,-0.274327207093795,-0.117588955976537,-0.00196737609238679,0.0903835862354729,0.162470478903718,0.205260210027866","0.972802827678779,1.10414687044995,1.25417901158883,1.42699256956457,1.62757674752163,1.86116739164912,2.13202928986591",TRUE,|||||Inf|,||||||,|||||Inf|
2317,21602823,21604436,35809054,negative,10,TRUE,41,10425,5,71.8651114764219,17.42969786626,86580.0489696884,"1,2,3,4,5,6,7","4.27479091019412,3.33568827085959,2.51433416129128,1.74300183303987,0.968103961273786,-0.00627779624501335,-1.06270529177591","2.03228891243131,2.03995488049195,1.60266093407969,0.880464456265298,0.0696785047147349,-1.30864826336,-3.30672976360537","71.8651114764219,28.097715408885,12.3583773529967,5.71447159148735,2.63294755316241,0.993741867947052,0.345519812919553",TRUE,Inf|2.61031283898204|2.52853766915843|-Inf|1.96212366011051|-Inf|-Inf,|0.52663031116695|1.18117287367722|-Inf|0.886682953633575|-Inf|-Inf,Inf|13.6033058305831|12.5351621732155|0|7.11441964293683|0|0
2318,21602730,21602734,35104236,negative,14,TRUE,320,677,0,0.827086413087261,0.475173175830131,8836.04316699593,"1,2,3,4,5,6,7","-0.189846099589726,-0.39528751861638,-0.60067935023064,-0.81212208914536,-1.04151534559131,-1.30156165820334,-1.56897050152144","-1.10253297912206,-1.08339527132402,-1.14555781128516,-1.30399427599301,-1.58364719014015,-2.01011068250807,-2.53504234238356","0.827086413087261,0.67348637153897,0.548438927396672,0.443915038697513,0.352919481573931,0.272106523672872,0.208259474843696",TRUE,|-Inf|-0.18563673861308|-1.77750617202249|-0.107444144068048|-2.90579044580377|-Inf,|-Inf|-2.23469872649228|-3.1252373725797|-0.890095577406676|-4.65213495269082|-Inf,|0|0.830575256107171|0.169059226629845|0.898126686752902|0.0547055317488397|0
2319,21604711,21604713,37522220,negative,11,TRUE,66,16798,4,13.1007591820235,4.60085516625924,122790.462785121,"1,2,3,4,5,6,7","-0.161118267220496,0.244313538696417,0.654447904523011,1.07603970568947,1.52186795072239,2.02014212265914,2.57267018135413","-1.60193159222154,-0.891431620254329,-0.282870793668498,0.276185641474272,0.837241582944975,1.38298889403846,1.73387830054003","0.851191397113405,1.27674457657005,1.92407994824676,2.93304081501493,4.58077386826273,7.53939637658329,13.1007591820235",TRUE,|||Inf|-Inf|1.62537890087787|2.79265635936323,||||-Inf|0.527140662763481|1.7989885161277,|||Inf|0|5.08034361920136|16.3243255335102
2320,21600098,21604436,35708093,negative,10,TRUE,122,5780,3,7.17493453092772,3.53331832221958,55354.1326600595,"1,2,3,4,5,6,7","1.97059363699468,1.64219333264668,1.29453811980202,0.989386655126945,0.783056310080112,0.683074078894944,0.633824787990495","-0.614569611972854,-0.0852918783681249,0.242225517366879,0.26349880786524,0.0899832879767313,-0.123776988168992,-0.564188012700402","7.17493453092772,5.16648892290364,3.6493100407775,2.68958432359033,2.18814972016087,1.97995492420633,1.88480579297066",TRUE,|2.78067284063974|1.52512600949581|0.926004407290306|0.439845762519153|0.42875357999677|1.39586113341154,|1.44153017335863|-0.446009417529762|-0.964135194120025|-1.32346995102239|-0.628193009772711|-0.490329241179917,|16.1298701298701|4.59572263751433|2.52440251572327|1.55246775132934|1.53534264863792|4.03845072055017
2321,21604210,21604348,35909437,negative,11,TRUE,19,39,3,15.018333870115,5.32807778021683,124.607824856022,"1,2,3,4,5,6,7","-0.138466664120998,0.310357995909207,0.763225025415586,1.22545500871388,1.70244106768896,2.19782221149685,2.70927171276065","-1.8273814267232,-1.0653088139089,-0.533728894150201,-0.173005129716303,0.0937978775223012,0.287607879654201,0.384562504614562","0.870692276077694,1.36391330212499,2.1451833474969,3.40571536046269,5.48732599022507,9.00538031501552,15.018333870115",TRUE,||||||Inf,||||||,||||||Inf
2322,21601399,21603895,35104883,negative,12,TRUE,91,2387,0,1.00002253308484,1.00001438531726,26938.6984386224,"1,2,3,4,5,6,7","2.25328309717554e-05,1.99403820744237e-05,1.70760717850271e-05,1.43777346979235e-05,1.17372322874232e-05,9.03813163599665e-06,5.99400782785864e-06","-0.00751536915946234,-0.00665286720559437,-0.00793496643066221,-0.0104276089410109,-0.0134162133543039,-0.0166810800288996,-0.0201905528755009","1.00002253308484,1.00001994058089,1.00001707621758,1.00001437783806,1.00001173730117,1.00000903817248,1.00000599402579",TRUE,|1.63288190699197||0.215755122343749|-0.448929143001676|0.585138292967011|,|-0.520084748039545||-1.59612633352877|-1.91251729182003|-0.59082985561832|,|5.1186048259791||1.24079849796729|0.638311325915968|1.79523923743441|
