triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,message
110,21601518,21605129,37219868,positive,606,inverse_plateau,4.4050683849363,TRUE,TRUE,0,128,606,2,385.645167479344,58.1026360055578,7681.13588369849,"1,2,3,4,5,6,7","2.28422743414608,0.281179143411506,0.882669467126421,-0.6797131207983,0.709465097327105,5.95491769145576,1.60412089539457","0.946330983298896,-1.05074688632862,-1.48315370997955,-3.87224122506969,-1.51035979295816,4.61097991032993,-1.33257535001876","9.81809816586407,1.32469089232594,2.417344121679,0.506762351093128,2.03290356221765,385.645167479344,4.97348546638115",
111,21601161,21602102,35104074,positive,0,uniform,1.1147488784045,FALSE,FALSE,0,106,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
112,21604544,21604740,36919235,positive,3286,increase,1.55259609843294,TRUE,TRUE,0,136,3286,0,4.79341623575977,3.0998769654409,34332.1184478235,"1,2,3,4,5,6,7","1.19069885374256,1.41593012379271,1.5672433588354,1.51462658457334,1.09824049810647,0.291879905417686,-0.493515364536068","-1.50169104989468,-0.882700647184366,-0.935013947705137,-1.05696634562456,-0.800117783389502,-0.404303064086381,-1.44557165997466","3.2893791992736,4.12031708917837,4.79341623575977,4.54772261995859,2.99888483563171,1.33894220827808,0.6104765700062",
113,21601399,21601423,36776613,positive,4355,decrease,1.07905905904057,TRUE,TRUE,0,565,4355,7,1692.64874502629,332.290996913462,43073.7349208992,"1,2,3,4,5,6,7","5.44102197940141,7.43404988572614,5.6608619258608,2.17743791472475,2.55187221417612,3.12631220709919,4.26084181862399","2.30534597039186,6.24523950752031,4.81485248807197,1.45132403252775,1.97446552003919,2.56486924541916,3.64184042680256","230.677811008096,1692.64874502629,287.396250091306,8.82367027775419,12.8311038835742,22.789780393008,70.8696177142062",
114,21601435,21603718,42890355,positive,1176,plateau,1.18623248549799,TRUE,TRUE,0,1104,1176,2,12.4340560683479,3.07525087317682,11964.4520084978,"1,2,3,4,5,6,7","1.39335727814195,1.15408269266772,-3.8423728356122,-3.94202943290219,2.52043916511379,-1.63284982601658,0.505015813014344","-3.67415336791637,0.155381811076893,-7.50429931084778,-6.20383898068241,2.15085086972761,-2.24543344119657,-0.286922565657355","4.02835167298541,3.17111319756099,0.0214426610227902,0.0194087859211015,12.4340560683479,0.195372003795723,1.65701172260382",
115,21604436,21604559,35909624,positive,463,inverse_plateau,1.1653560944866,TRUE,TRUE,0,84,463,2,1322.36217057925,195.610194803889,6433.38541672669,"1,2,3,4,5,6,7","-10.192142550995,-7.4691454186534,-4.51002604941413,-0.953729286617982,3.64912261867289,7.18717493945763,2.08832219839538","-50.0818267557888,-34.0579043744673,-20.3862728585046,-8.14254816733641,2.37271466549693,6.3163637521779,-1.05574518223311","3.7463533017449e-05,0.000570415555140328,0.0109981736760945,0.385301441306752,38.4409239000043,1322.36217057925,8.07136165389934",
116,21603448,21604348,36718321,positive,0,uniform,5.21263690767136,FALSE,FALSE,0,857,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
117,21601392,21603718,35104103,positive,964,increase,3.01233731944087,TRUE,TRUE,0,453,964,1,29.8240722344859,4.36290994774209,10359.715671397,"1,2,3,4,5,6,7","-7.24776466767087,-4.40376463183307,-2.15735016254387,-0.874571680560313,3.39531586052566,-1.76830388106462,-9.71182933511696","-20.1849835031531,-8.92311554561631,-3.50348138363933,-1.49349633972546,2.74145528709326,-2.54710937062919,-18.190310193909","0.00071176364020397,0.0122312071293826,0.115631119106944,0.417040608028905,29.8240722344859,0.170622138980284,6.0562822992564e-05",
118,21600096,21602732,36313524,positive,1995,decrease,5.23141967556538,TRUE,TRUE,0,179,1995,5,100.839520919865,22.1920136562883,23175.7157954557,"1,2,3,4,5,6,7","3.45169545542151,2.28834461789829,4.61353035141459,1.77820697026644,0.240775447134473,0.295452734563099,1.51664733280282","0.183251913406727,0.47602659014594,3.63699939424471,0.736915042946098,-0.885251997500008,-0.786084040181101,0.243721469937993","31.5538451202926,9.85860440871356,100.839520919865,5.91923353613495,1.2722353191437,1.34373457608159,4.55692171378699",
119,21603497,21603911,35809327,positive,0,plateau,3.63185247270985,FALSE,FALSE,0,151,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
120,21602338,21603925,36110918,positive,1447,inverse_plateau,2.66524157915872,TRUE,TRUE,0,3230,1447,0,8261.14741230059,1250.73493805809,7471.80224276668,"1,2,3,4,5,6,7","4.99588781774022,5.49614728048292,2.34643324199917,1.87605786212448,3.77375379950868,9.01931876876846,3.73583122919302","-15.4191137128733,-14.6272041891273,-17.8455617067372,-18.3141890616923,-16.3376396323703,-11.0900710035043,-16.3798343551211","147.804110260771,243.75101658708,10.4482368532559,6.52772089781899,43.5432109191884,8261.14741230059,41.9228585878965",
121,21602820,21604436,35204948,positive,0,uniform,2.75653786454957,FALSE,FALSE,0,30,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
122,21603895,21603896,36009895,positive,566,increase,2.13053660958371,TRUE,TRUE,0,163,566,1,6.86815543811107,1.13454977720065,6960.9110498051,"1,2,3,4,5,6,7","-0.729420249887356,-2.06243767246561,-2.93992400363319,-1.2560565858489,1.92689557500263,-2.06826288285951,-8.07517501208163","-8.26689120924829,-3.94066172301899,-4.44369975866908,-2.42489826663211,1.08897261841203,-2.981769804067,-14.5122863716655","0.482188457884406,0.12714365723575,0.052869746494329,0.284774800186913,6.86815543811107,0.126405171687205,0.000311168804877227",
123,21600303,21601518,35809170,positive,697,decrease,2.35763732835016,TRUE,TRUE,0,111,697,4,681.680138773752,136.878487415988,9356.74364631136,"1,2,3,4,5,6,7","3.87424674349403,6.52456054309577,5.35291260309256,2.53570065392895,0.890874849714694,0.280454043145342,-0.336901286780034","2.77934047894477,4.89502215030519,4.03409053068684,0.812186622444231,-0.602792698858064,-1.53778986280172,-4.58434390980888","48.1464180260244,681.680138773752,211.222610436424,12.6252736974068,2.43726095592024,1.3237307067648,0.713979315621455",
124,21602256,21603968,36009833,positive,347,plateau,2.17376706246894,TRUE,TRUE,0,242,347,2,152.533735493433,22.7762666477813,4605.06351107368,"1,2,3,4,5,6,7","-12.6467536027879,-8.3341350321531,-3.78747747738765,1.35178478686498,5.02738578793311,0.957380045278926,-0.896351566814288","-42.589532612933,-26.3324390894148,-12.4526507053146,-1.35000833522923,4.17139005770984,0.191295873471826,-2.81981931061276","3.21799004547408e-06,0.000240176849718577,0.0226526717174833,3.86431636061896,152.533735493433,2.60486290264946,0.40805571121084",
125,21604714,21604745,36918858,positive,5122,inverse_plateau,1.54036309321721,TRUE,TRUE,0,55,5122,2,24.9848445484375,8.7836584483287,49280.7596499576,"1,2,3,4,5,6,7","-1.61695458504276,-0.105165493031594,1.2845577746753,2.43213951321662,3.21826942298124,2.96549015317557,0.00159314671331634","-10.3658658606841,-7.50023638269438,-5.26323951572386,-2.70030178038664,0.48103444098813,1.69235969492164,-0.748172441357686","0.19850230138505,0.900175537479943,3.61306981290237,11.3832105746252,24.9848445484375,19.404211947025,1.00159441644574",
126,21602136,21603288,36009700,positive,0,uniform,1.18918247050919,FALSE,FALSE,0,434,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
127,21604431,21604433,36718530,positive,1426,increase,1.27020121055345,TRUE,TRUE,0,424,1426,1,22.8918847537584,3.41138673854399,16291.44208697,"1,2,3,4,5,6,7","-5.52260658196062,-3.60221149332866,-2.13332529593497,-0.794858620752735,3.13078247018849,-1.28420386974756,-2.21087367883298","-17.4979875221958,-8.48368627365008,-4.038533910015,-1.50078591761641,2.57166139432305,-1.92774746386734,-3.48532444440863","0.00399541996769674,0.0272633629842613,0.118442780981792,0.451645083651001,22.8918847537584,0.276870921228034,0.109604847236808",
128,21600448,21602648,37522220,positive,16877,decrease,3.44010719934814,TRUE,TRUE,0,1329,16877,1,2.10078302528235,0.608636555023908,123378.829083963,"1,2,3,4,5,6,7","-0.12524745486687,-1.37297080654476,-1.4245999948141,0.742310144413009,-1.0752514663031,-1.51618630256899,-1.50203333584249","-1.76279757160982,-2.04739063354129,-2.10721533269001,0.387015478827324,-1.60193278473966,-2.12968835251456,-3.02980915236758","0.882278551448193,0.253353177159513,0.240604687084619,2.10078302528235,0.34121194120634,0.219547580441793,0.22267692254455",
129,21604422,21604436,42889647,positive,4421,plateau,3.98225485763618,TRUE,TRUE,0,1007,4421,3,541.510204269949,79.6146400603276,42834.0224098938,"1,2,3,4,5,6,7","2.06827366067709,1.29120506329511,-2.65685620022413,0.30656521210387,6.294361910714,0.0752037527836622,0.552120854473845","0.383073037931495,0.460622576920063,-5.3044613803702,-0.525576286095886,5.90192647950937,-0.576486677442383,-0.0701804471513483","7.91115398624849,3.63716693227551,0.0701684709768399,1.35875007153899,541.510204269949,1.07810379515665,1.73693289614845",
130,21603908,21603911,36516815,positive,281,inverse_plateau,1.11922153147558,TRUE,TRUE,0,341,281,2,481.46761291497,71.0887822632071,2203.15191622649,"1,2,3,4,5,6,7","-5.03718366167121,-2.16112878312106,0.740331612336565,2.20240063030246,0.945594065919543,6.17683896607867,0.839192703175","-32.1056848949388,-14.8488805268202,-3.61455377718589,0.982394067521184,-1.06063458145358,5.50426114737535,-0.757099251575271","0.00649200628204254,0.115195017431193,2.09663066782195,9.04670524683655,2.57434225341514,481.46761291497,2.31449773569292",
131,21604714,21604757,36918858,positive,0,uniform,2.42068200676999,FALSE,FALSE,0,273,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
132,21604422,21604762,35809327,positive,13302,increase,1.60851633052031,TRUE,TRUE,0,125,13302,2,68.4862719990421,17.0952296754757,104671.227626974,"1,2,3,4,5,6,7","-2.00750639294306,-0.0354380752874093,1.90247924155604,3.7540217867817,4.22663331641055,-0.379820279055755,-6.25664375493921","-21.4284162495953,-11.6431352033706,-3.5561138062346,2.25399496620522,3.42451868340606,-1.31022538978186,-11.658714257035","0.134323206695875,0.965182501028434,6.70249095450021,42.6924370714057,68.4862719990421,0.683984324475445,0.00191767118245076",
133,21604556,21604711,37019316,positive,0,decrease,2.70790813981853,FALSE,FALSE,0,75,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
134,21601390,21603929,36110591,positive,1108,plateau,2.8502295413291,TRUE,TRUE,0,2833,1108,1,207.411140619773,30.4066322158719,7115.08344696953,"1,2,3,4,5,6,7","-1.30424405270642,0.611781937747774,0.180978429948112,-0.102838863421985,5.33470300997369,-0.103681531107031,-1.14564291037498","-7.53560606311276,-0.22819498965187,-0.776231302325664,-0.831588993664669,4.89036572058674,-0.682512928623756,-2.44754862104427","0.271377604690716,1.84371385666255,1.19838932969439,0.90227235084745,207.411140619773,0.901512355351074,0.318019394084355",
135,21604431,21604741,36918858,positive,5179,inverse_plateau,1.59634792494277,TRUE,TRUE,0,165,5179,2,162.214615017426,37.5036876575867,49552.2568252649,"1,2,3,4,5,6,7","0.288966190141666,3.38372099329104,4.09406229833345,1.59310464603891,1.38492729843959,5.08892024253842,-0.512009951036658","-6.81499222903971,-1.53053185126675,2.42315027256192,-2.19834253102675,-0.951109632493949,4.42533221261767,-1.46142955612918","1.33504659002937,29.4802631387671,59.983066556643,4.91899699068319,3.99453548529687,162.214615017426,0.599289824260857",
136,21601390,21603896,35708208,positive,0,uniform,1.44196441845235,FALSE,FALSE,0,645,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
137,21600083,21601390,36110597,positive,3763,increase,4.33428400489772,TRUE,TRUE,0,106,3763,3,347.98841497018,70.9448937428035,38211.4058906059,"1,2,3,4,5,6,7","5.85216918890476,2.76669522225865,0.483984271311517,2.10439193579452,4.73857686928682,1.8461510300484,0.827839426002995","-3.49347216499971,-0.641054455385321,-0.911336330142545,0.86115921950282,3.85019374651523,1.20128993404073,-1.15017870236807","347.98841497018,15.9059813219722,1.62252612524358,8.20211408097313,114.27146268001,6.33538781697427,2.28836920427191",
138,21604422,21604544,36211462,positive,3927,decrease,1.00350938737392,TRUE,TRUE,0,380,3927,0,1.54548806974542,1.2882125673405,40607.6261070754,"1,2,3,4,5,6,7","0.0440365388259423,0.113500946370344,0.1820224010664,0.249085256927407,0.31375861733725,0.375510651047772,0.435339763210789","-0.355335546584896,-0.289617958963183,-0.277916859907834,-0.290799452786277,-0.311040522561249,-0.335256806555447,-0.36951255688704","1.0450205380144,1.12019294900926,1.19964106681807,1.2828514003763,1.36855935017413,1.45573459724592,1.54548806974542",
139,21603356,21603497,35205185,positive,2662,plateau,2.10697093923123,TRUE,TRUE,0,986,2662,2,244.004880033933,35.2553563774898,26765.6241818752,"1,2,3,4,5,6,7","-19.484814755129,-13.6033229269313,-7.36092068434617,-0.203209737106821,5.49718822523227,0.675463159616178,-6.98263755346924","-59.5481403200001,-37.4124874625297,-18.467015848239,-3.33581349143871,5.0874561137229,0.0184670726348513,-16.8919758998195","3.45026514535893e-09,1.23637984654404e-06,0.000635612991132906,0.816107055541536,244.004880033933,1.96494284742075,0.000927852711835507",
140,21604718,21604745,35205246,positive,279,inverse_plateau,1.30071541356544,TRUE,TRUE,0,61,279,3,149406.076827931,57087.0452054293,3836.14899409124,"1,2,3,4,5,6,7","9.7327411517862,10.9484686741873,11.8417225686539,11.9144232257394,10.5074667255227,6.86285342178481,0.821884961049173","-15.5017545337084,-7.61369789719579,-1.56373685842033,2.85761395380946,5.67835248049299,5.39482415287455,-2.93332567131341","16860.7067898981,56866.8969097836,138929.594395991,149406.076827931,36587.6754200152,956.091310709554,2.27478367745561",
141,21601431,21602735,36110852,positive,0,uniform,1.12838678847591,FALSE,FALSE,0,112,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
142,21603917,21604643,43053854,positive,0,increase,1.88107762361566,FALSE,FALSE,0,23,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
143,21603082,21603392,42889536,positive,0,decrease,1.05509374911586,FALSE,FALSE,0,31,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
144,21601390,21601435,36313550,positive,1110,plateau,1.71168802678585,TRUE,TRUE,0,1925,1110,1,88.4955354973039,13.0215391958753,10328.3849943802,"1,2,3,4,5,6,7","-0.903162841943508,0.106682705157047,-2.93633362494919,-0.70839105992806,4.48295210438328,-1.43757138608922,-1.03740727516524","-5.48265094633418,-0.77339461600248,-5.58417936221046,-1.48313406487065,4.02675901914285,-2.20117995483906,-2.11394704458692","0.405285775599405,1.1125811821968,0.0530599100805333,0.492435860209576,88.4955354973039,0.237503864018261,0.354372281718474",
145,21601274,21604433,37320109,positive,0,inverse_plateau,1.0055389503638,FALSE,FALSE,0,14,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
146,21601390,21603756,37019318,positive,0,uniform,1.41781846620142,FALSE,FALSE,0,538,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
147,21604432,21604440,37220005,positive,51,increase,3.47685492275877,TRUE,TRUE,0,49,51,2,9366.27094315415,2617.4747549548,579.579944672964,"1,2,3,4,5,6,7","3.38818682797548,5.60017508310081,7.50701978065904,8.58895128857321,9.14487031769942,7.22914010836205,4.43288613850888","-5.44448222087222,-2.02001590920029,-0.103300611758105,0.975164617117589,1.26251572488129,-0.280325883888136,-3.41773211906038","29.6122115309573,270.473758665185,1820.77912779221,5371.97706660538,9366.27094315415,1379.03617242872,84.1740045070287",
148,21601518,21602732,37622529,positive,2321,decrease,1.04819459510501,TRUE,TRUE,0,244,2321,1,6.54069035454276,1.28776027161958,25658.3716485214,"1,2,3,4,5,6,7","-4.10471641674568,-0.471300269735399,1.87804271869676,-0.0707997153138056,-1.11120521719809,-1.12029641528811,-1.40261419642014","-8.55292328240277,-1.76237758554168,1.1170388659826,-0.979716195455637,-1.8339718728272,-1.82070561985438,-2.90295852311614","0.0164946957946899,0.624190124865874,6.54069035454276,0.931648468363917,0.329162010201575,0.326183094636098,0.245953152932122",
149,21603909,21603921,36516802,positive,46,plateau,1.19971696473658,TRUE,TRUE,0,141,46,0,4019791.72436143,620020.307200179,407.277666227429,"1,2,3,4,5,6,7","-6.48950964813792,-0.773585550452822,4.99735204961389,10.899234721591,15.2067406493927,12.4821101335273,7.81906126158543","-49.1099030335039,-40.9442587647683,-37.0147001959803,-33.4532776923698,-29.338162031369,-32.0059640619487,-37.4067330659404","0.00151929381399522,0.461355884328292,148.020688271593,54134.9196553831,4019791.72436143,263579.453686057,2487.56913493551",
150,21600493,21601129,35708154,positive,5735,inverse_plateau,2.01989233982473,TRUE,TRUE,0,284,5735,1,65.8736963422173,9.66730942486018,53396.0598659715,"1,2,3,4,5,6,7","-4.41158644211092,-2.53253462171583,-0.817333144613085,-0.323751329148239,-0.715017445060283,4.18773921679424,-2.96317084398617","-25.3678761822467,-13.3730177359479,-5.9465793626921,-2.31487255959992,-1.61341747041449,3.71005795843436,-6.01464631383023","0.0121359101311288,0.0794573704641831,0.441607789630465,0.723430115997387,0.489183577884889,65.8736963422173,0.051654867695937",
151,21604562,21604571,35205038,positive,0,uniform,2.46945350114864,FALSE,FALSE,0,201,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
152,21600096,21603911,43053848,positive,1155,increase,3.10973481183913,TRUE,TRUE,0,467,1155,3,40481.3469625315,5872.82784577518,11177.8482705316,"1,2,3,4,5,6,7","-14.7553579583373,-10.4160211905255,-5.75376901262376,-0.274696077524639,6.43314220188947,10.6085965781738,1.71545945519404","-66.9842763480684,-44.0341021999441,-24.6567984276159,-8.16100612825755,5.53083892341795,9.07183094335944,0.399090077554982","3.90687449568933e-07,2.99488033080834e-05,0.00317080743356095,0.759803009348838,622.1257245961,40481.3469625315,5.55922914238154",
153,21601429,21603929,35104074,positive,2154,decrease,1.18335297579567,TRUE,TRUE,0,283,2154,3,688523.537840958,100209.693353431,24655.1544844797,"1,2,3,4,5,6,7","13.4423047836993,9.45326062953861,5.19988993701482,1.3930306781402,0.72498027269737,0.140668690471006,1.81662453839209","3.30933810305199,4.39205297560224,3.07138770259623,-0.383505792371193,-1.08420211108417,-1.66197672505914,-0.355535362235329","688523.537840958,12749.6695109218,181.252291608993,4.02703622814582,2.06469036879299,1.15104323321361,6.15106069938771",
154,21601129,21602735,35708154,positive,5662,plateau,2.21325407668314,TRUE,TRUE,0,434,5662,1,63.5278388530193,10.312364980287,53484.9838990889,"1,2,3,4,5,6,7","-0.0147233299667882,1.68219473256176,-0.761298547323286,-0.260059485184775,4.15147821696048,-1.08019879163794,-0.330738034825697","-4.63094569949863,-0.315011318062221,-4.25532784809045,-2.46301026280501,3.55483341514447,-1.71045984869972,-0.939559235680826","0.985384528262928,5.37734486352464,0.467059534147755,0.771005721021665,63.5278388530193,0.339528023603803,0.718393338428701",
155,21602646,21604857,35104199,positive,0,inverse_plateau,2.19780873235099,FALSE,FALSE,0,10,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
156,21600816,21604169,37522220,positive,0,uniform,3.90904153618301,FALSE,FALSE,0,31,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
157,21604431,21604544,36718368,positive,1163,increase,2.91611731444784,TRUE,TRUE,0,354,1163,2,95.9856598933874,14.6012958484487,14530.5699572204,"1,2,3,4,5,6,7","-13.649926431262,-9.22452714554117,-4.53156859277553,0.838972672892373,4.56419880419957,0.193787479994866,0.98757669005273","-50.1744256716291,-31.0697782741588,-14.8911772160024,-2.18818422982188,3.75783172561795,-0.655681086863223,0.313941183332501","1.18008223497048e-06,9.8591338450772e-05,0.0107637788380448,2.31398853212415,95.9856598933874,1.21383829062318,2.68472067274732",
158,21601390,21602096,35809327,positive,13260,decrease,3.7678379365675,TRUE,TRUE,0,67,13260,5,76.5640071660793,30.3146781338854,104838.52633313,"1,2,3,4,5,6,7","4.33812708597979,4.23920227737532,3.85603182946288,2.64260106093108,1.3063939177117,0.000511395784920765,-1.32495353612909","1.30860640579381,2.77989504098482,2.89526407834156,1.86976542386039,0.538938527243829,-1.2734274647177,-3.85688707573344","76.5640071660793,69.3525057033799,47.2773739698693,14.0497002485737,3.69283301311528,1.00051152657004,0.26581530961023",
159,21601003,21602648,36311983,positive,1993,plateau,1.27405975448589,TRUE,TRUE,0,855,1993,2,241.16108659112,35.4021855622622,21787.057149135,"1,2,3,4,5,6,7","-1.50947745656792,0.694678162303343,1.06193627223726,-0.599794929752054,5.48546511929657,-0.707442651457202,-0.700514080074071","-12.3262428413676,-0.297670179742222,0.111502979354711,-1.97351275625815,4.8605340766826,-1.8722114954702,-2.58292879653796","0.221025443182611,2.00306430858851,2.89196520349396,0.548924192572914,241.16108659112,0.492903112088549,0.496330084788776",
160,21604422,21604559,36718201,positive,998,inverse_plateau,1.28135606766887,TRUE,TRUE,0,527,998,1,38.3498599854047,5.56020497339487,9881.3841979953,"1,2,3,4,5,6,7","-15.2002941401497,-12.8666509746112,-10.1526274730804,-6.47371833521592,-1.0891472678284,3.64675087683932,-1.4546321878425","-60.7278694405087,-43.0968544128872,-28.0544366031714,-14.378692409847,-1.97405759100265,3.19106629526458,-2.45330032288608","2.5037798018398e-07,2.58276255375971e-06,3.89735450880676e-05,0.0015434758888756,0.336503318602567,38.3498599854047,0.23348622718237",
161,21602734,21603924,35205038,positive,0,uniform,3.8925783850025,FALSE,FALSE,0,431,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
162,21602102,21602737,36313371,positive,1987,increase,1.16694052455326,TRUE,TRUE,0,3230,1987,0,100462.16072301,15086.0961991041,4661.19122945555,"1,2,3,4,5,6,7","1.19506886777264,3.18165658892707,3.13130480719025,2.79606336963454,8.53030941804298,11.5175364253647,2.0573585468888","-24.1152128955877,-21.6051616299018,-21.6570457169946,-21.9773367972985,-16.2371307358719,-13.2545174829852,-22.7304287982843","3.3037852870013,24.0866221515535,22.9038451556136,16.3800375300565,5066.0131081975,100462.16072301,7.82527239661079",
163,21603285,21603756,36110922,positive,0,decrease,2.27132800311218,FALSE,FALSE,0,25,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
164,21600816,21603392,36316012,positive,304,plateau,1.25275637128988,TRUE,TRUE,0,506,304,1,544.838529148965,81.9992890502173,2742.94930229358,"1,2,3,4,5,6,7","6.30048947397371,2.03342962579672,-1.4185795631691,-0.397681629714,2.99534165620623,-1.1184521980605,-1.26110181015379","-4.01043516666356,-0.526040315803554,-4.77136099050464,-2.75173692109536,2.11267656522634,-1.98699893438447,-2.33945636359972","544.838529148965,7.640244656721,0.24205760035071,0.671875898937175,19.9921891786653,0.326785202156456,0.283341665725946",
165,21603718,21605271,35104877,positive,1963,inverse_plateau,3.33514798918092,TRUE,TRUE,0,49,1963,0,0.997448563305016,0.583664423538437,20785.2693129692,"1,2,3,4,5,6,7","-0.00255469715667633,-0.21652202737837,-0.431294460440256,-0.641227924798946,-0.837490771912852,-1.0116218729774,-1.17069666974905","-0.646071632043986,-0.740040217477159,-0.937196695648913,-1.19498824576758,-1.46102320731497,-1.71667488849233,-1.99769176534665","0.997448563305016,0.805314795753586,0.649667581204656,0.526645345962186,0.432795143810864,0.363628741425734,0.310150793307016",
166,21600096,21602898,35204948,positive,0,uniform,5.34236919857508,FALSE,FALSE,0,77,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
167,21601518,21604272,36211347,positive,168,increase,2.03799504382315,TRUE,TRUE,0,218,168,6,1240.37954697213,210.336367634691,1516.47836165399,"1,2,3,4,5,6,7","2.46968065823652,1.93818929905159,1.52732746821079,2.37105315373442,5.21200063121377,7.12317269803208,2.66965224016678","0.955855479256098,0.343367403848001,-0.273223783588536,0.729867038395472,3.76483474423148,5.53980927261309,0.978140971627529","11.8186720533776,6.94616215438526,4.60585107574504,10.708664217241,183.460728545372,1240.37954697213,14.4349484245861",
168,21601399,21602256,36776613,positive,0,decrease,2.61959944659831,FALSE,FALSE,0,16,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
169,21602338,21603925,36110631,positive,749,plateau,1.36228938462834,TRUE,TRUE,0,3230,749,0,45959.5461574652,6590.21345461398,3265.85322091166,"1,2,3,4,5,6,7","3.60448325468295,3.67276498855257,0.535043960711746,2.59613072864371,10.7355168571852,4.39077981610434,-6.13747399789886","-27.7634532978076,-27.2102135156868,-30.5795878372783,-28.3018655376068,-20.1013576262174,-26.4521021112661,-39.8687618214774","36.76268200434,39.3605871126437,1.70752330454409,13.4117438337792,45959.5461574652,80.7033282034834,0.00216037384062375",
