triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,message
396,21601423,21603909,36718132,positive,0,uniform,3.90946666631187,FALSE,FALSE,0,1221,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
397,21600493,21600575,36110642,positive,2181,increase,1.98388322437169,TRUE,TRUE,0,425,2181,4,28101.2749409785,4082.78254506346,22576.8423565077,"1,2,3,4,5,6,7","-3.16812249632245,-0.807097263599051,0.949482928087983,1.34433923771685,6.13190320226248,10.2435702258576,2.39636894482349","-17.4046899802414,-5.83711500455874,-0.971053520933215,0.331462264629259,5.51500172865881,8.29145578724403,1.45019894497796","0.0420825338910958,0.44615124789977,2.58437300708083,3.83565124940285,460.311393228502,28101.2749409785,10.9832231989837",
398,21601390,21603851,35809054,positive,10433,decrease,3.18505106192414,TRUE,TRUE,0,257,10433,0,0.973581760118167,0.783732118541944,86584.7795913822,"1,2,3,4,5,6,7","-0.0267734719562034,-0.0963448952159913,-0.166845800137941,-0.242116298057367,-0.326814085570074,-0.420745771870737,-0.518651959714064","-0.356533546520167,-0.371651662631543,-0.439003233899931,-0.554991858627226,-0.717042400709923,-0.921251189613206,-1.15366958677913","0.973581760118167,0.908150745201581,0.846330105261345,0.784964882352287,0.721217815362225,0.6565569954504,0.595322526047606",
399,21602730,21603009,35708154,positive,5614,plateau,1.45487383008003,TRUE,TRUE,0,78,5614,5,47.1388516936703,18.0915357113329,53577.4049165249,"1,2,3,4,5,6,7","3.08357461548536,3.13663673171813,2.54050304539137,2.91633903883512,3.8530975377219,1.2220219207584,-2.45738133682976","-0.344393473035668,0.959903706903114,0.846637978229636,1.96036850524766,2.88995834903642,0.364394809668098,-6.3849293313707","21.8363194972092,23.0262928803019,12.6860510254739,18.4735326259918,47.1388516936703,3.39404328717002,0.0856589695134137",
400,21602737,21604643,37622449,positive,3143,inverse_plateau,2.72655473519724,TRUE,TRUE,0,100,3143,1,84.6839794612222,12.97803184981,33484.6312574257,"1,2,3,4,5,6,7","-2.09536169904759,0.685626132271789,-0.762870171050112,-2.09453662496722,0.75602434164913,4.43892643927233,0.288899851406762","-5.44910478085765,-0.519916520330951,-3.68120712931597,-4.64664743338396,-0.245735272068764,3.1732097724558,-0.914188204614145","0.123025737313487,1.98501432804499,0.466326068818777,0.123127284546798,2.12979204105873,84.6839794612222,1.33495802766514",
401,21603448,21604344,36416595,positive,0,uniform,3.60351535170002,FALSE,FALSE,0,1469,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
402,21601390,21601399,36776613,positive,4486,increase,4.55584141843602,TRUE,TRUE,0,940,4486,4,483.453157054847,75.6795101223738,43229.9563170402,"1,2,3,4,5,6,7","-0.65046498603216,-1.14252336484851,-1.33209247833628,2.51978412176784,6.18095442716958,2.31456876361979,3.12025705479429","-6.94356749324803,-3.000239814295,-3.43727452678457,1.93012550508856,5.59884217481559,1.70795754135022,2.4506351838384","0.521803089194211,0.319013019085922,0.263924426958769,12.4259138896883,483.453157054846,10.1205576249384,22.6522017519043",
403,21603009,21603607,35104877,positive,2006,decrease,1.32345826936185,TRUE,TRUE,0,1395,2006,0,4814.14767774909,730.716157946555,22729.4346387032,"1,2,3,4,5,6,7","-3.79213965955177,3.57841186427232,8.47931429459645,4.61206491926704,2.86367678667893,3.76341646526956,4.64162896109184","-25.8930625091555,-17.5938281828239,-12.7193003116157,-16.5650053216255,-18.3247573950031,-17.4167493308156,-16.5388826732184","0.0225473066418711,35.8166140109014,4814.14767774909,100.691855667296,17.5258474201016,43.0954087222527,103.713154749599",
404,21601428,21603929,36416501,positive,2332,plateau,1.23703928415974,TRUE,TRUE,0,1272,2332,1,146.494717224794,21.402772314515,23429.4241690966,"1,2,3,4,5,6,7","0.39920597233311,-0.394345792490749,-1.89332363460778,-2.8010295918607,4.98698936790793,-0.0528706899398648,-9.14480086346022","-13.1664588374441,-1.41844567225164,-3.8457736084634,-4.96412022830566,4.37123490319629,-0.895525720973504,-22.2702992614181","1.49064061771552,0.674120909984126,0.150570534831523,0.0607474852997711,146.494717224794,0.94850265548806,0.000106773492110236",
405,21600096,21602898,35205345,positive,100,inverse_plateau,2.277105254611,TRUE,TRUE,0,77,100,0,544894.930421583,95957.8207718773,1455.84866411284,"1,2,3,4,5,6,7","3.57487089422325,8.31674364769536,11.4403179748945,9.08741617892234,9.16759612094038,13.2083482668421,9.32908846181117","-15.5792965413506,-7.67021037503647,-4.34283090691349,-6.82400552214432,-6.64402884314377,-2.60505359935125,-6.63712160992771","35.6900127313811,4091.8139026246,92996.5779195547,8843.3069842954,9581.56406242813,544894.930421583,11260.8620999237",
406,21603911,21603921,35708208,positive,0,uniform,1.52417660968254,FALSE,FALSE,0,169,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
407,21601423,21602256,35708628,positive,2586,increase,1.64835952036083,TRUE,TRUE,0,1560,2586,2,20265.1567029659,2923.48672656558,18181.0054067634,"1,2,3,4,5,6,7","-8.32784049090882,-5.55519804888821,-2.6093649140055,0.701390918272579,5.27844574558804,9.91665827172266,0.0873086585559237","-50.7580328127771,-29.5215342095248,-12.5087831496902,-0.515572197333209,4.94306154164463,8.57952806100696,-0.576808215269699","0.000241693420857477,0.00386730247878112,0.0735812593545515,2.01655562176822,196.064903669841,20265.1567029659,1.09123344628237",
408,21604131,21604210,35909625,positive,0,decrease,2.02643847099749,FALSE,FALSE,0,40,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
409,21603497,21604344,36009783,positive,3586,plateau,1.71611180963616,TRUE,TRUE,0,340,3586,2,68.5297439382395,16.8236652824768,37169.142613042,"1,2,3,4,5,6,7","3.68364802979589,1.85426220213342,0.113722721274835,0.444307326312336,4.22726786909928,-0.973831544803924,-8.77214883242553","-4.96638603612329,0.785210175591216,-1.54552560672433,-0.587156593359873,3.76545246079643,-2.06549641722297,-17.1147806624677","39.7912894300493,6.38698420850669,1.12044140724343,1.55940965960686,68.5297439382395,0.377633343516926,0.000154990174647447",
410,21603929,21604434,35708154,positive,5653,inverse_plateau,1.23516518808901,TRUE,TRUE,0,146,5653,1,92.5716091855097,13.6392429672225,53578.2877637059,"1,2,3,4,5,6,7","-12.6798336134152,-10.4166922702505,-7.83772649459036,-4.45814720568046,0.331904238851588,4.5279824983731,0.403770863440291","-51.6172203157885,-36.3755670908957,-23.3650453963877,-11.5769209721202,-1.13668731622965,3.99067089284046,-0.751337407280647","3.11328034789071e-06,2.99287120155781e-05,0.000394565067523632,0.0115838058266613,1.39361938752943,92.5716091855097,1.49746078463163",
411,21601423,21603925,36110878,positive,0,uniform,1.27750512155025,FALSE,FALSE,0,801,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
412,21600719,21600733,37320212,positive,6620,increase,1.27430858408374,TRUE,TRUE,0,600,6620,0,699.535985464287,103.379391254149,58875.6928128517,"1,2,3,4,5,6,7","-0.189482755196755,1.00819163249321,-2.12969358502262,-1.94547860105772,3.00958595919188,6.55041723733454,-4.51610559848237","-60.6956374690831,-59.446251983325,-62.6283781406087,-62.4093774535174,-57.4441047276769,-53.9190162089532,-65.0604014486925","0.827386984900194,2.74064044597253,0.118873712958512,0.142918805875403,20.2790018524736,699.535985464287,0.0109315125795945",
413,21602338,21603756,35809054,positive,10440,decrease,1.77427828187744,TRUE,TRUE,0,194,10440,0,1.2021664281263,1.11873574137692,86650.0075940204,"1,2,3,4,5,6,7","0.0338957940815456,0.0614852520784073,0.0881437189200094,0.112873482499094,0.136336336816762,0.15989656128417,0.18412528586809","-0.249936698556609,-0.266679248747945,-0.306358934182385,-0.349604511706935,-0.394246829813631,-0.445524646645121,-0.505926649894655","1.03447680250597,1.06341481325487,1.09214507265988,1.11949028887491,1.14606729340441,1.17338949081211,1.2021664281263",
414,21602732,21603925,36009897,positive,377,plateau,2.31888165816031,TRUE,TRUE,0,957,377,1,24.4703049490965,3.99992358416368,2743.78103859949,"1,2,3,4,5,6,7","0.531180748925236,0.111028283436861,-1.93104741137562,-2.00995549319714,3.19746033953862,-1.80722241888069,-1.31791109536109","-6.29212742452663,-1.60994053338106,-3.74891457971822,-3.3940980765718,2.53646323473052,-2.59129206767408,-2.27143030322105","1.70093950588081,1.11742651106969,0.1449962482005,0.133994638209042,24.4703049490965,0.164109331320383,0.267693905368839",
415,21601428,21602737,35104877,positive,1974,inverse_plateau,6.77384005453358,TRUE,TRUE,0,219,1974,0,4.55677643198938,0.819416185760198,21671.6910921361,"1,2,3,4,5,6,7","1.5166154507292,-0.135170311282988,-1.69163341803077,-2.78115759654298,-3.53501864385923,-4.00565515133319,-4.42167640610844","-0.233147999255828,-0.745463823278909,-2.4232404154395,-3.55895824280961,-4.34468773706718,-5.53455780212632,-7.14819761721779","4.55677643198938,0.873567120680901,0.18421837249557,0.061966733366375,0.0291582133627043,0.0182123535015636,0.0120140749248927",
416,21604711,21604713,35809310,positive,0,uniform,2.07545812722223,FALSE,FALSE,0,66,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
417,21602485,21603980,35205236,positive,1206,increase,1.63879207707942,TRUE,TRUE,0,485,1206,3,554710311.396404,171231427.174284,12962.9215734085,"1,2,3,4,5,6,7","17.2295142997158,18.966924391192,20.1339565739935,19.8504497574146,16.9531612726352,10.1065896731245,-0.966123674417642","-26.3589247650546,-13.0415188911137,-3.04008117737487,3.88696042827581,7.57723832660463,5.98966949438434,-1.76532164652862","30386661.380667,172675452.107367,554710311.396404,417773408.013278,23049652.9901243,24503.951595137,0.380555339097287",
418,21601518,21602085,35809054,positive,10427,decrease,1.47513037427529,TRUE,TRUE,0,73,10427,0,1.00002313398124,0.999901931528637,86502.7269522826,"1,2,3,4,5,6,7","2.31337136504806e-05,-1.57435570931064e-05,-5.53920950410181e-05,-9.65411890607726e-05,-0.000138445036609092,-0.000180586143509132,-0.000222962319479603","-0.00816265986206347,-0.00715341905265503,-0.0101414509588696,-0.0148306630729497,-0.0200531201533707,-0.0255219281087411,-0.0312002308080683","1.00002313398124,0.999984256566836,0.999944609439073,0.99990346347089,0.999861564546463,0.999819430161187,0.999777062534771",
419,21601423,21603929,35809139,positive,5171,plateau,1.03260315648069,TRUE,TRUE,0,12320,5171,0,144.691199659251,21.0189837942619,31265.9647728851,"1,2,3,4,5,6,7","-0.248788753579196,-0.00610942132375669,-1.12762172364479,-1.8382126354116,4.97460181395279,-2.09709824018407,-2.77552483685944","-72.8205313016864,-72.573864458393,-73.6967002200226,-74.4071710014612,-67.5926572009813,-74.6663305905544,-75.3686456316096","0.779744674259431,0.993909203242955,0.323802433072717,0.159101544586381,144.691199659251,0.122812283449145,0.0623167619718356",
420,21601428,21603929,35708171,positive,1468,inverse_plateau,1.52382871943216,TRUE,TRUE,0,1272,1468,1,2144.87770664246,402.318714786901,15325.5483613766,"1,2,3,4,5,6,7","7.67083781651651,1.1870074345431,-4.69159972462136,-6.88157326576392,-1.99083360765637,6.50361050185049,-0.962887065659844","-12.1234420670711,-0.765391753399156,-14.5233368897339,-15.8691477441849,-5.1985349202347,5.50532469125283,-4.82260417477687","2144.87770664246,3.27725910567913,0.00917200173685705,0.00102652777309422,0.136581522574031,667.547468664806,0.381789043272519",
421,21601423,21603607,37522220,positive,0,uniform,2.73668777564527,FALSE,FALSE,0,127,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
422,21602735,21603929,36110630,positive,1471,increase,1.88873257301748,TRUE,TRUE,0,1845,1471,2,7259.38492508215,1069.56676266187,5308.08695114861,"1,2,3,4,5,6,7","-0.593857403251469,0.725237995463424,-1.60901335969041,0.233370752659016,5.40889112607334,8.89005038316675,-2.13438402619269","-5.08326416352208,-0.446309410889624,-4.00357698215972,-0.56439392364331,4.88790299355354,8.0934320809791,-4.97295724187774","0.552193139639369,2.06522255508119,0.200084928575793,1.26284959739006,223.383745881839,7259.38492508215,0.118317448384172",
423,21602978,21603967,35708202,positive,8972,decrease,1.31088992580771,TRUE,TRUE,0,135,8972,5,12.5676911350921,6.37468796695907,76006.3458640849,"1,2,3,4,5,6,7","2.53112932514944,2.36437162700726,2.11801390730676,1.70877451805033,1.29597115933294,0.909632527325857,0.366739168071059","-0.298342317946632,0.302561772256761,0.639899954344817,0.762423249421702,0.658498196520533,0.428078551019964,-0.261666966464007","12.5676911350921,10.6373524919566,8.31460749687763,5.52218998515109,3.65454339523283,2.48340978045619,1.443021483947",
424,21603131,21604131,36313594,positive,661,plateau,5.07126784096236,TRUE,TRUE,0,103,661,3,214.278255354404,37.8632036351066,8994.01552184107,"1,2,3,4,5,6,7","-12.7972290027466,-8.23788022327956,-3.42905172085739,1.9991439992983,5.36727542908305,0.305457722931171,3.73746734401553","-56.233992585734,-33.3716299273281,-14.2175767648792,0.0863192970031696,3.85992135160496,-2.17601907472849,2.47536550688561","2.76843327424202e-06,0.000264444218438528,0.0324176671996472,7.38273376807094,214.278255354404,1.35724610351423,41.9915053399051",
425,21601390,21601429,36110642,positive,2019,inverse_plateau,2.27712808171274,TRUE,TRUE,0,260,2019,1,203.633508316416,32.1059844735508,21895.3619481299,"1,2,3,4,5,6,7","5.31632185029196,0.885967139213282,-2.47642228096572,-2.26112843399379,-2.07085840314706,2.87191129784539,-0.359621566642519","-4.12129663179797,-1.01026697149233,-4.68922383083721,-3.38950013553615,-3.13697215611535,2.0637675885163,-1.73709103886352","203.633508316416,2.42532888824836,0.0840433719238533,0.104232798533553,0.126077509909981,17.6707600297935,0.697940400029587",
426,21601399,21603929,37019261,positive,0,uniform,5.37049453434792,FALSE,FALSE,0,595,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
427,21601003,21602653,35808946,positive,532,increase,2.16357983891528,TRUE,TRUE,0,797,532,0,155905325507.152,24457396657.6983,629.589788220032,"1,2,3,4,5,6,7","-8.4150547969953,-0.539715350401726,7.43912962962114,15.6715448411922,23.4468228357191,25.7725147721904,17.8343464837814","-66.3329781003431,-55.2606794273523,-50.2423943550904,-45.9763461623776,-39.4030711926251,-37.0843802469161,-45.0156963357928","0.000221507347605523,0.582914155040866,1701.26884256321,6398312.49683165,15234414779.0548,155905325507.152,55636303.3323191",
428,21603748,21603749,35809120,positive,1114,decrease,1.3647377879026,TRUE,TRUE,0,351,1114,1,21.9606210003469,3.35315297627555,13833.3907619241,"1,2,3,4,5,6,7","-8.36095680699335,-1.45304175238671,3.08925089494581,-0.772550272649002,-1.68998630285969,-0.577556922525887,-2.66306129290734","-16.2712517770695,-2.91426539526988,2.27699500209211,-1.54777589475883,-2.82696518381154,-1.36097709008492,-6.26033361376818","0.000233820505611103,0.233857867413082,21.9606210003469,0.461833763160991,0.184522051400108,0.561267913926511,0.0697344171757256",
429,21600493,21601394,35205230,positive,577,plateau,2.16998621152697,TRUE,TRUE,0,192,577,2,99.6642170541687,15.8007638676326,7789.64761089387,"1,2,3,4,5,6,7","-15.5715381261983,-10.9492824183413,-6.01827122483488,-0.308586614618136,4.60180670636871,2.31123659585992,-2.14298883408182","-43.6648981395614,-27.8894681541794,-14.2818728219098,-3.06451826344403,3.52847058247284,1.3109240107748,-8.63670672374489","1.72729659556914e-07,1.75706191324468e-05,0.00243387358030558,0.734484332364031,99.6642170541687,10.0868903527596,0.117303717206854",
430,21600575,21602737,35104074,positive,2181,inverse_plateau,1.00101939526697,TRUE,TRUE,0,138,2181,4,369.778502818891,58.8692761878749,24753.7797713064,"1,2,3,4,5,6,7","-5.29822447748888,-2.56695154099165,0.19682524072523,2.29426535249336,3.12349544615862,5.91290418535116,2.12397318530833","-20.418183142972,-10.11550913667,-2.91378129268614,1.12723668228587,2.31748918257705,5.18008200692607,0.639263687253793","0.0050004644668674,0.0767692168847916,1.21753124723486,9.91714772760204,22.7256773536053,369.778502818891,8.36430448643983",
431,21604402,21604436,43053854,positive,0,uniform,1.24066240216295,FALSE,FALSE,0,100,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
432,21603909,21604348,35708154,positive,5601,increase,6.93296975360483,TRUE,TRUE,0,287,5601,0,0.999995227719001,0.999849375433435,53140.6048024456,"1,2,3,4,5,6,7","-4.77229238615706e-06,-5.45594982099828e-05,-0.000104150677444181,-0.000153174736249539,-0.000200959848835058,-0.000246608846683927,-0.000290257437173036","-0.00584169123192974,-0.00747882785132574,-0.0121225280349186,-0.0174027991126961,-0.0227661210948167,-0.0280445670951891,-0.0332467842304033","0.999995227719001,0.999945441990132,0.999895854746049,0.999846836994401,0.999799060342243,0.999753421558778,0.999709784683442",
433,21604543,21604544,35204948,positive,3181,decrease,5.38219146904793,TRUE,TRUE,0,327,3181,0,1.00346608685455,0.760634380081403,34189.4265397906,"1,2,3,4,5,6,7","0.00346009381976398,-0.0935436955225839,-0.191244530286328,-0.290529051298934,-0.391701201081082,-0.493874570106386,-0.597265194940326","-0.367122284421828,-0.400299729858683,-0.490605059759189,-0.62496367924395,-0.786492653428242,-0.968389792340674,-1.17495411030264","1.00346608685455,0.910698223122014,0.825930598410179,0.747867802465447,0.67590604378609,0.610257322801472,0.550314583130072",
434,21601423,21603929,35606961,positive,2982,plateau,2.99354550479574,TRUE,TRUE,0,12320,2982,0,1139.83039557377,164.602828986105,8524.61829354498,"1,2,3,4,5,6,7","1.93013838461854,1.07483803141988,-4.568523993232,-3.06735781290182,7.03863475450784,-0.711794158134309,0.70396105741192","-100.077694626185,-100.929519104328,-106.663745890383,-105.090670136866,-94.9654437065675,-102.718145762875,-101.304424306913","6.89046370979913,2.92951837217421,0.0103732594247176,0.0465439704132673,1139.83039557377,0.490762900854051,2.02174511630324",
435,21604402,21604571,37220005,positive,52,inverse_plateau,1.38863962578277,TRUE,TRUE,0,69,52,0,4695951.1670096,874286.870614683,579.936904301622,"1,2,3,4,5,6,7","1.47842677338542,8.95381045169103,13.9926417310262,10.8711215149248,11.4536120763511,15.362211241588,11.2339018232797","-24.7349939258774,-14.9698055489567,-9.92399053216513,-13.039921689052,-12.4703228092764,-8.56704762930679,-12.8191499922452","4.38604001536984,7737.31843935734,1193787.67564195,52634.2072301984,94241.1381872399,4695951.1670096,75652.2017544171",
436,21601423,21604571,36718132,positive,0,uniform,1.18742799324294,FALSE,FALSE,0,130,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
437,21604422,21604562,36718285,positive,465,increase,3.69574815768722,TRUE,TRUE,0,295,465,3,14876.4462874592,2652.08127851567,4381.99043296959,"1,2,3,4,5,6,7","-3.17995854582782,0.0563730151364776,3.20362808846112,5.79462875339853,8.11155996687739,9.60753445509638,0.093669303581863","-24.6576926419565,-11.452549955497,-2.44706872045013,4.70183877970739,6.89766005979941,8.12104547659583,-2.7429910454081","0.0415873790558126,1.05799225726732,24.6216980434468,328.530195620865,3332.77299233365,14876.4462874592,1.09819651620678",
438,21600816,21604348,36110597,positive,3733,decrease,1.17357058140139,TRUE,TRUE,0,189,3733,5,11.4888877218388,5.549466173627,38297.1097328181,"1,2,3,4,5,6,7","2.44138028315734,2.27672173686135,2.02960137004456,1.58116211271893,1.00394370459679,0.420820949688752,-0.117876670177075","0.442601437230453,0.937392401524985,1.01607257523951,0.783646335974138,0.360385726879555,-0.293955116907064,-1.30532770927382","11.4888877218388,9.74468235620025,7.61105176075508,4.8606010967292,2.72902309527156,1.52321152249377,0.88880566210034",
439,21600493,21601518,35708093,positive,5787,plateau,5.47388877448883,TRUE,TRUE,0,240,5787,0,3.19052502913173,1.26370650132141,55269.3729138742,"1,2,3,4,5,6,7","1.16018548918868,0.721496881329509,0.266525333996917,-0.149219065580699,-0.482973216441164,-0.765112655754683,-1.0530249350296","-0.335167102648697,-0.270948132536366,-0.336101638541956,-0.622324298848351,-0.983115206247526,-1.3740629688984,-1.93213432799564","3.19052502913173,2.05751075614518,1.30542066043941,0.861380395432215,0.616946347171052,0.46528151138188,0.34888080954838",
440,21602735,21603732,36110649,positive,986,inverse_plateau,1.53231357658903,TRUE,TRUE,0,444,986,1,40.6285764682951,5.84547486621217,11273.1437406574,"1,2,3,4,5,6,7","-22.2897571098386,-19.452831355631,-16.0371733742557,-11.1529776929709,-3.6314638364427,3.7044716729176,-1.33462927446687","-84.1335388040475,-61.1476385674989,-41.5353166124278,-23.4944884087951,-7.00584795317931,3.25244264246137,-2.90050832179261","2.087764382665e-10,3.56240002240778e-09,1.08428661896033e-07,1.43325455658564e-05,0.0264773974476449,40.6285764682951,0.263255752997047",
441,21601699,21604562,36818646,positive,0,uniform,2.68635434155029,FALSE,FALSE,0,15,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
442,21600604,21603929,35809054,positive,10470,increase,3.24667510122287,TRUE,TRUE,0,120,10470,1,688.150072173193,98.5715938877458,86436.3776937799,"1,2,3,4,5,6,7","-22.3459714639602,-15.324173452174,-7.92063315902823,0.439892980121777,6.53400694230557,-1.21006778359185,-12.556135281561","-73.340470257993,-44.8322861708536,-20.423941122484,-0.536706163368029,3.79298073770647,-2.76728906522471,-26.9172776085881","1.97363982715098e-10,2.21205555535245e-07,0.000363172307858021,1.55254105686535,688.150072173192,0.298177067232243,3.52321976118055e-06",
443,21603968,21603980,37019425,positive,573,decrease,3.40866268908152,TRUE,TRUE,0,215,573,5,141.753047876162,46.036219725702,8078.28530181403,"1,2,3,4,5,6,7","4.95408644414857,4.28279508192456,3.58043351386384,3.09336127655913,2.98853326659028,2.92269580713289,2.45700474465445","-4.07377972268398,-1.53736606369174,0.597504263498606,1.58218974300202,1.75814948856878,1.73090606508845,1.17876162674087","141.753047876162,72.4426404071127,35.8890958957859,22.0510733025126,19.8565368763282,18.591338628571,11.6698050934419",
444,21602338,21602735,36110888,positive,630,plateau,1.27855123455326,TRUE,TRUE,0,690,630,1,19.9948068044036,3.20061678182319,6901.5242618154,"1,2,3,4,5,6,7","0.183973938237991,-0.33142221503188,-2.32471078978543,-1.82848888242518,2.99547258005673,-1.86345128757314,-2.57675872125598","-5.69684931266629,-1.63012189563203,-3.93795238115119,-2.88010480571736,2.52243347980419,-2.57954989019051,-4.48131920256957","1.2019844968542,0.717901996028833,0.0978117281120078,0.160656154779259,19.9948068044036,0.155136285426031,0.0760200071584279",
445,21602730,21603800,46276587,positive,173,inverse_plateau,1.39010025088475,TRUE,TRUE,0,1052,173,0,59444354.4664671,8577183.19582075,377.426616131282,"1,2,3,4,5,6,7","-1.38736738093239,4.31727424215049,9.96222814440753,12.9582189148505,10.1878166941775,17.9005512138747,11.7260635600411","-63.9250607216186,-47.8397941396328,-41.0213707944791,-38.1686418121406,-40.9301985807328,-33.2226880471298,-39.517959758317","0.249731888916852,74.9839613612278,21210.0020541631,424309.709648079,26577.4049062681,59444354.4664671,123755.553976382",
446,21602734,21603081,37019321,positive,0,uniform,1.63761197403073,FALSE,FALSE,0,59,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
447,21603908,21603921,35708208,positive,11615,increase,2.01029176507753,TRUE,TRUE,0,170,11615,5,422930.091198617,60806.9148024591,94502.133928593,"1,2,3,4,5,6,7","12.954962175336,6.11502821223403,1.41980062546253,5.35822946104078,7.62194165444479,1.9007591692216,-5.64521052604461","0.588147253302468,2.86042040787094,-0.894662391576558,4.46454078349252,5.12051081355322,1.33655500376344,-15.6308283030353","422930.091198617,452.608816296923,4.13629568599741,212.34864187352,2042.52415824184,6.69097209471354,0.00353440423864523",
448,21603009,21603607,35406391,positive,462,decrease,1.18855612414579,TRUE,TRUE,0,1395,462,0,20392.3838672399,3321.53801510281,5438.42028874888,"1,2,3,4,5,6,7","3.86159674309795,9.92291677028246,7.93460260699483,2.75275844350577,-2.29245052634987,-3.10437651245693,1.01538504533132","-9.70165984068314,-3.49825375333758,-5.44098885145418,-10.6318540077483,-15.838919065226,-16.6540951118577,-12.3536509599092","47.5412018818196,20392.3838672399,2792.24889866393,15.6858407677563,0.10101860952911,0.0448524748024916,2.76042608194759",
449,21601423,21601428,36416514,positive,3463,plateau,1.32848846912384,TRUE,TRUE,0,1177,3463,3,241.83047854823,43.475560971465,34555.4755744091,"1,2,3,4,5,6,7","3.88480833863361,0.544286049629584,-1.89350058399505,0.530875885313032,5.48823697882379,1.25260295896787,1.91206524583832","-7.29759130089552,-1.28837802295595,-5.22902827398578,-0.425914394085807,4.8963783905603,0.517509205579198,0.960953618613522","48.657615780611,1.72337753701655,0.150543893824768,1.70042103035508,241.83047854823,3.4994400114567,6.7670499987613",
450,21601435,21603732,36313550,positive,943,inverse_plateau,2.6867825226919,TRUE,TRUE,0,713,943,1,255.545910252565,37.1546743320028,10096.127640625,"1,2,3,4,5,6,7","-7.78761588466078,-4.74258510496797,-1.56919878552397,0.662463325619487,0.71621535160569,5.54340208137879,-1.09892120633828","-36.2525681702568,-18.4018749155673,-6.07310027112979,-0.345812322465677,-0.195695093633923,4.8497000846706,-4.23257836924814","0.00041484073409403,0.00871608504183235,0.208211937963376,1.93956423288466,2.04667259815011,255.545910252565,0.333230376679994",
451,21600097,21603967,35909443,positive,0,uniform,1.70737069698243,FALSE,FALSE,0,76,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
452,21600083,21600747,35708154,positive,5602,increase,3.02673415083412,TRUE,TRUE,0,44,5602,0,2.05147022774309,1.50960813509966,53453.5251881787,"1,2,3,4,5,6,7","0.0269301338504135,0.151497091388428,0.275071562264139,0.395878648418527,0.511137819115598,0.618108278591185,0.718556720361498","-0.490202965149073,-0.307253709797927,-0.203674104233846,-0.145853027608972,-0.105590765654202,-0.0776077019946224,-0.0756667005222192","1.02729602703828,1.16357491741728,1.31662489215468,1.48568901590001,1.66718707347941,1.85541479196486,2.05147022774309",
